calendar_date,is_school_day,is_holiday,holiday_name,comment,day_type,label
2021-08-01,False,False,,Weekend,weekend,
2021-08-02,False,False,,,break,
2021-08-03,False,False,,,break,
2021-08-04,False,False,,,break,
2021-08-05,False,False,,,break,
2021-08-06,False,False,,,break,
2021-08-07,False,False,,Weekend,weekend,
2021-08-08,False,False,,Weekend,weekend,
2021-08-09,False,False,,,break,
2021-08-10,False,False,,,break,
2021-08-11,False,False,,,break,
2021-08-12,False,False,,,break,
2021-08-13,False,False,,,break,
2021-08-14,False,False,,Weekend,weekend,
2021-08-15,False,False,,Weekend,weekend,
2021-08-16,False,False,,,break,
2021-08-17,False,False,,,break,
2021-08-18,False,False,,,break,
2021-08-19,False,False,,,break,
2021-08-20,False,False,,,break,
2021-08-21,False,False,,Weekend,weekend,
2021-08-22,False,False,,Weekend,weekend,
2021-08-23,False,False,,,break,
2021-08-24,False,False,,,break,
2021-08-25,False,False,,,break,
2021-08-26,True,False,,,school_day,
2021-08-27,True,False,,,school_day,
2021-08-28,False,False,,Weekend,weekend,
2021-08-29,False,False,,Weekend,weekend,
2021-08-30,True,False,,,school_day,
2021-08-31,True,False,,,school_day,
2021-09-01,True,False,,,school_day,
2021-09-02,True,False,,,school_day,
2021-09-03,True,False,,,school_day,
2021-09-04,False,False,,Weekend,weekend,
2021-09-05,False,False,,Weekend,weekend,
2021-09-06,True,False,,,school_day,
2021-09-07,True,False,,,school_day,
2021-09-08,True,False,,,school_day,
2021-09-09,True,False,,,school_day,
2021-09-10,True,False,,,school_day,
2021-09-11,False,False,,Weekend,weekend,
2021-09-12,False,False,,Weekend,weekend,
2021-09-13,True,False,,,school_day,
2021-09-14,True,False,,,school_day,
2021-09-15,True,False,,,school_day,
2021-09-16,True,False,,,school_day,
2021-09-17,True,False,,,school_day,
2021-09-18,False,False,,Weekend,weekend,
2021-09-19,False,False,,Weekend,weekend,
2021-09-20,True,False,,,school_day,
2021-09-21,True,False,,,school_day,
2021-09-22,True,False,,,school_day,
2021-09-23,True,False,,,school_day,
2021-09-24,True,False,,,school_day,
2021-09-25,False,False,,Weekend,weekend,
2021-09-26,False,False,,Weekend,weekend,
2021-09-27,True,False,,,school_day,
2021-09-28,True,False,,,school_day,
2021-09-29,True,False,,,school_day,
2021-09-30,True,False,,,school_day,
2021-10-01,True,False,,,school_day,
2021-10-02,False,False,,Weekend,weekend,
2021-10-03,False,False,,Weekend,weekend,
2021-10-04,True,False,,,school_day,
2021-10-05,True,False,,,school_day,
2021-10-06,True,False,,,school_day,
2021-10-07,True,False,,,school_day,
2021-10-08,True,False,,,school_day,
2021-10-09,False,False,,Weekend,weekend,
2021-10-10,False,False,,Weekend,weekend,
2021-10-11,True,False,,,school_day,
2021-10-12,True,False,,,school_day,
2021-10-13,True,False,,,school_day,
2021-10-14,True,False,,,school_day,
2021-10-15,True,False,,,school_day,
2021-10-16,False,False,,Weekend,weekend,
2021-10-17,False,False,,Weekend,weekend,
2021-10-18,True,False,,,school_day,
2021-10-19,True,False,,,school_day,
2021-10-20,True,False,,,school_day,
2021-10-21,True,False,,,school_day,
2021-10-22,True,False,,,school_day,
2021-10-23,False,False,,Weekend,weekend,
2021-10-24,False,False,,Weekend,weekend,
2021-10-25,True,False,,,school_day,
2021-10-26,True,False,,,school_day,
2021-10-27,True,False,,,school_day,
2021-10-28,True,False,,,school_day,
2021-10-29,True,False,,,school_day,
2021-10-30,False,False,,Weekend,weekend,
2021-10-31,False,False,,Weekend,weekend,
2021-11-01,True,False,,,school_day,
2021-11-02,True,False,,,school_day,
2021-11-03,True,False,,,school_day,
2021-11-04,True,False,,,school_day,
2021-11-05,True,False,,,school_day,
2021-11-06,False,False,,Weekend,weekend,
2021-11-07,False,False,,Weekend,weekend,
2021-11-08,True,False,,,school_day,
2021-11-09,True,False,,,school_day,
2021-11-10,True,False,,,school_day,
2021-11-11,True,False,,,school_day,
2021-11-12,True,False,,,school_day,
2021-11-13,False,False,,Weekend,weekend,
2021-11-14,False,False,,Weekend,weekend,
2021-11-15,True,False,,,school_day,
2021-11-16,True,False,,,school_day,
2021-11-17,True,False,,,school_day,
2021-11-18,True,False,,,school_day,
2021-11-19,True,False,,,school_day,
2021-11-20,False,False,,Weekend,weekend,
2021-11-21,False,False,,Weekend,weekend,
2021-11-22,True,False,,,school_day,
2021-11-23,True,False,,,school_day,
2021-11-24,True,False,,,school_day,
2021-11-25,False,True,,Holiday,holiday,
2021-11-26,False,True,,Holiday,holiday,
2021-11-27,False,True,,Weekend,weekend,
2021-11-28,False,True,,Weekend,weekend,
2021-11-29,False,True,,Holiday,holiday,
2021-11-30,True,False,,,school_day,
2021-12-01,True,False,,,school_day,
2021-12-02,True,False,,,school_day,
2021-12-03,True,False,,,school_day,
2021-12-04,False,False,,Weekend,weekend,
2021-12-05,False,False,,Weekend,weekend,
2021-12-06,True,False,,,school_day,
2021-12-07,True,False,,,school_day,
2021-12-08,True,False,,,school_day,
2021-12-09,True,False,,,school_day,
2021-12-10,True,False,,,school_day,
2021-12-11,False,False,,Weekend,weekend,
2021-12-12,False,False,,Weekend,weekend,
2021-12-13,True,False,,,school_day,
2021-12-14,True,False,,,school_day,
2021-12-15,True,False,,,school_day,
2021-12-16,True,False,,,school_day,
2021-12-17,True,False,,,school_day,
2021-12-18,False,False,,Weekend,weekend,
2021-12-19,False,False,,Weekend,weekend,
2021-12-20,True,False,,,school_day,
2021-12-21,True,False,,,school_day,
2021-12-22,True,False,,,school_day,
2021-12-23,False,True,,Holiday,holiday,
2021-12-24,False,True,,Holiday,holiday,
2021-12-25,False,True,,Weekend,weekend,
2021-12-26,False,True,,Weekend,weekend,
2021-12-27,False,True,,Holiday,holiday,
2021-12-28,False,True,,Holiday,holiday,
2021-12-29,False,True,,Holiday,holiday,
2021-12-30,False,True,,Holiday,holiday,
2021-12-31,False,True,,Holiday,holiday,
2022-01-01,False,False,,Weekend,weekend,
2022-01-02,False,False,,Weekend,weekend,
2022-01-03,True,False,,,school_day,
2022-01-04,True,False,,,school_day,
2022-01-05,True,False,,,school_day,
2022-01-06,True,False,,,school_day,
2022-01-07,True,False,,,school_day,
2022-01-08,False,False,,Weekend,weekend,
2022-01-09,False,False,,Weekend,weekend,
2022-01-10,True,False,,,school_day,
2022-01-11,True,False,,,school_day,
2022-01-12,True,False,,,school_day,
2022-01-13,True,False,,,school_day,
2022-01-14,True,False,,,school_day,
2022-01-15,False,False,,Weekend,weekend,
2022-01-16,False,False,,Weekend,weekend,
2022-01-17,True,False,,,school_day,
2022-01-18,True,False,,,school_day,
2022-01-19,True,False,,,school_day,
2022-01-20,True,False,,,school_day,
2022-01-21,True,False,,,school_day,
2022-01-22,False,False,,Weekend,weekend,
2022-01-23,False,False,,Weekend,weekend,
2022-01-24,True,False,,,school_day,
2022-01-25,True,False,,,school_day,
2022-01-26,True,False,,,school_day,
2022-01-27,True,False,,,school_day,
2022-01-28,True,False,,,school_day,
2022-01-29,False,False,,Weekend,weekend,
2022-01-30,False,False,,Weekend,weekend,
2022-01-31,True,False,,,school_day,
2022-02-01,True,False,,,school_day,
2022-02-02,True,False,,,school_day,
2022-02-03,True,False,,,school_day,
2022-02-04,True,False,,,school_day,
2022-02-05,False,False,,Weekend,weekend,
2022-02-06,False,False,,Weekend,weekend,
2022-02-07,True,False,,,school_day,
2022-02-08,True,False,,,school_day,
2022-02-09,True,False,,,school_day,
2022-02-10,True,False,,,school_day,
2022-02-11,True,False,,,school_day,
2022-02-12,False,False,,Weekend,weekend,
2022-02-13,False,False,,Weekend,weekend,
