grade_id,student_id,assignment_id,score,submitted_on,term_id
1,1,1,45,2021-12-22,2
2,2,1,47,2021-12-22,2
3,3,1,54,2021-12-22,2
4,4,1,42,2021-12-22,2
5,5,1,55,2021-12-22,2
6,7,1,9,2021-12-22,2
7,8,1,52,2021-12-22,2
8,9,1,53,2021-12-22,2
9,10,1,24,2021-12-22,2
10,11,1,52,2021-12-22,2
11,12,1,49,2021-12-22,2
12,13,1,52,2021-12-22,2
13,14,1,47,2021-12-22,2
14,15,1,44,2021-12-22,2
15,16,1,48,2021-12-22,2
16,17,1,52,2021-12-22,2
17,18,1,44,2021-12-22,2
18,19,1,49,2021-12-22,2
19,20,1,48,2021-12-22,2
20,21,1,49,2021-12-22,2
21,22,1,46,2021-12-22,2
22,23,1,54,2021-12-22,2
23,24,1,51,2021-12-22,2
24,25,1,49,2021-12-22,2
25,26,1,45,2021-12-22,2
26,27,1,48,2021-12-22,2
27,28,1,54,2021-12-22,2
28,29,1,44,2021-12-22,2
29,31,1,46,2021-12-22,2
30,32,1,44,2021-12-22,2
31,33,1,52,2021-12-22,2
32,34,1,54,2021-12-22,2
33,35,1,49,2021-12-22,2
34,36,1,55,2021-12-22,2
35,37,1,45,2021-12-22,2
36,38,1,50,2021-12-22,2
37,39,1,56,2021-12-22,2
38,638,1,56,2021-12-22,2
39,739,1,47,2021-12-22,2
40,1,2,52,2022-04-03,2
41,2,2,21,2022-04-03,2
42,3,2,57,2022-04-03,2
43,4,2,60,2022-04-03,2
44,5,2,54,2022-04-03,2
45,7,2,56,2022-04-03,2
46,8,2,64,2022-04-03,2
47,9,2,17,2022-04-03,2
48,10,2,59,2022-04-03,2
49,11,2,60,2022-04-03,2
50,12,2,65,2022-04-03,2
51,13,2,66,2022-04-03,2
52,14,2,54,2022-04-03,2
53,15,2,58,2022-04-03,2
54,16,2,66,2022-04-03,2
55,17,2,54,2022-04-03,2
56,18,2,59,2022-04-03,2
57,19,2,53,2022-04-03,2
58,20,2,58,2022-04-03,2
59,21,2,64,2022-04-03,2
60,22,2,2,2022-04-03,2
61,23,2,50,2022-04-03,2
62,24,2,52,2022-04-03,2
63,25,2,29,2022-04-03,2
64,26,2,56,2022-04-03,2
65,27,2,59,2022-04-03,2
66,28,2,48,2022-04-03,2
67,29,2,23,2022-04-03,2
68,31,2,55,2022-04-03,2
69,32,2,58,2022-04-03,2
70,33,2,66,2022-04-03,2
71,34,2,58,2022-04-03,2
72,35,2,57,2022-04-03,2
73,36,2,50,2022-04-03,2
74,37,2,54,2022-04-03,2
75,38,2,66,2022-04-03,2
76,39,2,55,2022-04-03,2
77,638,2,55,2022-04-03,2
78,739,2,52,2022-04-03,2
79,1,3,87,2021-10-16,1
80,2,3,73,2021-10-16,1
81,3,3,83,2021-10-16,1
82,4,3,76,2021-10-16,1
83,5,3,89,2021-10-16,1
84,7,3,76,2021-10-16,1
85,8,3,80,2021-10-16,1
86,9,3,66,2021-10-16,1
87,10,3,78,2021-10-16,1
88,11,3,84,2021-10-16,1
89,12,3,84,2021-10-16,1
90,13,3,77,2021-10-16,1
91,14,3,73,2021-10-16,1
92,15,3,85,2021-10-16,1
93,16,3,82,2021-10-16,1
94,17,3,83,2021-10-16,1
95,18,3,80,2021-10-16,1
96,19,3,93,2021-10-16,1
97,20,3,84,2021-10-16,1
98,21,3,69,2021-10-16,1
99,22,3,80,2021-10-16,1
100,23,3,75,2021-10-16,1
101,24,3,73,2021-10-16,1
102,25,3,74,2021-10-16,1
103,26,3,74,2021-10-16,1
104,27,3,81,2021-10-16,1
105,28,3,81,2021-10-16,1
106,29,3,75,2021-10-16,1
107,31,3,78,2021-10-16,1
108,32,3,85,2021-10-16,1
109,33,3,75,2021-10-16,1
110,34,3,76,2021-10-16,1
111,35,3,82,2021-10-16,1
112,36,3,84,2021-10-16,1
113,37,3,80,2021-10-16,1
114,38,3,15,2021-10-16,1
115,39,3,89,2021-10-16,1
116,638,3,76,2021-10-16,1
117,739,3,89,2021-10-16,1
118,1,4,65,2021-12-23,3
119,2,4,56,2021-12-23,3
120,3,4,58,2021-12-23,3
121,4,4,60,2021-12-23,3
122,5,4,55,2021-12-23,3
123,7,4,70,2021-12-23,3
124,8,4,65,2021-12-23,3
125,9,4,73,2021-12-23,3
126,10,4,73,2021-12-23,3
127,11,4,66,2021-12-23,3
128,12,4,64,2021-12-23,3
129,13,4,72,2021-12-23,3
130,14,4,70,2021-12-23,3
131,15,4,66,2021-12-23,3
132,16,4,66,2021-12-23,3
133,17,4,69,2021-12-23,3
134,18,4,65,2021-12-23,3
135,19,4,60,2021-12-23,3
136,20,4,53,2021-12-23,3
137,21,4,60,2021-12-23,3
138,22,4,73,2021-12-23,3
139,23,4,73,2021-12-23,3
140,24,4,31,2021-12-23,3
141,25,4,62,2021-12-23,3
142,26,4,66,2021-12-23,3
143,27,4,71,2021-12-23,3
144,28,4,63,2021-12-23,3
145,29,4,66,2021-12-23,3
146,31,4,63,2021-12-23,3
147,32,4,61,2021-12-23,3
148,33,4,61,2021-12-23,3
149,34,4,65,2021-12-23,3
150,35,4,63,2021-12-23,3
151,36,4,34,2021-12-23,3
152,37,4,57,2021-12-23,3
153,38,4,57,2021-12-23,3
154,39,4,54,2021-12-23,3
155,638,4,72,2021-12-23,3
156,739,4,64,2021-12-23,3
157,1,5,53,2021-10-31,2
158,2,5,62,2021-10-31,2
159,3,5,56,2021-10-31,2
160,4,5,55,2021-10-31,2
161,5,5,65,2021-10-31,2
162,7,5,48,2021-10-31,2
163,8,5,56,2021-10-31,2
164,9,5,53,2021-10-31,2
165,10,5,10,2021-10-31,2
166,11,5,59,2021-10-31,2
167,12,5,61,2021-10-31,2
168,13,5,58,2021-10-31,2
169,14,5,66,2021-10-31,2
170,15,5,59,2021-10-31,2
171,16,5,63,2021-10-31,2
172,17,5,65,2021-10-31,2
173,18,5,61,2021-10-31,2
174,19,5,56,2021-10-31,2
175,20,5,62,2021-10-31,2
176,21,5,57,2021-10-31,2
177,22,5,64,2021-10-31,2
178,23,5,57,2021-10-31,2
179,24,5,64,2021-10-31,2
180,25,5,66,2021-10-31,2
181,26,5,67,2021-10-31,2
182,27,5,54,2021-10-31,2
183,28,5,59,2021-10-31,2
184,29,5,68,2021-10-31,2
185,31,5,63,2021-10-31,2
186,32,5,56,2021-10-31,2
187,33,5,62,2021-10-31,2
188,34,5,51,2021-10-31,2
189,35,5,57,2021-10-31,2
190,36,5,61,2021-10-31,2
191,37,5,68,2021-10-31,2
192,38,5,60,2021-10-31,2
193,39,5,58,2021-10-31,2
194,638,5,60,2021-10-31,2
195,739,5,68,2021-10-31,2
196,1,6,75,2021-12-04,1
197,2,6,67,2021-12-04,1
198,3,6,66,2021-12-04,1
199,4,6,63,2021-12-04,1
200,5,6,80,2021-12-04,1
201,7,6,82,2021-12-04,1
202,8,6,79,2021-12-04,1
203,9,6,71,2021-12-04,1
204,10,6,63,2021-12-04,1
205,11,6,72,2021-12-04,1
206,12,6,72,2021-12-04,1
207,13,6,73,2021-12-04,1
208,14,6,63,2021-12-04,1
209,15,6,73,2021-12-04,1
210,16,6,73,2021-12-04,1
211,17,6,71,2021-12-04,1
212,18,6,66,2021-12-04,1
213,19,6,68,2021-12-04,1
214,20,6,69,2021-12-04,1
215,21,6,79,2021-12-04,1
216,22,6,67,2021-12-04,1
217,23,6,67,2021-12-04,1
218,24,6,72,2021-12-04,1
219,25,6,70,2021-12-04,1
220,26,6,57,2021-12-04,1
221,27,6,69,2021-12-04,1
222,28,6,69,2021-12-04,1
223,29,6,72,2021-12-04,1
224,31,6,66,2021-12-04,1
225,32,6,73,2021-12-04,1
226,33,6,76,2021-12-04,1
227,34,6,70,2021-12-04,1
228,35,6,75,2021-12-04,1
229,36,6,72,2021-12-04,1
230,37,6,62,2021-12-04,1
231,38,6,63,2021-12-04,1
232,39,6,79,2021-12-04,1
233,638,6,69,2021-12-04,1
234,739,6,78,2021-12-04,1
235,1,7,63,2021-11-22,1
236,2,7,67,2021-11-22,1
237,3,7,67,2021-11-22,1
238,4,7,53,2021-11-22,1
239,5,7,63,2021-11-22,1
240,7,7,51,2021-11-22,1
241,8,7,65,2021-11-22,1
242,9,7,59,2021-11-22,1
243,10,7,67,2021-11-22,1
244,11,7,55,2021-11-22,1
245,12,7,60,2021-11-22,1
246,13,7,66,2021-11-22,1
247,14,7,61,2021-11-22,1
248,15,7,62,2021-11-22,1
249,16,7,53,2021-11-22,1
250,17,7,52,2021-11-22,1
251,18,7,54,2021-11-22,1
252,19,7,59,2021-11-22,1
253,20,7,65,2021-11-22,1
254,21,7,56,2021-11-22,1
255,22,7,53,2021-11-22,1
256,23,7,59,2021-11-22,1
257,24,7,57,2021-11-22,1
258,25,7,65,2021-11-22,1
259,26,7,58,2021-11-22,1
260,27,7,59,2021-11-22,1
261,28,7,66,2021-11-22,1
262,29,7,55,2021-11-22,1
263,31,7,60,2021-11-22,1
264,32,7,56,2021-11-22,1
265,33,7,53,2021-11-22,1
266,34,7,54,2021-11-22,1
267,35,7,47,2021-11-22,1
268,36,7,58,2021-11-22,1
269,37,7,61,2021-11-22,1
270,38,7,54,2021-11-22,1
271,39,7,54,2021-11-22,1
272,638,7,62,2021-11-22,1
273,739,7,59,2021-11-22,1
274,1,8,9,2022-03-02,3
275,2,8,9,2022-03-02,3
276,3,8,9,2022-03-02,3
277,4,8,9,2022-03-02,3
278,5,8,9,2022-03-02,3
279,7,8,9,2022-03-02,3
280,8,8,9,2022-03-02,3
281,9,8,9,2022-03-02,3
282,10,8,9,2022-03-02,3
283,11,8,9,2022-03-02,3
284,12,8,9,2022-03-02,3
285,13,8,9,2022-03-02,3
286,14,8,9,2022-03-02,3
287,15,8,10,2022-03-02,3
288,16,8,9,2022-03-02,3
289,17,8,10,2022-03-02,3
