student_grade_history_id,student_id,school_year_id,gpa,grade_level_id
HIST000001,1,7,3.096,7
HIST000002,2,7,2.938,7
HIST000003,3,7,2.645,7
HIST000004,4,7,3.21,7
HIST000005,5,7,2.471,7
HIST000006,6,7,3.343,7
HIST000007,7,7,3.078,7
HIST000008,8,7,3.348,7
HIST000009,9,7,3.563,7
HIST000010,10,7,3.388,7
HIST000011,11,7,2.63,7
HIST000012,12,7,2.663,7
HIST000013,13,7,3.469,7
HIST000014,14,7,2.263,7
HIST000015,15,7,3.022,7
HIST000016,16,7,3.547,7
HIST000017,17,7,3.491,7
HIST000018,18,7,3.19,7
HIST000019,19,7,3.312,7
HIST000020,20,7,2.706,7
HIST000021,21,7,3.183,7
HIST000022,22,7,3.283,7
HIST000023,23,7,3.048,7
HIST000024,24,7,2.272,7
HIST000025,26,7,1.781,7
HIST000026,27,7,2.659,7
HIST000027,28,7,3.117,7
HIST000028,29,7,3.083,7
HIST000029,31,7,2.416,7
HIST000030,32,7,2.696,7
HIST000031,33,7,3.056,7
HIST000032,34,7,3.227,7
HIST000033,35,7,3.633,7
HIST000034,36,7,4.0,7
HIST000035,37,7,3.613,7
HIST000036,38,7,2.726,7
HIST000037,39,7,3.044,7
HIST000038,40,7,3.815,8
HIST000039,41,7,3.457,8
HIST000040,43,7,2.996,8
HIST000041,44,7,3.513,8
HIST000042,45,7,2.439,8
HIST000043,47,7,3.14,8
HIST000044,48,7,3.002,8
HIST000045,49,7,2.857,8
HIST000046,50,7,2.745,8
HIST000047,51,7,3.648,8
HIST000048,52,7,3.627,8
HIST000049,53,7,3.129,8
HIST000050,54,7,2.85,8
HIST000051,55,7,2.889,8
HIST000052,56,7,3.94,8
HIST000053,57,7,2.936,8
HIST000054,58,7,3.026,8
HIST000055,59,7,3.877,8
HIST000056,60,7,3.365,8
HIST000057,61,7,3.74,8
HIST000058,62,7,3.216,8
HIST000059,63,7,3.688,8
HIST000060,64,7,3.576,8
HIST000061,65,7,2.517,8
HIST000062,66,7,3.319,8
HIST000063,67,7,3.315,8
HIST000064,68,7,2.3,8
HIST000065,69,7,1.802,8
HIST000066,70,7,3.426,8
HIST000067,71,7,3.437,8
HIST000068,72,7,3.654,8
HIST000069,73,7,2.631,8
HIST000070,74,7,3.037,8
HIST000071,75,7,2.929,8
HIST000072,76,7,3.61,8
HIST000073,77,7,2.719,8
HIST000074,78,7,2.679,8
HIST000075,79,7,3.012,9
HIST000076,80,7,3.167,9
HIST000077,82,7,2.753,9
HIST000078,83,7,2.86,9
HIST000079,84,7,3.416,9
HIST000080,85,7,3.414,9
HIST000081,86,7,2.636,9
HIST000082,87,7,3.106,9
HIST000083,89,7,3.246,9
HIST000084,90,7,3.661,9
HIST000085,91,7,3.179,9
HIST000086,94,7,3.003,9
HIST000087,95,7,3.569,9
HIST000088,96,7,2.749,9
HIST000089,97,7,2.83,9
HIST000090,99,7,3.162,9
HIST000091,100,7,3.051,9
HIST000092,101,7,3.5,9
HIST000093,102,7,3.266,9
HIST000094,103,7,3.008,9
HIST000095,104,7,2.777,9
HIST000096,105,7,3.386,9
HIST000097,106,7,3.111,9
HIST000098,107,7,3.116,9
HIST000099,108,7,2.758,9
HIST000100,109,7,3.253,9
HIST000101,110,7,3.485,9
HIST000102,111,7,3.484,9
HIST000103,112,7,3.693,9
HIST000104,113,7,3.39,9
HIST000105,114,7,3.876,9
HIST000106,115,7,2.806,9
HIST000107,116,7,3.418,9
HIST000108,117,7,3.146,9
HIST000109,118,7,2.955,10
HIST000110,119,7,3.695,10
HIST000111,120,7,2.963,10
HIST000112,121,7,3.267,10
HIST000113,122,7,3.676,10
HIST000114,123,7,3.508,10
HIST000115,124,7,2.975,10
HIST000116,125,7,3.556,10
HIST000117,126,7,2.807,10
HIST000118,127,7,3.057,10
HIST000119,128,7,2.741,10
HIST000120,130,7,2.948,10
HIST000121,131,7,2.933,10
HIST000122,132,7,2.813,10
HIST000123,133,7,3.475,10
HIST000124,134,7,3.542,10
HIST000125,136,7,3.024,10
HIST000126,137,7,3.219,10
HIST000127,138,7,3.254,10
HIST000128,139,7,3.153,10
HIST000129,140,7,3.186,10
HIST000130,141,7,2.901,10
HIST000131,142,7,3.382,10
HIST000132,143,7,3.835,10
HIST000133,144,7,3.251,10
HIST000134,145,7,3.345,10
HIST000135,146,7,3.556,10
HIST000136,147,7,2.947,10
HIST000137,148,7,3.526,10
HIST000138,149,7,3.376,10
HIST000139,150,7,3.574,10
HIST000140,151,7,3.597,10
HIST000141,153,7,2.981,10
HIST000142,154,7,3.928,10
HIST000143,155,7,2.509,10
HIST000144,156,7,2.472,10
HIST000145,157,7,1.516,11
HIST000146,158,7,3.546,11
HIST000147,159,7,3.205,11
HIST000148,160,7,3.333,11
HIST000149,161,7,3.521,11
HIST000150,163,7,3.646,11
HIST000151,164,7,2.802,11
HIST000152,165,7,3.619,11
HIST000153,166,7,3.585,11
HIST000154,167,7,2.341,11
HIST000155,168,7,2.311,11
HIST000156,169,7,3.788,11
HIST000157,170,7,2.935,11
HIST000158,171,7,3.611,11
HIST000159,172,7,3.023,11
HIST000160,173,7,2.636,11
HIST000161,174,7,3.552,11
HIST000162,175,7,2.903,11
HIST000163,176,7,3.162,11
