grade_id,student_id,assignment_id,score,submitted_on,term_id
1,1,1,47,2018-02-21,3
2,2,1,43,2018-02-21,3
3,3,1,38,2018-02-21,3
4,4,1,42,2018-02-21,3
5,5,1,37,2018-02-21,3
6,6,1,44,2018-02-21,3
7,7,1,42,2018-02-21,3
8,8,1,41,2018-02-21,3
9,9,1,39,2018-02-21,3
10,10,1,48,2018-02-21,3
11,11,1,43,2018-02-21,3
12,12,1,44,2018-02-21,3
13,13,1,44,2018-02-21,3
14,14,1,44,2018-02-21,3
15,15,1,42,2018-02-21,3
16,16,1,50,2018-02-21,3
17,17,1,50,2018-02-21,3
18,18,1,49,2018-02-21,3
19,19,1,49,2018-02-21,3
20,20,1,44,2018-02-21,3
21,21,1,43,2018-02-21,3
22,22,1,48,2018-02-21,3
23,23,1,40,2018-02-21,3
24,24,1,50,2018-02-21,3
25,25,1,19,2018-02-21,3
26,26,1,47,2018-02-21,3
27,27,1,31,2018-02-21,3
28,28,1,42,2018-02-21,3
29,29,1,45,2018-02-21,3
30,31,1,46,2018-02-21,3
31,32,1,42,2018-02-21,3
32,33,1,48,2018-02-21,3
33,34,1,49,2018-02-21,3
34,35,1,42,2018-02-21,3
35,36,1,42,2018-02-21,3
36,37,1,50,2018-02-21,3
37,38,1,43,2018-02-21,3
38,39,1,49,2018-02-21,3
39,1,2,47,2018-04-08,1
40,2,2,44,2018-04-08,1
41,3,2,50,2018-04-08,1
42,4,2,48,2018-04-08,1
43,5,2,60,2018-04-08,1
44,6,2,50,2018-04-08,1
45,7,2,54,2018-04-08,1
46,8,2,49,2018-04-08,1
47,9,2,60,2018-04-08,1
48,10,2,51,2018-04-08,1
49,11,2,46,2018-04-08,1
50,12,2,55,2018-04-08,1
51,13,2,53,2018-04-08,1
52,14,2,58,2018-04-08,1
53,15,2,51,2018-04-08,1
54,16,2,53,2018-04-08,1
55,17,2,45,2018-04-08,1
56,18,2,56,2018-04-08,1
57,19,2,53,2018-04-08,1
58,20,2,52,2018-04-08,1
59,21,2,51,2018-04-08,1
60,22,2,51,2018-04-08,1
61,23,2,56,2018-04-08,1
62,24,2,48,2018-04-08,1
63,25,2,56,2018-04-08,1
64,26,2,6,2018-04-08,1
65,27,2,44,2018-04-08,1
66,28,2,43,2018-04-08,1
67,29,2,59,2018-04-08,1
68,31,2,47,2018-04-08,1
69,32,2,53,2018-04-08,1
70,33,2,34,2018-04-08,1
71,34,2,51,2018-04-08,1
72,35,2,54,2018-04-08,1
