calendar_date,is_school_day,is_holiday,holiday_name,comment,day_type,label
2017-08-26,False,False,,Weekend,weekend,Weekend
2017-08-27,False,False,,Weekend,weekend,Weekend
2017-08-28,True,False,,,school_day,
2017-08-29,True,False,,,school_day,
2017-08-30,True,False,,,school_day,
2017-08-31,True,False,,,school_day,
2017-09-01,True,False,,,school_day,
2017-09-02,False,True,,Weekend,weekend,Weekend
2017-09-03,False,False,,Weekend,weekend,Weekend
2017-09-04,True,False,,,school_day,
2017-09-05,True,False,,,school_day,
2017-09-06,True,False,,,school_day,
2017-09-07,True,False,,,school_day,
2017-09-08,True,False,,,school_day,
2017-09-09,False,False,,Weekend,weekend,Weekend
2017-09-10,False,False,,Weekend,weekend,Weekend
2017-09-11,True,False,,,school_day,
2017-09-12,True,False,,,school_day,
2017-09-13,True,False,,,school_day,
2017-09-14,True,False,,,school_day,
2017-09-15,True,False,,,school_day,
2017-09-16,False,False,,Weekend,weekend,Weekend
2017-09-17,False,False,,Weekend,weekend,Weekend
2017-09-18,True,False,,,school_day,
2017-09-19,True,False,,,school_day,
2017-09-20,True,False,,,school_day,
2017-09-21,True,False,,,school_day,
2017-09-22,True,False,,,school_day,
2017-09-23,False,False,,Weekend,weekend,Weekend
2017-09-24,False,False,,Weekend,weekend,Weekend
2017-09-25,True,False,,,school_day,
2017-09-26,True,False,,,school_day,
2017-09-27,True,False,,,school_day,
2017-09-28,True,False,,,school_day,
2017-09-29,True,False,,,school_day,
2017-09-30,False,False,,Weekend,weekend,Weekend
2017-10-01,False,False,,Weekend,weekend,Weekend
2017-10-02,True,False,,,school_day,
2017-10-03,True,False,,,school_day,
2017-10-04,True,False,,,school_day,
2017-10-05,True,False,,,school_day,
2017-10-06,True,False,,,school_day,
2017-10-07,False,False,,Weekend,weekend,Weekend
2017-10-08,False,False,,Weekend,weekend,Weekend
2017-10-09,True,False,,,school_day,
2017-10-10,True,False,,,school_day,
2017-10-11,True,False,,,school_day,
2017-10-12,True,False,,,school_day,
2017-10-13,True,False,,,school_day,
2017-10-14,False,True,,Weekend,weekend,Weekend
2017-10-15,False,False,,Weekend,weekend,Weekend
2017-10-16,True,False,,,school_day,
2017-10-17,True,False,,,school_day,
2017-10-18,True,False,,,school_day,
2017-10-19,True,False,,,school_day,
2017-10-20,True,False,,,school_day,
2017-10-21,False,False,,Weekend,weekend,Weekend
2017-10-22,False,False,,Weekend,weekend,Weekend
