payment_id,guardian_id,fee_type_id,amount_paid,payment_date
PAY000001,1,4,8135,2017-08-15
PAY000002,1,4,7275,2017-09-15
PAY000003,1,4,8614,2017-10-15
PAY000004,1,4,7387,2017-11-15
PAY000005,1,4,7601,2017-12-15
PAY000006,1,4,7253,2018-01-15
PAY000007,1,4,8696,2018-02-15
PAY000008,1,4,7203,2018-03-15
PAY000009,1,4,7910,2018-04-15
PAY000010,1,1,106,2017-08-29
PAY000011,1,2,50,2017-08-19
PAY000012,2,4,8379,2017-08-15
PAY000013,2,4,7629,2017-09-15
PAY000014,2,4,8406,2017-10-15
PAY000015,2,4,7324,2017-11-15
PAY000016,2,4,8037,2017-12-15
PAY000017,2,4,7339,2018-01-15
PAY000018,2,4,7213,2018-02-15
PAY000019,2,4,7717,2018-03-15
PAY000020,2,4,7861,2018-04-15
PAY000021,2,2,46,2017-08-30
PAY000022,4,4,8756,2017-08-15
PAY000023,4,4,8559,2017-09-15
PAY000024,4,4,7309,2017-10-15
PAY000025,4,4,8492,2017-11-15
PAY000026,4,4,8362,2017-12-15
PAY000027,4,4,8331,2018-01-15
PAY000028,4,4,7216,2018-02-15
PAY000029,4,4,7993,2018-03-15
PAY000030,4,4,7600,2018-04-15
PAY000031,4,4,8328,2018-05-15
PAY000032,4,4,8266,2018-06-15
PAY000033,4,4,7512,2018-07-15
PAY000034,4,1,119,2017-08-11
PAY000035,4,2,45,2017-08-22
PAY000036,6,4,8618,2017-08-15
PAY000037,6,1,112,2017-08-17
PAY000038,6,2,50,2017-08-20
PAY000039,8,4,7683,2017-08-15
PAY000040,8,4,8748,2017-09-15
PAY000041,8,4,7707,2017-10-15
PAY000042,8,4,7869,2017-11-15
PAY000043,8,4,7998,2017-12-15
PAY000044,8,4,8418,2018-01-15
PAY000045,8,4,7269,2018-02-15
PAY000046,8,4,8238,2018-03-15
PAY000047,8,4,8714,2018-04-15
PAY000048,8,4,7276,2018-05-15
PAY000049,8,4,8770,2018-06-15
PAY000050,8,4,7906,2018-07-15
PAY000051,8,1,104,2017-08-12
PAY000052,8,2,54,2017-08-25
PAY000053,9,4,8638,2017-08-15
PAY000054,9,4,8083,2017-09-15
PAY000055,9,4,8073,2017-10-15
PAY000056,9,4,8616,2017-11-15
PAY000057,9,4,8213,2017-12-15
PAY000058,9,4,8183,2018-01-15
PAY000059,9,4,8153,2018-02-15
PAY000060,9,4,8184,2018-03-15
PAY000061,9,4,7210,2018-04-15
PAY000062,9,4,7656,2018-05-15
PAY000063,9,4,8356,2018-06-15
PAY000064,9,4,7344,2018-07-15
PAY000065,9,1,109,2017-08-17
PAY000066,9,2,46,2017-08-11
PAY000067,11,4,7736,2017-08-15
PAY000068,11,4,7622,2017-09-15
PAY000069,11,4,7361,2017-10-15
PAY000070,11,4,7639,2017-11-15
PAY000071,11,4,7433,2017-12-15
PAY000072,11,4,7845,2018-01-15
PAY000073,11,4,8211,2018-02-15
PAY000074,11,4,7428,2018-03-15
PAY000075,11,4,8525,2018-04-15
PAY000076,11,1,103,2017-08-12
PAY000077,12,4,8096,2017-08-15
PAY000078,12,4,8285,2017-09-15
PAY000079,12,4,8018,2017-10-15
PAY000080,12,4,7864,2017-11-15
PAY000081,12,4,7251,2017-12-15
PAY000082,12,4,8214,2018-01-15
PAY000083,12,4,8247,2018-02-15
PAY000084,12,4,7903,2018-03-15
PAY000085,12,4,8474,2018-04-15
PAY000086,12,1,104,2017-08-30
PAY000087,12,2,51,2017-08-25
PAY000088,14,4,7935,2017-08-15
PAY000089,14,4,8470,2017-09-15
PAY000090,14,4,7726,2017-10-15
PAY000091,14,4,7384,2017-11-15
PAY000092,14,4,8415,2017-12-15
PAY000093,14,4,8161,2018-01-15
PAY000094,14,4,8709,2018-02-15
PAY000095,14,4,8312,2018-03-15
PAY000096,14,4,8541,2018-04-15
PAY000097,14,1,107,2017-08-22
PAY000098,14,2,45,2017-08-28
PAY000099,16,4,7728,2017-08-15
PAY000100,16,4,7675,2017-09-15
PAY000101,16,4,7917,2017-10-15
PAY000102,16,4,8360,2017-11-15
PAY000103,16,4,8207,2017-12-15
PAY000104,16,4,8022,2018-01-15
PAY000105,16,4,8421,2018-02-15
PAY000106,16,4,8553,2018-03-15
PAY000107,16,4,8454,2018-04-15
PAY000108,16,1,116,2017-08-23
PAY000109,16,2,54,2017-08-18
PAY000110,17,4,7947,2017-08-15
PAY000111,17,4,7847,2017-09-15
PAY000112,17,4,7412,2017-10-15
PAY000113,17,4,7302,2017-11-15
PAY000114,17,4,7254,2017-12-15
PAY000115,17,4,8199,2018-01-15
PAY000116,17,4,7909,2018-02-15
PAY000117,17,4,8601,2018-03-15
PAY000118,17,4,8677,2018-04-15
PAY000119,17,2,54,2017-08-23
PAY000120,18,4,7412,2017-08-15
PAY000121,18,4,7912,2017-09-15
PAY000122,18,4,7674,2017-10-15
PAY000123,18,4,8614,2017-11-15
PAY000124,18,4,7682,2017-12-15
PAY000125,18,4,7957,2018-01-15
PAY000126,18,4,8167,2018-02-15
PAY000127,18,4,7298,2018-03-15
PAY000128,18,4,8370,2018-04-15
PAY000129,18,1,113,2017-08-19
PAY000130,18,2,50,2017-08-30
PAY000131,19,4,7239,2017-08-15
PAY000132,19,4,8252,2017-09-15
PAY000133,19,4,7569,2017-10-15
PAY000134,19,4,8257,2017-11-15
PAY000135,19,4,7203,2017-12-15
PAY000136,19,4,8597,2018-01-15
PAY000137,19,4,8636,2018-02-15
PAY000138,19,4,7214,2018-03-15
PAY000139,19,4,7267,2018-04-15
PAY000140,19,1,117,2017-08-13
PAY000141,20,4,8377,2017-08-15
PAY000142,20,4,7836,2017-09-15
PAY000143,20,4,7693,2017-10-15
PAY000144,20,4,8522,2017-11-15
PAY000145,20,4,8651,2017-12-15
PAY000146,20,4,8576,2018-01-15
PAY000147,20,4,7998,2018-02-15
PAY000148,20,4,7541,2018-03-15
PAY000149,20,4,8461,2018-04-15
PAY000150,20,1,106,2017-08-11
PAY000151,20,2,51,2017-08-25
PAY000152,22,4,8584,2017-08-15
