attendance_id,student_id,date,status
ATT000001,1,2022-08-26,Present
ATT000002,1,2022-08-29,Present
ATT000003,1,2022-08-30,Present
ATT000004,1,2022-08-31,Present
ATT000005,1,2022-09-01,Present
ATT000006,1,2022-09-02,Present
ATT000007,1,2022-09-05,Present
ATT000008,1,2022-09-06,Present
ATT000009,1,2022-09-07,Present
ATT000010,1,2022-09-08,Present
ATT000011,1,2022-09-09,Present
ATT000012,1,2022-09-12,Excused
ATT000013,1,2022-09-13,Present
ATT000014,1,2022-09-14,Present
ATT000015,1,2022-09-15,Present
ATT000016,1,2022-09-16,Present
ATT000017,1,2022-09-19,Present
ATT000018,1,2022-09-20,Present
ATT000019,1,2022-09-21,Present
ATT000020,1,2022-09-22,Present
ATT000021,1,2022-09-23,Present
ATT000022,1,2022-09-26,Present
ATT000023,1,2022-09-27,Present
ATT000024,1,2022-09-28,Present
ATT000025,1,2022-09-29,Present
ATT000026,1,2022-09-30,Present
ATT000027,1,2022-10-03,Excused
ATT000028,1,2022-10-04,Excused
ATT000029,1,2022-10-05,Present
ATT000030,1,2022-10-06,Present
ATT000031,1,2022-10-07,Present
ATT000032,1,2022-10-10,Present
ATT000033,1,2022-10-11,Absent
ATT000034,1,2022-10-12,Present
ATT000035,1,2022-10-13,Present
ATT000036,1,2022-10-14,Present
ATT000037,1,2022-10-17,Present
ATT000038,1,2022-10-18,Absent
ATT000039,1,2022-10-19,Present
ATT000040,1,2022-10-20,Present
ATT000041,1,2022-10-21,Present
ATT000042,1,2022-10-24,Present
ATT000043,1,2022-10-25,Present
ATT000044,1,2022-10-26,Present
ATT000045,1,2022-10-27,Present
ATT000046,1,2022-10-28,Present
ATT000047,1,2022-10-31,Present
ATT000048,1,2022-11-01,Present
ATT000049,1,2022-11-02,Present
ATT000050,1,2022-11-03,Present
ATT000051,1,2022-11-04,Present
ATT000052,1,2022-11-07,Present
ATT000053,1,2022-11-08,Present
ATT000054,1,2022-11-09,Present
ATT000055,1,2022-11-10,Present
ATT000056,1,2022-11-11,Present
ATT000057,1,2022-11-14,Present
ATT000058,1,2022-11-15,Present
ATT000059,1,2022-11-16,Present
ATT000060,1,2022-11-17,Present
ATT000061,1,2022-11-18,Present
ATT000062,1,2022-11-21,Present
ATT000063,1,2022-11-22,Present
ATT000064,1,2022-11-23,Present
ATT000065,1,2022-11-24,Present
ATT000066,1,2022-11-30,Present
ATT000067,1,2022-12-01,Present
ATT000068,1,2022-12-02,Present
ATT000069,1,2022-12-05,Present
ATT000070,1,2022-12-06,Present
ATT000071,1,2022-12-07,Present
ATT000072,1,2022-12-08,Present
ATT000073,1,2022-12-09,Present
ATT000074,1,2022-12-12,Present
ATT000075,1,2022-12-13,Present
ATT000076,1,2022-12-14,Present
ATT000077,1,2022-12-15,Present
ATT000078,1,2022-12-16,Present
ATT000079,1,2022-12-19,Present
ATT000080,1,2022-12-20,Present
ATT000081,1,2022-12-21,Tardy
ATT000082,1,2022-12-22,Present
ATT000083,1,2023-01-02,Present
ATT000084,1,2023-01-03,Present
ATT000085,1,2023-01-04,Excused
ATT000086,1,2023-01-05,Present
ATT000087,1,2023-01-06,Present
ATT000088,1,2023-01-09,Tardy
ATT000089,1,2023-01-10,Present
ATT000090,1,2023-01-11,Present
ATT000091,1,2023-01-12,Present
ATT000092,1,2023-01-13,Present
ATT000093,1,2023-01-16,Present
ATT000094,1,2023-01-17,Excused
ATT000095,1,2023-01-18,Present
ATT000096,1,2023-01-19,Present
ATT000097,1,2023-01-20,Present
ATT000098,1,2023-01-23,Present
ATT000099,1,2023-01-24,Present
ATT000100,1,2023-01-25,Present
