payment_id,guardian_id,fee_type_id,amount_paid,payment_date
PAY000001,1,4,8274,2022-08-15
PAY000002,1,4,9349,2022-09-15
PAY000003,1,4,8435,2022-10-15
PAY000004,1,4,8501,2022-11-15
PAY000005,1,4,8474,2022-12-15
PAY000006,1,4,8637,2023-01-15
PAY000007,1,4,8525,2023-02-15
PAY000008,1,4,8850,2023-03-15
PAY000009,1,4,8123,2023-04-15
PAY000010,1,4,8769,2023-05-15
PAY000011,1,4,8228,2023-06-15
PAY000012,1,4,7984,2023-07-15
PAY000013,1,1,134,2022-08-27
PAY000014,1,2,54,2022-08-17
PAY000015,2,4,9119,2022-08-15
PAY000016,2,4,9265,2022-09-15
PAY000017,2,4,9467,2022-10-15
PAY000018,2,4,8805,2022-11-15
PAY000019,2,4,8750,2022-12-15
PAY000020,2,4,7925,2023-01-15
PAY000021,2,4,8140,2023-02-15
PAY000022,2,4,9328,2023-03-15
PAY000023,2,4,8218,2023-04-15
PAY000024,2,1,122,2022-08-13
PAY000025,2,2,45,2022-08-25
PAY000026,4,4,9166,2022-08-15
PAY000027,4,4,9376,2022-09-15
PAY000028,4,4,8690,2022-10-15
PAY000029,4,4,9267,2022-11-15
PAY000030,4,4,8711,2022-12-15
PAY000031,4,4,8072,2023-01-15
PAY000032,4,4,9290,2023-02-15
PAY000033,4,4,7976,2023-03-15
PAY000034,4,4,8470,2023-04-15
PAY000035,4,1,120,2022-08-24
PAY000036,4,2,48,2022-08-11
PAY000037,6,4,8262,2022-08-15
PAY000038,6,4,8746,2022-09-15
PAY000039,6,4,8015,2022-10-15
PAY000040,6,4,8241,2022-11-15
PAY000041,6,4,9430,2022-12-15
PAY000042,6,4,8445,2023-01-15
PAY000043,6,4,8771,2023-02-15
PAY000044,6,4,9572,2023-03-15
PAY000045,6,4,8734,2023-04-15
PAY000046,6,1,126,2022-08-17
PAY000047,6,2,47,2022-08-18
PAY000048,8,4,8362,2022-08-15
PAY000049,8,4,9035,2022-09-15
PAY000050,8,4,9495,2022-10-15
PAY000051,8,4,8306,2022-11-15
PAY000052,8,4,9324,2022-12-15
PAY000053,8,4,8783,2023-01-15
PAY000054,8,4,9180,2023-02-15
PAY000055,8,4,8827,2023-03-15
PAY000056,8,4,9341,2023-04-15
PAY000057,8,1,125,2022-08-13
PAY000058,8,2,49,2022-08-16
PAY000059,9,4,8022,2022-08-15
PAY000060,9,4,8191,2022-09-15
PAY000061,9,4,9083,2022-10-15
PAY000062,9,4,8980,2022-11-15
PAY000063,9,4,8170,2022-12-15
PAY000064,9,4,9428,2023-01-15
PAY000065,9,4,9620,2023-02-15
PAY000066,9,4,9563,2023-03-15
PAY000067,9,4,8211,2023-04-15
PAY000068,9,1,128,2022-08-14
PAY000069,9,2,48,2022-08-23
PAY000070,11,4,8613,2022-08-15
PAY000071,11,4,8172,2022-09-15
PAY000072,11,4,8798,2022-10-15
PAY000073,11,4,8117,2022-11-15
PAY000074,11,4,8277,2022-12-15
PAY000075,11,4,9300,2023-01-15
PAY000076,11,4,8883,2023-02-15
PAY000077,11,4,8891,2023-03-15
PAY000078,11,4,9216,2023-04-15
PAY000079,12,4,8627,2022-08-15
PAY000080,12,4,8813,2022-09-15
PAY000081,12,4,8728,2022-10-15
PAY000082,12,4,8755,2022-11-15
PAY000083,12,4,9601,2022-12-15
PAY000084,12,4,9128,2023-01-15
PAY000085,12,4,8993,2023-02-15
PAY000086,12,4,9273,2023-03-15
PAY000087,12,4,8070,2023-04-15
PAY000088,12,4,8488,2023-05-15
PAY000089,12,4,9228,2023-06-15
PAY000090,12,4,9174,2023-07-15
PAY000091,12,1,132,2022-08-30
PAY000092,14,4,8956,2022-08-15
PAY000093,14,4,9626,2022-09-15
PAY000094,14,4,8051,2022-10-15
PAY000095,14,4,8504,2022-11-15
PAY000096,14,4,8677,2022-12-15
PAY000097,14,4,9511,2023-01-15
PAY000098,14,4,8784,2023-02-15
PAY000099,14,4,8734,2023-03-15
PAY000100,14,4,9071,2023-04-15
PAY000101,14,4,7931,2023-05-15
PAY000102,14,4,8417,2023-06-15
PAY000103,14,4,9286,2023-07-15
PAY000104,14,1,135,2022-08-23
PAY000105,16,4,9457,2022-08-15
PAY000106,16,4,8255,2022-09-15
PAY000107,16,4,9642,2022-10-15
PAY000108,16,4,9673,2022-11-15
PAY000109,16,4,9149,2022-12-15
PAY000110,16,4,8941,2023-01-15
PAY000111,16,4,9199,2023-02-15
