student_grade_history_id,student_id,school_year_id,gpa,grade_level_id
HIST000001,1,8,3.513,8
HIST000002,2,8,3.487,8
HIST000003,3,8,3.598,8
HIST000004,4,8,3.68,8
HIST000005,5,8,3.518,8
HIST000006,6,8,3.345,8
HIST000007,7,8,2.584,8
HIST000008,8,8,3.152,8
HIST000009,9,8,3.918,8
HIST000010,10,8,3.953,8
HIST000011,11,8,3.421,8
HIST000012,12,8,2.765,8
HIST000013,13,8,2.918,8
HIST000014,14,8,3.449,8
HIST000015,15,8,2.424,8
HIST000016,16,8,3.338,8
HIST000017,17,8,2.825,8
HIST000018,18,8,3.867,8
HIST000019,19,8,3.444,8
HIST000020,20,8,3.439,8
HIST000021,21,8,3.425,8
HIST000022,22,8,3.309,8
HIST000023,23,8,3.607,8
HIST000024,24,8,3.313,8
HIST000025,26,8,3.123,8
HIST000026,27,8,3.291,8
HIST000027,28,8,2.295,8
HIST000028,29,8,2.911,8
HIST000029,31,8,2.99,8
HIST000030,32,8,2.729,8
HIST000031,33,8,2.33,8
HIST000032,34,8,2.0,8
HIST000033,35,8,3.767,8
HIST000034,36,8,2.752,8
HIST000035,37,8,3.164,8
HIST000036,38,8,3.235,8
HIST000037,39,8,3.224,8
HIST000038,40,8,2.67,9
HIST000039,41,8,2.179,9
HIST000040,43,8,4.0,9
HIST000041,44,8,3.401,9
HIST000042,45,8,4.0,9
HIST000043,48,8,2.999,9
HIST000044,49,8,3.805,9
HIST000045,50,8,3.59,9
HIST000046,51,8,3.806,9
HIST000047,52,8,2.832,9
HIST000048,53,8,3.5,9
HIST000049,54,8,3.909,9
HIST000050,55,8,3.173,9
HIST000051,56,8,3.064,9
HIST000052,57,8,2.178,9
HIST000053,58,8,3.506,9
HIST000054,59,8,3.212,9
HIST000055,60,8,3.396,9
HIST000056,61,8,3.619,9
HIST000057,62,8,3.393,9
HIST000058,63,8,3.015,9
HIST000059,64,8,3.367,9
HIST000060,65,8,3.335,9
HIST000061,66,8,3.223,9
HIST000062,67,8,3.504,9
HIST000063,68,8,3.116,9
HIST000064,69,8,3.757,9
HIST000065,70,8,3.627,9
HIST000066,71,8,3.574,9
HIST000067,72,8,2.576,9
HIST000068,73,8,3.537,9
HIST000069,74,8,2.502,9
HIST000070,75,8,3.238,9
HIST000071,76,8,1.872,9
HIST000072,77,8,3.155,9
HIST000073,78,8,3.387,9
HIST000074,79,8,3.235,10
HIST000075,80,8,3.115,10
HIST000076,82,8,3.001,10
HIST000077,83,8,3.847,10
HIST000078,84,8,3.512,10
HIST000079,85,8,3.237,10
HIST000080,86,8,2.923,10
HIST000081,87,8,3.33,10
HIST000082,89,8,2.472,10
HIST000083,90,8,3.316,10
HIST000084,91,8,1.763,10
HIST000085,94,8,3.296,10
HIST000086,95,8,3.416,10
HIST000087,96,8,3.224,10
HIST000088,97,8,3.155,10
HIST000089,99,8,3.457,10
