enrollment_id,student_id,class_id
ENR000001,1,1
ENR000002,2,1
ENR000003,3,1
ENR000004,4,1
ENR000005,5,1
ENR000006,6,1
ENR000007,7,1
ENR000008,8,1
ENR000009,9,1
ENR000010,10,1
ENR000011,11,1
ENR000012,12,1
ENR000013,13,1
ENR000014,14,1
ENR000015,15,1
ENR000016,16,1
ENR000017,17,1
ENR000018,18,1
ENR000019,19,1
ENR000020,20,1
ENR000021,21,1
ENR000022,22,1
ENR000023,23,1
ENR000024,24,1
ENR000025,26,1
ENR000026,27,1
ENR000027,28,1
ENR000028,29,1
ENR000029,31,1
ENR000030,32,1
ENR000031,33,1
ENR000032,34,1
ENR000033,35,1
ENR000034,36,1
ENR000035,37,1
ENR000036,38,1
ENR000037,39,1
ENR000038,545,1
ENR000039,697,1
ENR000040,848,1
ENR000041,1,2
ENR000042,2,2
ENR000043,3,2
ENR000044,4,2
ENR000045,5,2
ENR000046,6,2
ENR000047,7,2
ENR000048,8,2
ENR000049,9,2
ENR000050,10,2
ENR000051,11,2
ENR000052,12,2
ENR000053,13,2
ENR000054,14,2
ENR000055,15,2
ENR000056,16,2
ENR000057,17,2
ENR000058,18,2
ENR000059,19,2
ENR000060,20,2
ENR000061,21,2
ENR000062,22,2
ENR000063,23,2
ENR000064,24,2
ENR000065,26,2
ENR000066,27,2
ENR000067,28,2
ENR000068,29,2
ENR000069,31,2
ENR000070,32,2
ENR000071,33,2
ENR000072,34,2
ENR000073,35,2
ENR000074,36,2
ENR000075,37,2
ENR000076,38,2
ENR000077,39,2
ENR000078,545,2
ENR000079,697,2
ENR000080,848,2
ENR000081,1,3
ENR000082,2,3
ENR000083,3,3
ENR000084,4,3
ENR000085,5,3
ENR000086,6,3
ENR000087,7,3
ENR000088,8,3
ENR000089,9,3
ENR000090,10,3
ENR000091,11,3
ENR000092,12,3
ENR000093,13,3
ENR000094,14,3
ENR000095,15,3
ENR000096,16,3
ENR000097,17,3
ENR000098,18,3
ENR000099,19,3
ENR000100,20,3
ENR000101,21,3
ENR000102,22,3
ENR000103,23,3
ENR000104,24,3
ENR000105,26,3
ENR000106,27,3
ENR000107,28,3
ENR000108,29,3
ENR000109,31,3
ENR000110,32,3
ENR000111,33,3
ENR000112,34,3
ENR000113,35,3
ENR000114,36,3
ENR000115,37,3
ENR000116,38,3
ENR000117,39,3
ENR000118,545,3
ENR000119,697,3
ENR000120,848,3
ENR000121,1,4
ENR000122,2,4
ENR000123,3,4
ENR000124,4,4
ENR000125,5,4
ENR000126,6,4
ENR000127,7,4
ENR000128,8,4
ENR000129,9,4
ENR000130,10,4
ENR000131,11,4
ENR000132,12,4
ENR000133,13,4
ENR000134,14,4
ENR000135,15,4
ENR000136,16,4
ENR000137,17,4
ENR000138,18,4
ENR000139,19,4
ENR000140,20,4
ENR000141,21,4
ENR000142,22,4
ENR000143,23,4
ENR000144,24,4
ENR000145,26,4
ENR000146,27,4
ENR000147,28,4
ENR000148,29,4
ENR000149,31,4
ENR000150,32,4
ENR000151,33,4
ENR000152,34,4
ENR000153,35,4
ENR000154,36,4
ENR000155,37,4
ENR000156,38,4
ENR000157,39,4
ENR000158,545,4
ENR000159,697,4
ENR000160,848,4
ENR000161,1,5
ENR000162,2,5
ENR000163,3,5
ENR000164,4,5
ENR000165,5,5
ENR000166,6,5
ENR000167,7,5
ENR000168,8,5
ENR000169,9,5
ENR000170,10,5
ENR000171,11,5
ENR000172,12,5
ENR000173,13,5
ENR000174,14,5
ENR000175,15,5
ENR000176,16,5
ENR000177,17,5
ENR000178,18,5
ENR000179,19,5
ENR000180,20,5
ENR000181,21,5
ENR000182,22,5
ENR000183,23,5
ENR000184,24,5
ENR000185,26,5
ENR000186,27,5
ENR000187,28,5
ENR000188,29,5
ENR000189,31,5
ENR000190,32,5
ENR000191,33,5
ENR000192,34,5
ENR000193,35,5
ENR000194,36,5
ENR000195,37,5
ENR000196,38,5
ENR000197,39,5
ENR000198,545,5
ENR000199,697,5
ENR000200,848,5
ENR000201,1,6
ENR000202,2,6
ENR000203,3,6
ENR000204,4,6
ENR000205,5,6
ENR000206,6,6
ENR000207,7,6
ENR000208,8,6
ENR000209,9,6
ENR000210,10,6
ENR000211,11,6
ENR000212,12,6
ENR000213,13,6
ENR000214,14,6
ENR000215,15,6
ENR000216,16,6
ENR000217,17,6
ENR000218,18,6
ENR000219,19,6
ENR000220,20,6
ENR000221,21,6
ENR000222,22,6
ENR000223,23,6
ENR000224,24,6
ENR000225,26,6
ENR000226,27,6
ENR000227,28,6
ENR000228,29,6
ENR000229,31,6
ENR000230,32,6
ENR000231,33,6
ENR000232,34,6
ENR000233,35,6
ENR000234,36,6
ENR000235,37,6
ENR000236,38,6
ENR000237,39,6
ENR000238,545,6
ENR000239,697,6
ENR000240,848,6
ENR000241,1,7
ENR000242,2,7
ENR000243,3,7
ENR000244,4,7
ENR000245,5,7
ENR000246,6,7
ENR000247,7,7
ENR000248,8,7
ENR000249,9,7
ENR000250,10,7
ENR000251,11,7
ENR000252,12,7
ENR000253,13,7
ENR000254,14,7
ENR000255,15,7
ENR000256,16,7
ENR000257,17,7
ENR000258,18,7
ENR000259,19,7
ENR000260,20,7
ENR000261,21,7
ENR000262,22,7
ENR000263,23,7
ENR000264,24,7
ENR000265,26,7
ENR000266,27,7
ENR000267,28,7
ENR000268,29,7
ENR000269,31,7
ENR000270,32,7
ENR000271,33,7
ENR000272,34,7
ENR000273,35,7
ENR000274,36,7
ENR000275,37,7
ENR000276,38,7
ENR000277,39,7
ENR000278,545,7
ENR000279,697,7
ENR000280,848,7
ENR000281,40,8
ENR000282,41,8
ENR000283,43,8
ENR000284,44,8
ENR000285,45,8
ENR000286,48,8
ENR000287,49,8
ENR000288,50,8
ENR000289,51,8
ENR000290,52,8
ENR000291,53,8
ENR000292,54,8
ENR000293,55,8
ENR000294,56,8
ENR000295,57,8
ENR000296,58,8
ENR000297,59,8
ENR000298,60,8
ENR000299,61,8
ENR000300,62,8
ENR000301,63,8
ENR000302,64,8
ENR000303,65,8
ENR000304,66,8
ENR000305,67,8
ENR000306,68,8
ENR000307,69,8
ENR000308,70,8
ENR000309,71,8
ENR000310,72,8
ENR000311,73,8
ENR000312,74,8
ENR000313,75,8
ENR000314,76,8
ENR000315,77,8
ENR000316,78,8
ENR000317,543,8
ENR000318,735,8
ENR000319,40,9
ENR000320,41,9
ENR000321,43,9
ENR000322,44,9
ENR000323,45,9
ENR000324,48,9
ENR000325,49,9
ENR000326,50,9
ENR000327,51,9
ENR000328,52,9
ENR000329,53,9
ENR000330,54,9
ENR000331,55,9
ENR000332,56,9
ENR000333,57,9
ENR000334,58,9
ENR000335,59,9
ENR000336,60,9
ENR000337,61,9
ENR000338,62,9
ENR000339,63,9
ENR000340,64,9
ENR000341,65,9
ENR000342,66,9
ENR000343,67,9
ENR000344,68,9
ENR000345,69,9
ENR000346,70,9
ENR000347,71,9
ENR000348,72,9
ENR000349,73,9
ENR000350,74,9
ENR000351,75,9
ENR000352,76,9
ENR000353,77,9
ENR000354,78,9
ENR000355,543,9
ENR000356,735,9
ENR000357,40,10
ENR000358,41,10
ENR000359,43,10
ENR000360,44,10
ENR000361,45,10
ENR000362,48,10
ENR000363,49,10
ENR000364,50,10
ENR000365,51,10
ENR000366,52,10
ENR000367,53,10
ENR000368,54,10
ENR000369,55,10
ENR000370,56,10
ENR000371,57,10
ENR000372,58,10
ENR000373,59,10
ENR000374,60,10
ENR000375,61,10
ENR000376,62,10
ENR000377,63,10
ENR000378,64,10
ENR000379,65,10
ENR000380,66,10
ENR000381,67,10
ENR000382,68,10
ENR000383,69,10
ENR000384,70,10
ENR000385,71,10
ENR000386,72,10
ENR000387,73,10
ENR000388,74,10
ENR000389,75,10
ENR000390,76,10
ENR000391,77,10
ENR000392,78,10
ENR000393,543,10
ENR000394,735,10
ENR000395,40,11
ENR000396,41,11
ENR000397,43,11
ENR000398,44,11
ENR000399,45,11
ENR000400,48,11
ENR000401,49,11
ENR000402,50,11
ENR000403,51,11
ENR000404,52,11
ENR000405,53,11
ENR000406,54,11
ENR000407,55,11
ENR000408,56,11
ENR000409,57,11
ENR000410,58,11
ENR000411,59,11
ENR000412,60,11
ENR000413,61,11
ENR000414,62,11
ENR000415,63,11
ENR000416,64,11
ENR000417,65,11
ENR000418,66,11
ENR000419,67,11
ENR000420,68,11
ENR000421,69,11
ENR000422,70,11
ENR000423,71,11
ENR000424,72,11
ENR000425,73,11
ENR000426,74,11
ENR000427,75,11
ENR000428,76,11
ENR000429,77,11
ENR000430,78,11
ENR000431,543,11
ENR000432,735,11
ENR000433,40,12
ENR000434,41,12
ENR000435,43,12
ENR000436,44,12
ENR000437,45,12
ENR000438,48,12
ENR000439,49,12
ENR000440,50,12
ENR000441,51,12
ENR000442,52,12
ENR000443,53,12
ENR000444,54,12
ENR000445,55,12
ENR000446,56,12
ENR000447,57,12
ENR000448,58,12
ENR000449,59,12
ENR000450,60,12
ENR000451,61,12
ENR000452,62,12
ENR000453,63,12
ENR000454,64,12
ENR000455,65,12
ENR000456,66,12
ENR000457,67,12
ENR000458,68,12
ENR000459,69,12
ENR000460,70,12
ENR000461,71,12
ENR000462,72,12
ENR000463,73,12
ENR000464,74,12
ENR000465,75,12
ENR000466,76,12
ENR000467,77,12
ENR000468,78,12
ENR000469,543,12
ENR000470,735,12
ENR000471,40,13
ENR000472,41,13
ENR000473,43,13
ENR000474,44,13
ENR000475,45,13
ENR000476,48,13
ENR000477,49,13
ENR000478,50,13
ENR000479,51,13
ENR000480,52,13
ENR000481,53,13
ENR000482,54,13
ENR000483,55,13
ENR000484,56,13
ENR000485,57,13
