enrollment_id,student_id,class_id
ENR000001,1,1
ENR000002,2,1
ENR000003,3,1
ENR000004,4,1
ENR000005,5,1
ENR000006,6,1
ENR000007,7,1
ENR000008,8,1
ENR000009,9,1
ENR000010,10,1
ENR000011,11,1
ENR000012,12,1
ENR000013,13,1
ENR000014,14,1
ENR000015,15,1
ENR000016,16,1
ENR000017,17,1
ENR000018,18,1
ENR000019,19,1
ENR000020,20,1
ENR000021,21,1
ENR000022,22,1
ENR000023,23,1
ENR000024,24,1
ENR000025,26,1
ENR000026,27,1
ENR000027,28,1
ENR000028,29,1
ENR000029,31,1
ENR000030,32,1
ENR000031,33,1
ENR000032,34,1
ENR000033,35,1
ENR000034,36,1
ENR000035,37,1
ENR000036,38,1
ENR000037,39,1
ENR000038,545,1
ENR000039,697,1
ENR000040,848,1
ENR000041,901,1
ENR000042,958,1
ENR000043,1,2
ENR000044,2,2
ENR000045,3,2
ENR000046,4,2
ENR000047,5,2
ENR000048,6,2
ENR000049,7,2
ENR000050,8,2
ENR000051,9,2
ENR000052,10,2
ENR000053,11,2
ENR000054,12,2
ENR000055,13,2
ENR000056,14,2
ENR000057,15,2
ENR000058,16,2
ENR000059,17,2
ENR000060,18,2
ENR000061,19,2
ENR000062,20,2
ENR000063,21,2
ENR000064,22,2
ENR000065,23,2
ENR000066,24,2
ENR000067,26,2
ENR000068,27,2
ENR000069,28,2
ENR000070,29,2
ENR000071,31,2
ENR000072,32,2
ENR000073,33,2
ENR000074,34,2
ENR000075,35,2
ENR000076,36,2
ENR000077,37,2
ENR000078,38,2
ENR000079,39,2
ENR000080,545,2
ENR000081,697,2
ENR000082,848,2
ENR000083,901,2
ENR000084,958,2
ENR000085,1,3
ENR000086,2,3
ENR000087,3,3
ENR000088,4,3
ENR000089,5,3
ENR000090,6,3
ENR000091,7,3
ENR000092,8,3
ENR000093,9,3
ENR000094,10,3
ENR000095,11,3
ENR000096,12,3
ENR000097,13,3
ENR000098,14,3
ENR000099,15,3
ENR000100,16,3
ENR000101,17,3
ENR000102,18,3
ENR000103,19,3
ENR000104,20,3
ENR000105,21,3
ENR000106,22,3
ENR000107,23,3
ENR000108,24,3
ENR000109,26,3
ENR000110,27,3
ENR000111,28,3
ENR000112,29,3
ENR000113,31,3
ENR000114,32,3
ENR000115,33,3
ENR000116,34,3
ENR000117,35,3
ENR000118,36,3
ENR000119,37,3
ENR000120,38,3
ENR000121,39,3
ENR000122,545,3
ENR000123,697,3
ENR000124,848,3
ENR000125,901,3
ENR000126,958,3
ENR000127,1,4
ENR000128,2,4
ENR000129,3,4
ENR000130,4,4
ENR000131,5,4
ENR000132,6,4
ENR000133,7,4
ENR000134,8,4
ENR000135,9,4
ENR000136,10,4
ENR000137,11,4
ENR000138,12,4
ENR000139,13,4
ENR000140,14,4
ENR000141,15,4
ENR000142,16,4
ENR000143,17,4
ENR000144,18,4
ENR000145,19,4
ENR000146,20,4
ENR000147,21,4
ENR000148,22,4
ENR000149,23,4
ENR000150,24,4
ENR000151,26,4
ENR000152,27,4
ENR000153,28,4
ENR000154,29,4
ENR000155,31,4
ENR000156,32,4
ENR000157,33,4
ENR000158,34,4
ENR000159,35,4
ENR000160,36,4
ENR000161,37,4
ENR000162,38,4
ENR000163,39,4
ENR000164,545,4
ENR000165,697,4
ENR000166,848,4
ENR000167,901,4
ENR000168,958,4
ENR000169,1,5
ENR000170,2,5
ENR000171,3,5
ENR000172,4,5
ENR000173,5,5
ENR000174,6,5
ENR000175,7,5
ENR000176,8,5
ENR000177,9,5
ENR000178,10,5
ENR000179,11,5
ENR000180,12,5
ENR000181,13,5
ENR000182,14,5
ENR000183,15,5
ENR000184,16,5
ENR000185,17,5
ENR000186,18,5
ENR000187,19,5
ENR000188,20,5
ENR000189,21,5
ENR000190,22,5
ENR000191,23,5
ENR000192,24,5
ENR000193,26,5
ENR000194,27,5
ENR000195,28,5
ENR000196,29,5
ENR000197,31,5
ENR000198,32,5
ENR000199,33,5
ENR000200,34,5
ENR000201,35,5
ENR000202,36,5
ENR000203,37,5
ENR000204,38,5
ENR000205,39,5
ENR000206,545,5
ENR000207,697,5
ENR000208,848,5
ENR000209,901,5
ENR000210,958,5
ENR000211,1,6
ENR000212,2,6
ENR000213,3,6
ENR000214,4,6
ENR000215,5,6
ENR000216,6,6
ENR000217,7,6
ENR000218,8,6
ENR000219,9,6
ENR000220,10,6
ENR000221,11,6
ENR000222,12,6
ENR000223,13,6
ENR000224,14,6
ENR000225,15,6
ENR000226,16,6
ENR000227,17,6
ENR000228,18,6
ENR000229,19,6
ENR000230,20,6
ENR000231,21,6
ENR000232,22,6
ENR000233,23,6
ENR000234,24,6
ENR000235,26,6
ENR000236,27,6
ENR000237,28,6
ENR000238,29,6
ENR000239,31,6
ENR000240,32,6
ENR000241,33,6
ENR000242,34,6
ENR000243,35,6
ENR000244,36,6
ENR000245,37,6
ENR000246,38,6
ENR000247,39,6
ENR000248,545,6
ENR000249,697,6
ENR000250,848,6
ENR000251,901,6
ENR000252,958,6
ENR000253,1,7
ENR000254,2,7
ENR000255,3,7
ENR000256,4,7
ENR000257,5,7
ENR000258,6,7
ENR000259,7,7
ENR000260,8,7
ENR000261,9,7
ENR000262,10,7
ENR000263,11,7
ENR000264,12,7
ENR000265,13,7
ENR000266,14,7
ENR000267,15,7
ENR000268,16,7
ENR000269,17,7
ENR000270,18,7
ENR000271,19,7
ENR000272,20,7
ENR000273,21,7
ENR000274,22,7
ENR000275,23,7
ENR000276,24,7
ENR000277,26,7
ENR000278,27,7
ENR000279,28,7
ENR000280,29,7
ENR000281,31,7
ENR000282,32,7
ENR000283,33,7
ENR000284,34,7
ENR000285,35,7
ENR000286,36,7
ENR000287,37,7
ENR000288,38,7
ENR000289,39,7
ENR000290,545,7
ENR000291,697,7
ENR000292,848,7
ENR000293,901,7
ENR000294,958,7
ENR000295,40,8
ENR000296,41,8
ENR000297,43,8
ENR000298,44,8
ENR000299,45,8
ENR000300,48,8
ENR000301,49,8
ENR000302,50,8
ENR000303,51,8
ENR000304,52,8
ENR000305,53,8
ENR000306,54,8
ENR000307,55,8
ENR000308,56,8
ENR000309,57,8
ENR000310,59,8
ENR000311,60,8
ENR000312,61,8
ENR000313,62,8
ENR000314,63,8
ENR000315,64,8
ENR000316,65,8
ENR000317,66,8
ENR000318,67,8
ENR000319,68,8
ENR000320,69,8
ENR000321,70,8
ENR000322,71,8
ENR000323,73,8
ENR000324,74,8
ENR000325,75,8
ENR000326,76,8
ENR000327,77,8
ENR000328,78,8
ENR000329,543,8
ENR000330,735,8
ENR000331,899,8
ENR000332,903,8
ENR000333,959,8
ENR000334,960,8
ENR000335,40,9
ENR000336,41,9
ENR000337,43,9
ENR000338,44,9
ENR000339,45,9
ENR000340,48,9
ENR000341,49,9
ENR000342,50,9
ENR000343,51,9
ENR000344,52,9
ENR000345,53,9
ENR000346,54,9
ENR000347,55,9
ENR000348,56,9
ENR000349,57,9
ENR000350,59,9
ENR000351,60,9
ENR000352,61,9
ENR000353,62,9
ENR000354,63,9
ENR000355,64,9
ENR000356,65,9
ENR000357,66,9
ENR000358,67,9
ENR000359,68,9
ENR000360,69,9
ENR000361,70,9
ENR000362,71,9
ENR000363,73,9
ENR000364,74,9
ENR000365,75,9
ENR000366,76,9
ENR000367,77,9
ENR000368,78,9
ENR000369,543,9
ENR000370,735,9
ENR000371,899,9
ENR000372,903,9
ENR000373,959,9
ENR000374,960,9
ENR000375,40,10
ENR000376,41,10
ENR000377,43,10
ENR000378,44,10
ENR000379,45,10
ENR000380,48,10
ENR000381,49,10
ENR000382,50,10
ENR000383,51,10
ENR000384,52,10
ENR000385,53,10
ENR000386,54,10
ENR000387,55,10
ENR000388,56,10
ENR000389,57,10
ENR000390,59,10
ENR000391,60,10
ENR000392,61,10
ENR000393,62,10
ENR000394,63,10
ENR000395,64,10
ENR000396,65,10
ENR000397,66,10
ENR000398,67,10
ENR000399,68,10
ENR000400,69,10
ENR000401,70,10
ENR000402,71,10
ENR000403,73,10
ENR000404,74,10
ENR000405,75,10
ENR000406,76,10
ENR000407,77,10
ENR000408,78,10
ENR000409,543,10
ENR000410,735,10
ENR000411,899,10
ENR000412,903,10
ENR000413,959,10
ENR000414,960,10
ENR000415,40,11
ENR000416,41,11
ENR000417,43,11
ENR000418,44,11
ENR000419,45,11
ENR000420,48,11
ENR000421,49,11
ENR000422,50,11
ENR000423,51,11
ENR000424,52,11
ENR000425,53,11
ENR000426,54,11
ENR000427,55,11
ENR000428,56,11
ENR000429,57,11
ENR000430,59,11
ENR000431,60,11
ENR000432,61,11
ENR000433,62,11
ENR000434,63,11
ENR000435,64,11
ENR000436,65,11
ENR000437,66,11
ENR000438,67,11
ENR000439,68,11
ENR000440,69,11
ENR000441,70,11
ENR000442,71,11
ENR000443,73,11
ENR000444,74,11
ENR000445,75,11
ENR000446,76,11
ENR000447,77,11
ENR000448,78,11
ENR000449,543,11
ENR000450,735,11
ENR000451,899,11
ENR000452,903,11
ENR000453,959,11
ENR000454,960,11
ENR000455,40,12
ENR000456,41,12
ENR000457,43,12
ENR000458,44,12
ENR000459,45,12
ENR000460,48,12
ENR000461,49,12
ENR000462,50,12
ENR000463,51,12
ENR000464,52,12
ENR000465,53,12
ENR000466,54,12
ENR000467,55,12
ENR000468,56,12
ENR000469,57,12
ENR000470,59,12
ENR000471,60,12
ENR000472,61,12
ENR000473,62,12
ENR000474,63,12
ENR000475,64,12
ENR000476,65,12
ENR000477,66,12
ENR000478,67,12
ENR000479,68,12
ENR000480,69,12
ENR000481,70,12
ENR000482,71,12
ENR000483,73,12
ENR000484,74,12
ENR000485,75,12
