calendar_date,is_school_day,is_holiday,holiday_name,comment,day_type,label
2024-08-26,True,False,,,school_day,
2024-08-27,True,False,,,school_day,
2024-08-28,True,False,,,school_day,
2024-08-29,True,False,,,school_day,
2024-08-30,True,False,,,school_day,
2024-08-31,False,False,,Weekend,weekend,Weekend
2024-09-01,False,False,,Weekend,weekend,Weekend
2024-09-02,False,True,Labor Day,Labor Day,holiday,Labor Day
2024-09-03,True,False,,,school_day,
2024-09-04,True,False,,,school_day,
2024-09-05,True,False,,,school_day,
2024-09-06,True,False,,,school_day,
2024-09-07,False,False,,Weekend,weekend,Weekend
2024-09-08,False,False,,Weekend,weekend,Weekend
2024-09-09,True,False,,,school_day,
2024-09-10,True,False,,,school_day,
2024-09-11,True,False,,,school_day,
2024-09-12,True,False,,,school_day,
2024-09-13,True,False,,,school_day,
2024-09-14,False,False,,Weekend,weekend,Weekend
2024-09-15,False,False,,Weekend,weekend,Weekend
2024-09-16,True,False,,,school_day,
2024-09-17,True,False,,,school_day,
2024-09-18,True,False,,,school_day,
2024-09-19,True,False,,,school_day,
2024-09-20,True,False,,,school_day,
2024-09-21,False,False,,Weekend,weekend,Weekend
2024-09-22,False,False,,Weekend,weekend,Weekend
2024-09-23,True,False,,,school_day,
2024-09-24,True,False,,,school_day,
2024-09-25,True,False,,,school_day,
2024-09-26,True,False,,,school_day,
2024-09-27,True,False,,,school_day,
2024-09-28,False,False,,Weekend,weekend,Weekend
2024-09-29,False,False,,Weekend,weekend,Weekend
2024-09-30,True,False,,,school_day,
2024-10-01,True,False,,,school_day,
2024-10-02,True,False,,,school_day,
2024-10-03,True,False,,,school_day,
2024-10-04,True,False,,,school_day,
2024-10-05,False,False,,Weekend,weekend,Weekend
2024-10-06,False,False,,Weekend,weekend,Weekend
2024-10-07,True,False,,,school_day,
2024-10-08,True,False,,,school_day,
2024-10-09,True,False,,,school_day,
2024-10-10,True,False,,,school_day,
2024-10-11,True,False,,,school_day,
2024-10-12,False,False,,Weekend,weekend,Weekend
2024-10-13,False,False,,Weekend,weekend,Weekend
2024-10-14,False,True,Columbus Day,Columbus Day,holiday,Columbus Day
2024-10-15,True,False,,,school_day,
2024-10-16,True,False,,,school_day,
2024-10-17,True,False,,,school_day,
2024-10-18,True,False,,,school_day,
2024-10-19,False,False,,Weekend,weekend,Weekend
2024-10-20,False,False,,Weekend,weekend,Weekend
2024-10-21,True,False,,,school_day,
2024-10-22,True,False,,,school_day,
2024-10-23,True,False,,,school_day,
2024-10-24,True,False,,,school_day,
2024-10-25,True,False,,,school_day,
2024-10-26,False,False,,Weekend,weekend,Weekend
2024-10-27,False,False,,Weekend,weekend,Weekend
2024-10-28,True,False,,,school_day,
2024-10-29,True,False,,,school_day,
2024-10-30,True,False,,,school_day,
2024-10-31,True,False,,,school_day,
2024-11-01,True,False,,,school_day,
2024-11-02,False,False,,Weekend,weekend,Weekend
2024-11-03,False,False,,Weekend,weekend,Weekend
2024-11-04,True,False,,,school_day,
2024-11-05,True,False,,,school_day,
2024-11-06,True,False,,,school_day,
2024-11-07,True,False,,,school_day,
2024-11-08,True,False,,,school_day,
2024-11-09,False,False,,Weekend,weekend,Weekend
2024-11-10,False,False,,Weekend,weekend,Weekend
2024-11-11,False,True,Veterans Day,Veterans Day,holiday,Veterans Day
2024-11-12,True,False,,,school_day,
2024-11-13,True,False,,,school_day,
2024-11-14,True,False,,,school_day,
2024-11-15,True,False,,,school_day,
2024-11-16,False,False,,Weekend,weekend,Weekend
2024-11-17,False,False,,Weekend,weekend,Weekend
2024-11-18,True,False,,,school_day,
2024-11-19,True,False,,,school_day,
2024-11-20,True,False,,,school_day,
2024-11-21,True,False,,,school_day,
2024-11-22,True,False,,,school_day,
2024-11-23,False,False,,Weekend,weekend,Weekend
2024-11-24,False,False,,Weekend,weekend,Weekend
2024-11-25,True,False,,,school_day,
2024-11-26,True,False,,,school_day,
2024-11-27,True,False,,,school_day,
2024-11-28,False,True,Thanksgiving,Thanksgiving,holiday,Thanksgiving
2024-11-29,False,True,Thanksgiving Break,Thanksgiving Break,holiday,Thanksgiving Break
2024-11-30,False,False,,Weekend,weekend,Weekend
2024-12-01,False,False,,Weekend,weekend,Weekend
2024-12-02,True,False,,,school_day,
