student_grade_history_id,student_id,school_year_id,gpa,grade_level_id
HIST000001,1,10,3.311,10
HIST000002,2,10,3.964,10
HIST000003,3,10,4.0,10
HIST000004,4,10,3.247,10
HIST000005,5,10,2.924,10
HIST000006,6,10,2.832,10
HIST000007,7,10,2.208,10
HIST000008,8,10,3.344,10
HIST000009,9,10,4.0,10
HIST000010,10,10,3.004,10
HIST000011,11,10,2.683,10
HIST000012,12,10,3.073,10
HIST000013,13,10,2.761,10
HIST000014,14,10,3.191,10
HIST000015,15,10,3.662,10
HIST000016,16,10,3.228,10
HIST000017,17,10,1.981,10
HIST000018,18,10,2.867,10
HIST000019,19,10,3.281,10
HIST000020,20,10,2.716,10
HIST000021,21,10,2.611,10
HIST000022,22,10,3.391,10
HIST000023,23,10,3.861,10
HIST000024,24,10,3.706,10
HIST000025,26,10,3.858,10
HIST000026,27,10,3.054,10
HIST000027,28,10,3.113,10
HIST000028,29,10,3.267,10
HIST000029,31,10,2.593,10
HIST000030,32,10,3.419,10
HIST000031,33,10,3.468,10
HIST000032,34,10,3.648,10
HIST000033,35,10,2.949,10
HIST000034,36,10,2.582,10
HIST000035,37,10,3.251,10
HIST000036,38,10,2.253,10
HIST000037,39,10,3.896,10
HIST000038,40,10,2.786,11
HIST000039,41,10,2.822,11
HIST000040,43,10,3.178,11
HIST000041,44,10,3.95,11
HIST000042,45,10,3.158,11
HIST000043,48,10,3.056,11
HIST000044,49,10,2.92,11
HIST000045,50,10,2.417,11
HIST000046,51,10,3.231,11
HIST000047,52,10,3.62,11
HIST000048,53,10,3.185,11
HIST000049,54,10,2.542,11
HIST000050,55,10,3.25,11
HIST000051,56,10,2.815,11
HIST000052,57,10,3.645,11
HIST000053,59,10,3.276,11
HIST000054,60,10,2.964,11
HIST000055,61,10,2.844,11
HIST000056,62,10,2.99,11
HIST000057,63,10,2.861,11
HIST000058,64,10,1.581,11
HIST000059,65,10,3.405,11
HIST000060,66,10,3.872,11
HIST000061,67,10,3.041,11
HIST000062,68,10,3.029,11
HIST000063,69,10,2.453,11
HIST000064,70,10,3.142,11
HIST000065,71,10,3.578,11
HIST000066,73,10,3.724,11
HIST000067,74,10,2.729,11
HIST000068,75,10,3.287,11
