grade_id,student_id,assignment_id,score,submitted_on,term_id
1,1,1,60,2025-03-05,2
2,2,1,64,2025-03-05,2
3,3,1,72,2025-03-05,2
4,4,1,72,2025-03-05,2
5,5,1,48,2025-03-05,2
6,7,1,66,2025-03-05,2
7,8,1,58,2025-03-05,2
8,9,1,68,2025-03-05,2
9,10,1,54,2025-03-05,2
10,11,1,67,2025-03-05,2
11,12,1,71,2025-03-05,2
12,13,1,60,2025-03-05,2
13,14,1,74,2025-03-05,2
14,15,1,1,2025-03-05,2
15,16,1,70,2025-03-05,2
16,17,1,61,2025-03-05,2
17,18,1,68,2025-03-05,2
18,19,1,67,2025-03-05,2
19,20,1,58,2025-03-05,2
20,21,1,44,2025-03-05,2
21,22,1,62,2025-03-05,2
22,23,1,65,2025-03-05,2
23,24,1,58,2025-03-05,2
24,26,1,66,2025-03-05,2
25,27,1,66,2025-03-05,2
26,28,1,61,2025-03-05,2
27,29,1,56,2025-03-05,2
28,31,1,72,2025-03-05,2
29,32,1,64,2025-03-05,2
30,33,1,57,2025-03-05,2
31,34,1,67,2025-03-05,2
32,35,1,69,2025-03-05,2
33,36,1,65,2025-03-05,2
34,37,1,75,2025-03-05,2
35,38,1,65,2025-03-05,2
36,39,1,69,2025-03-05,2
37,638,1,57,2025-03-05,2
38,739,1,69,2025-03-05,2
39,844,1,69,2025-03-05,2
40,957,1,41,2025-03-05,2
41,958,1,61,2025-03-05,2
42,1,2,31,2025-05-01,3
43,2,2,35,2025-05-01,3
44,3,2,37,2025-05-01,3
45,4,2,38,2025-05-01,3
46,5,2,34,2025-05-01,3
47,7,2,35,2025-05-01,3
48,8,2,28,2025-05-01,3
49,9,2,30,2025-05-01,3
50,10,2,33,2025-05-01,3
51,11,2,33,2025-05-01,3
52,12,2,32,2025-05-01,3
53,13,2,37,2025-05-01,3
54,14,2,27,2025-05-01,3
55,15,2,33,2025-05-01,3
56,16,2,32,2025-05-01,3
57,17,2,34,2025-05-01,3
58,18,2,2,2025-05-01,3
59,19,2,28,2025-05-01,3
60,20,2,32,2025-05-01,3
61,21,2,31,2025-05-01,3
62,22,2,31,2025-05-01,3
63,23,2,36,2025-05-01,3
64,24,2,34,2025-05-01,3
65,26,2,33,2025-05-01,3
66,27,2,9,2025-05-01,3
67,28,2,32,2025-05-01,3
68,29,2,38,2025-05-01,3
69,31,2,28,2025-05-01,3
70,32,2,31,2025-05-01,3
71,33,2,32,2025-05-01,3
72,34,2,35,2025-05-01,3
73,35,2,36,2025-05-01,3
74,36,2,33,2025-05-01,3
75,37,2,33,2025-05-01,3
76,38,2,28,2025-05-01,3
77,39,2,31,2025-05-01,3
78,638,2,33,2025-05-01,3
79,739,2,33,2025-05-01,3
80,844,2,32,2025-05-01,3
81,957,2,38,2025-05-01,3
82,958,2,31,2025-05-01,3
83,1,3,36,2024-10-12,3
84,2,3,48,2024-10-12,3
85,3,3,47,2024-10-12,3
86,4,3,41,2024-10-12,3
87,5,3,46,2024-10-12,3
88,7,3,47,2024-10-12,3
89,8,3,50,2024-10-12,3
90,9,3,45,2024-10-12,3
91,10,3,47,2024-10-12,3
92,11,3,41,2024-10-12,3
93,12,3,45,2024-10-12,3
94,13,3,43,2024-10-12,3
95,14,3,41,2024-10-12,3
96,15,3,50,2024-10-12,3
97,16,3,38,2024-10-12,3
98,17,3,50,2024-10-12,3
99,18,3,44,2024-10-12,3
100,19,3,44,2024-10-12,3
101,20,3,50,2024-10-12,3
102,21,3,44,2024-10-12,3
103,22,3,43,2024-10-12,3
104,23,3,45,2024-10-12,3
105,24,3,42,2024-10-12,3
106,26,3,48,2024-10-12,3
107,27,3,41,2024-10-12,3
108,28,3,43,2024-10-12,3
109,29,3,43,2024-10-12,3
110,31,3,41,2024-10-12,3
111,32,3,45,2024-10-12,3
112,33,3,41,2024-10-12,3
113,34,3,43,2024-10-12,3
114,35,3,38,2024-10-12,3
115,36,3,40,2024-10-12,3
116,37,3,47,2024-10-12,3
117,38,3,35,2024-10-12,3
118,39,3,42,2024-10-12,3
119,638,3,50,2024-10-12,3
120,739,3,45,2024-10-12,3
121,844,3,41,2024-10-12,3
122,957,3,43,2024-10-12,3
123,958,3,42,2024-10-12,3
124,1,4,57,2025-01-18,3
125,2,4,57,2025-01-18,3
126,3,4,60,2025-01-18,3
127,4,4,61,2025-01-18,3
128,5,4,61,2025-01-18,3
129,7,4,56,2025-01-18,3
130,8,4,59,2025-01-18,3
131,9,4,64,2025-01-18,3
132,10,4,73,2025-01-18,3
133,11,4,61,2025-01-18,3
134,12,4,73,2025-01-18,3
135,13,4,62,2025-01-18,3
136,14,4,56,2025-01-18,3
137,15,4,71,2025-01-18,3
138,16,4,53,2025-01-18,3
139,17,4,57,2025-01-18,3
140,18,4,57,2025-01-18,3
141,19,4,62,2025-01-18,3
142,20,4,58,2025-01-18,3
143,21,4,62,2025-01-18,3
144,22,4,63,2025-01-18,3
145,23,4,62,2025-01-18,3
146,24,4,63,2025-01-18,3
147,26,4,76,2025-01-18,3
148,27,4,67,2025-01-18,3
149,28,4,61,2025-01-18,3
150,29,4,70,2025-01-18,3
151,31,4,70,2025-01-18,3
152,32,4,70,2025-01-18,3
153,33,4,64,2025-01-18,3
154,34,4,70,2025-01-18,3
155,35,4,72,2025-01-18,3
156,36,4,65,2025-01-18,3
157,37,4,66,2025-01-18,3
158,38,4,60,2025-01-18,3
159,39,4,67,2025-01-18,3
160,638,4,71,2025-01-18,3
161,739,4,76,2025-01-18,3
162,844,4,75,2025-01-18,3
163,957,4,70,2025-01-18,3
164,958,4,73,2025-01-18,3
165,1,5,81,2025-04-22,3
166,2,5,4,2025-04-22,3
167,3,5,83,2025-04-22,3
168,4,5,76,2025-04-22,3
169,5,5,81,2025-04-22,3
170,7,5,82,2025-04-22,3
171,8,5,87,2025-04-22,3
172,9,5,77,2025-04-22,3
173,10,5,73,2025-04-22,3
174,11,5,88,2025-04-22,3
175,12,5,86,2025-04-22,3
176,13,5,72,2025-04-22,3
177,14,5,87,2025-04-22,3
178,15,5,84,2025-04-22,3
179,16,5,81,2025-04-22,3
180,17,5,71,2025-04-22,3
181,18,5,76,2025-04-22,3
182,19,5,70,2025-04-22,3
