grade_id,student_id,assignment_id,score,submitted_on,term_id
1,1,1,14,2019-01-17,4
2,2,1,13,2019-01-17,4
3,3,1,15,2019-01-17,4
4,4,1,13,2019-01-17,4
5,5,1,13,2019-01-17,4
6,6,1,14,2019-01-17,4
7,7,1,13,2019-01-17,4
8,8,1,13,2019-01-17,4
9,9,1,12,2019-01-17,4
10,10,1,12,2019-01-17,4
11,11,1,3,2019-01-17,4
12,12,1,12,2019-01-17,4
13,13,1,12,2019-01-17,4
14,14,1,12,2019-01-17,4
15,15,1,12,2019-01-17,4
16,16,1,13,2019-01-17,4
17,17,1,14,2019-01-17,4
18,18,1,6,2019-01-17,4
19,19,1,12,2019-01-17,4
20,20,1,13,2019-01-17,4
21,21,1,14,2019-01-17,4
22,22,1,11,2019-01-17,4
23,23,1,12,2019-01-17,4
24,24,1,15,2019-01-17,4
25,25,1,13,2019-01-17,4
26,26,1,14,2019-01-17,4
27,27,1,12,2019-01-17,4
28,28,1,12,2019-01-17,4
29,29,1,11,2019-01-17,4
30,31,1,6,2019-01-17,4
31,32,1,12,2019-01-17,4
32,33,1,14,2019-01-17,4
33,34,1,14,2019-01-17,4
34,35,1,13,2019-01-17,4
35,36,1,15,2019-01-17,4
36,37,1,15,2019-01-17,4
37,38,1,13,2019-01-17,4
38,39,1,2,2019-01-17,4
39,638,1,11,2019-01-17,4
40,1,2,34,2019-05-22,4
41,2,2,36,2019-05-22,4
42,3,2,37,2019-05-22,4
43,4,2,30,2019-05-22,4
44,5,2,35,2019-05-22,4
45,6,2,31,2019-05-22,4
46,7,2,36,2019-05-22,4
47,8,2,35,2019-05-22,4
48,9,2,32,2019-05-22,4
49,10,2,36,2019-05-22,4
50,11,2,35,2019-05-22,4
51,12,2,35,2019-05-22,4
52,13,2,37,2019-05-22,4
53,14,2,32,2019-05-22,4
54,15,2,27,2019-05-22,4
55,16,2,30,2019-05-22,4
56,17,2,34,2019-05-22,4
57,18,2,31,2019-05-22,4
58,19,2,30,2019-05-22,4
59,20,2,32,2019-05-22,4
60,21,2,37,2019-05-22,4
61,22,2,29,2019-05-22,4
62,23,2,27,2019-05-22,4
63,24,2,37,2019-05-22,4
64,25,2,34,2019-05-22,4
65,26,2,27,2019-05-22,4
66,27,2,31,2019-05-22,4
67,28,2,34,2019-05-22,4
68,29,2,32,2019-05-22,4
69,31,2,11,2019-05-22,4
70,32,2,31,2019-05-22,4
71,33,2,33,2019-05-22,4
72,34,2,37,2019-05-22,4
73,35,2,32,2019-05-22,4
74,36,2,30,2019-05-22,4
75,37,2,32,2019-05-22,4
76,38,2,30,2019-05-22,4
77,39,2,27,2019-05-22,4
78,638,2,32,2019-05-22,4
79,1,3,31,2018-10-19,3
80,2,3,29,2018-10-19,3
81,3,3,29,2018-10-19,3
82,4,3,30,2018-10-19,3
83,5,3,36,2018-10-19,3
84,6,3,36,2018-10-19,3
85,7,3,34,2018-10-19,3
86,8,3,31,2018-10-19,3
87,9,3,28,2018-10-19,3
88,10,3,31,2018-10-19,3
89,11,3,36,2018-10-19,3
90,12,3,33,2018-10-19,3
91,13,3,34,2018-10-19,3
92,14,3,30,2018-10-19,3
93,15,3,32,2018-10-19,3
94,16,3,34,2018-10-19,3
95,17,3,31,2018-10-19,3
96,18,3,27,2018-10-19,3
97,19,3,31,2018-10-19,3
98,20,3,14,2018-10-19,3
99,21,3,26,2018-10-19,3
100,22,3,20,2018-10-19,3
101,23,3,33,2018-10-19,3
102,24,3,30,2018-10-19,3
103,25,3,33,2018-10-19,3
104,26,3,31,2018-10-19,3
105,27,3,36,2018-10-19,3
106,28,3,33,2018-10-19,3
107,29,3,7,2018-10-19,3
108,31,3,35,2018-10-19,3
109,32,3,33,2018-10-19,3
110,33,3,29,2018-10-19,3
111,34,3,28,2018-10-19,3
112,35,3,34,2018-10-19,3
113,36,3,32,2018-10-19,3
114,37,3,36,2018-10-19,3
115,38,3,35,2018-10-19,3
116,39,3,28,2018-10-19,3
117,638,3,31,2018-10-19,3
118,1,4,28,2019-03-12,4
119,2,4,32,2019-03-12,4
120,3,4,28,2019-03-12,4
121,4,4,30,2019-03-12,4
122,5,4,28,2019-03-12,4
123,6,4,27,2019-03-12,4
124,7,4,32,2019-03-12,4
125,8,4,27,2019-03-12,4
126,9,4,31,2019-03-12,4
127,10,4,33,2019-03-12,4
128,11,4,30,2019-03-12,4
129,12,4,27,2019-03-12,4
130,13,4,25,2019-03-12,4
131,14,4,33,2019-03-12,4
132,15,4,31,2019-03-12,4
133,16,4,30,2019-03-12,4
134,17,4,33,2019-03-12,4
135,18,4,32,2019-03-12,4
136,19,4,31,2019-03-12,4
137,20,4,29,2019-03-12,4
138,21,4,29,2019-03-12,4
139,22,4,33,2019-03-12,4
140,23,4,26,2019-03-12,4
141,24,4,32,2019-03-12,4
142,25,4,24,2019-03-12,4
143,26,4,26,2019-03-12,4
144,27,4,29,2019-03-12,4
145,28,4,33,2019-03-12,4
146,29,4,29,2019-03-12,4
147,31,4,28,2019-03-12,4
148,32,4,27,2019-03-12,4
149,33,4,32,2019-03-12,4
150,34,4,30,2019-03-12,4
151,35,4,29,2019-03-12,4
152,36,4,33,2019-03-12,4
153,37,4,25,2019-03-12,4
154,38,4,33,2019-03-12,4
155,39,4,25,2019-03-12,4
156,638,4,27,2019-03-12,4
157,1,5,22,2019-01-23,3
158,2,5,22,2019-01-23,3
159,3,5,22,2019-01-23,3
160,4,5,20,2019-01-23,3
161,5,5,23,2019-01-23,3
162,6,5,22,2019-01-23,3
163,7,5,24,2019-01-23,3
164,8,5,21,2019-01-23,3
165,9,5,22,2019-01-23,3
166,10,5,24,2019-01-23,3
167,11,5,24,2019-01-23,3
168,12,5,20,2019-01-23,3
169,13,5,6,2019-01-23,3
170,14,5,19,2019-01-23,3
171,15,5,19,2019-01-23,3
172,16,5,19,2019-01-23,3
173,17,5,24,2019-01-23,3
174,18,5,24,2019-01-23,3
175,19,5,21,2019-01-23,3
176,20,5,19,2019-01-23,3
177,21,5,21,2019-01-23,3
178,22,5,21,2019-01-23,3
179,23,5,18,2019-01-23,3
180,24,5,21,2019-01-23,3
181,25,5,22,2019-01-23,3
182,26,5,20,2019-01-23,3
183,27,5,21,2019-01-23,3
184,28,5,22,2019-01-23,3
185,29,5,21,2019-01-23,3
186,31,5,20,2019-01-23,3
187,32,5,21,2019-01-23,3
188,33,5,24,2019-01-23,3
189,34,5,24,2019-01-23,3
190,35,5,19,2019-01-23,3
191,36,5,24,2019-01-23,3
192,37,5,21,2019-01-23,3
193,38,5,22,2019-01-23,3
194,39,5,23,2019-01-23,3
195,638,5,18,2019-01-23,3
196,1,6,43,2019-02-04,2
197,2,6,47,2019-02-04,2
198,3,6,43,2019-02-04,2
199,4,6,43,2019-02-04,2
200,5,6,45,2019-02-04,2
201,6,6,41,2019-02-04,2
202,7,6,8,2019-02-04,2
203,8,6,42,2019-02-04,2
204,9,6,43,2019-02-04,2
205,10,6,44,2019-02-04,2
206,11,6,40,2019-02-04,2
207,12,6,46,2019-02-04,2
208,13,6,39,2019-02-04,2
209,14,6,39,2019-02-04,2
210,15,6,42,2019-02-04,2
211,16,6,45,2019-02-04,2
212,17,6,38,2019-02-04,2
213,18,6,41,2019-02-04,2
214,19,6,38,2019-02-04,2
215,20,6,40,2019-02-04,2
216,21,6,39,2019-02-04,2
217,22,6,42,2019-02-04,2
218,23,6,35,2019-02-04,2
219,24,6,5,2019-02-04,2
220,25,6,44,2019-02-04,2
221,26,6,45,2019-02-04,2
222,27,6,37,2019-02-04,2
223,28,6,42,2019-02-04,2
224,29,6,46,2019-02-04,2
225,31,6,36,2019-02-04,2
226,32,6,48,2019-02-04,2
227,33,6,47,2019-02-04,2
228,34,6,43,2019-02-04,2
229,35,6,39,2019-02-04,2
230,36,6,40,2019-02-04,2
231,37,6,43,2019-02-04,2
232,38,6,41,2019-02-04,2
233,39,6,44,2019-02-04,2
234,638,6,40,2019-02-04,2
235,1,7,22,2019-04-14,2
236,2,7,24,2019-04-14,2
237,3,7,22,2019-04-14,2
238,4,7,23,2019-04-14,2
239,5,7,25,2019-04-14,2
240,6,7,26,2019-04-14,2
241,7,7,0,2019-04-14,2
242,8,7,20,2019-04-14,2
243,9,7,24,2019-04-14,2
244,10,7,25,2019-04-14,2
245,11,7,26,2019-04-14,2
246,12,7,24,2019-04-14,2
247,13,7,23,2019-04-14,2
248,14,7,21,2019-04-14,2
249,15,7,23,2019-04-14,2
250,16,7,27,2019-04-14,2
251,17,7,26,2019-04-14,2
252,18,7,21,2019-04-14,2
253,19,7,19,2019-04-14,2
254,20,7,26,2019-04-14,2
255,21,7,26,2019-04-14,2
256,22,7,23,2019-04-14,2
257,23,7,16,2019-04-14,2
258,24,7,26,2019-04-14,2
259,25,7,21,2019-04-14,2
260,26,7,23,2019-04-14,2
261,27,7,22,2019-04-14,2
262,28,7,24,2019-04-14,2
263,29,7,24,2019-04-14,2
264,31,7,25,2019-04-14,2
265,32,7,23,2019-04-14,2
266,33,7,26,2019-04-14,2
267,34,7,22,2019-04-14,2
268,35,7,25,2019-04-14,2
269,36,7,26,2019-04-14,2
270,37,7,24,2019-04-14,2
271,38,7,22,2019-04-14,2
272,39,7,19,2019-04-14,2
273,638,7,23,2019-04-14,2
274,1,8,31,2018-10-18,3
275,2,8,33,2018-10-18,3
276,3,8,40,2018-10-18,3
277,4,8,34,2018-10-18,3
278,5,8,30,2018-10-18,3
279,6,8,33,2018-10-18,3
280,7,8,38,2018-10-18,3
281,8,8,36,2018-10-18,3
282,9,8,37,2018-10-18,3
283,10,8,40,2018-10-18,3
284,11,8,35,2018-10-18,3
285,12,8,40,2018-10-18,3
286,13,8,37,2018-10-18,3
287,14,8,33,2018-10-18,3
288,15,8,39,2018-10-18,3
289,16,8,39,2018-10-18,3
290,17,8,16,2018-10-18,3
291,18,8,36,2018-10-18,3
292,19,8,39,2018-10-18,3
293,20,8,34,2018-10-18,3
294,21,8,29,2018-10-18,3
295,22,8,28,2018-10-18,3
296,23,8,4,2018-10-18,3
297,24,8,19,2018-10-18,3
298,25,8,37,2018-10-18,3
299,26,8,33,2018-10-18,3
300,27,8,29,2018-10-18,3
301,28,8,36,2018-10-18,3
302,29,8,37,2018-10-18,3
303,31,8,35,2018-10-18,3
304,32,8,34,2018-10-18,3
305,33,8,37,2018-10-18,3
306,34,8,34,2018-10-18,3
307,35,8,1,2018-10-18,3
308,36,8,34,2018-10-18,3
309,37,8,31,2018-10-18,3
310,38,8,30,2018-10-18,3
311,39,8,35,2018-10-18,3
312,638,8,32,2018-10-18,3
313,1,9,1,2019-04-06,3
314,2,9,32,2019-04-06,3
315,3,9,28,2019-04-06,3
316,4,9,25,2019-04-06,3
317,5,9,28,2019-04-06,3
318,6,9,28,2019-04-06,3
319,7,9,29,2019-04-06,3
320,8,9,29,2019-04-06,3
321,9,9,9,2019-04-06,3
322,10,9,26,2019-04-06,3
323,11,9,29,2019-04-06,3
324,12,9,7,2019-04-06,3
325,13,9,32,2019-04-06,3
326,14,9,26,2019-04-06,3
327,15,9,27,2019-04-06,3
328,16,9,10,2019-04-06,3
329,17,9,25,2019-04-06,3
330,18,9,31,2019-04-06,3
331,19,9,28,2019-04-06,3
332,20,9,24,2019-04-06,3
333,21,9,25,2019-04-06,3
334,22,9,26,2019-04-06,3
335,23,9,31,2019-04-06,3
336,24,9,28,2019-04-06,3
337,25,9,27,2019-04-06,3
338,26,9,26,2019-04-06,3
339,27,9,28,2019-04-06,3
340,28,9,26,2019-04-06,3
341,29,9,31,2019-04-06,3
342,31,9,28,2019-04-06,3
343,32,9,2,2019-04-06,3
344,33,9,25,2019-04-06,3
345,34,9,26,2019-04-06,3
346,35,9,32,2019-04-06,3
347,36,9,27,2019-04-06,3
348,37,9,10,2019-04-06,3
349,38,9,32,2019-04-06,3
350,39,9,31,2019-04-06,3
351,638,9,28,2019-04-06,3
352,1,10,18,2019-01-22,3
353,2,10,17,2019-01-22,3
354,3,10,19,2019-01-22,3
355,4,10,20,2019-01-22,3
356,5,10,15,2019-01-22,3
357,6,10,16,2019-01-22,3
358,7,10,18,2019-01-22,3
359,8,10,17,2019-01-22,3
360,9,10,17,2019-01-22,3
361,10,10,18,2019-01-22,3
362,11,10,17,2019-01-22,3
363,12,10,18,2019-01-22,3
364,13,10,20,2019-01-22,3
365,14,10,14,2019-01-22,3
366,15,10,17,2019-01-22,3
367,16,10,17,2019-01-22,3
368,17,10,19,2019-01-22,3
369,18,10,19,2019-01-22,3
370,19,10,14,2019-01-22,3
371,20,10,13,2019-01-22,3
372,21,10,19,2019-01-22,3
373,22,10,2,2019-01-22,3
374,23,10,18,2019-01-22,3
375,24,10,19,2019-01-22,3
376,25,10,17,2019-01-22,3
377,26,10,18,2019-01-22,3
378,27,10,18,2019-01-22,3
379,28,10,17,2019-01-22,3
380,29,10,20,2019-01-22,3
381,31,10,20,2019-01-22,3
382,32,10,17,2019-01-22,3
383,33,10,15,2019-01-22,3
384,34,10,18,2019-01-22,3
385,35,10,16,2019-01-22,3
386,36,10,18,2019-01-22,3
387,37,10,5,2019-01-22,3
388,38,10,18,2019-01-22,3
389,39,10,18,2019-01-22,3
390,638,10,16,2019-01-22,3
391,1,11,19,2019-02-06,3
392,2,11,20,2019-02-06,3
393,3,11,22,2019-02-06,3
394,4,11,25,2019-02-06,3
395,5,11,21,2019-02-06,3
396,6,11,24,2019-02-06,3
397,7,11,18,2019-02-06,3
398,8,11,23,2019-02-06,3
399,9,11,25,2019-02-06,3
400,10,11,20,2019-02-06,3
401,11,11,21,2019-02-06,3
402,12,11,22,2019-02-06,3
403,13,11,23,2019-02-06,3
404,14,11,20,2019-02-06,3
405,15,11,19,2019-02-06,3
