calendar_date,is_school_day,is_holiday,holiday_name,comment,day_type,label
2018-08-01,False,False,,,break,
2018-08-02,False,False,,,break,
2018-08-03,False,False,,,break,
2018-08-04,False,False,,Weekend,weekend,
2018-08-05,False,False,,Weekend,weekend,
2018-08-06,False,False,,,break,
2018-08-07,False,False,,,break,
2018-08-08,False,False,,,break,
2018-08-09,False,False,,,break,
2018-08-10,False,False,,,break,
2018-08-11,False,False,,Weekend,weekend,
2018-08-12,False,False,,Weekend,weekend,
2018-08-13,False,False,,,break,
2018-08-14,False,False,,,break,
2018-08-15,False,False,,,break,
2018-08-16,False,False,,,break,
2018-08-17,False,False,,,break,
2018-08-18,False,False,,Weekend,weekend,
2018-08-19,False,False,,Weekend,weekend,
2018-08-20,False,False,,,break,
2018-08-21,False,False,,,break,
2018-08-22,False,False,,,break,
2018-08-23,False,False,,,break,
2018-08-24,False,False,,,break,
2018-08-25,False,False,,Weekend,weekend,
2018-08-26,False,False,,Weekend,weekend,
2018-08-27,True,False,,,school_day,
2018-08-28,True,False,,,school_day,
2018-08-29,True,False,,,school_day,
2018-08-30,True,False,,,school_day,
2018-08-31,True,False,,,school_day,
2018-09-01,False,False,,Weekend,weekend,
2018-09-02,False,False,,Weekend,weekend,
2018-09-03,True,False,,,school_day,
2018-09-04,True,False,,,school_day,
2018-09-05,True,False,,,school_day,
2018-09-06,True,False,,,school_day,
2018-09-07,True,False,,,school_day,
2018-09-08,False,False,,Weekend,weekend,
2018-09-09,False,False,,Weekend,weekend,
2018-09-10,True,False,,,school_day,
2018-09-11,True,False,,,school_day,
2018-09-12,True,False,,,school_day,
2018-09-13,True,False,,,school_day,
2018-09-14,True,False,,,school_day,
2018-09-15,False,False,,Weekend,weekend,
2018-09-16,False,False,,Weekend,weekend,
2018-09-17,True,False,,,school_day,
2018-09-18,True,False,,,school_day,
2018-09-19,True,False,,,school_day,
2018-09-20,True,False,,,school_day,
2018-09-21,True,False,,,school_day,
2018-09-22,False,False,,Weekend,weekend,
2018-09-23,False,False,,Weekend,weekend,
2018-09-24,True,False,,,school_day,
2018-09-25,True,False,,,school_day,
2018-09-26,True,False,,,school_day,
2018-09-27,True,False,,,school_day,
