attendance_id,student_id,date,status
ATT000001,1,2018-08-27,Present
ATT000002,1,2018-08-28,Present
ATT000003,1,2018-08-29,Present
ATT000004,1,2018-08-30,Present
ATT000005,1,2018-08-31,Present
ATT000006,1,2018-09-03,Present
ATT000007,1,2018-09-04,Present
ATT000008,1,2018-09-05,Present
ATT000009,1,2018-09-06,Present
ATT000010,1,2018-09-07,Present
ATT000011,1,2018-09-10,Present
ATT000012,1,2018-09-11,Present
ATT000013,1,2018-09-12,Present
ATT000014,1,2018-09-13,Tardy
ATT000015,1,2018-09-14,Present
ATT000016,1,2018-09-17,Present
ATT000017,1,2018-09-18,Present
ATT000018,1,2018-09-19,Present
ATT000019,1,2018-09-20,Present
ATT000020,1,2018-09-21,Present
ATT000021,1,2018-09-24,Absent
ATT000022,1,2018-09-25,Present
ATT000023,1,2018-09-26,Excused
ATT000024,1,2018-09-27,Present
ATT000025,1,2018-09-28,Present
ATT000026,1,2018-10-01,Present
ATT000027,1,2018-10-02,Present
ATT000028,1,2018-10-03,Present
ATT000029,1,2018-10-04,Present
ATT000030,1,2018-10-05,Present
ATT000031,1,2018-10-08,Present
ATT000032,1,2018-10-09,Present
ATT000033,1,2018-10-10,Present
ATT000034,1,2018-10-11,Present
ATT000035,1,2018-10-12,Present
ATT000036,1,2018-10-15,Present
ATT000037,1,2018-10-16,Present
ATT000038,1,2018-10-17,Present
ATT000039,1,2018-10-18,Present
ATT000040,1,2018-10-19,Present
ATT000041,1,2018-10-22,Tardy
ATT000042,1,2018-10-23,Present
ATT000043,1,2018-10-24,Present
ATT000044,1,2018-10-25,Present
ATT000045,1,2018-10-26,Present
ATT000046,1,2018-10-29,Present
ATT000047,1,2018-10-30,Absent
ATT000048,1,2018-10-31,Present
ATT000049,1,2018-11-01,Present
ATT000050,1,2018-11-02,Present
ATT000051,1,2018-11-05,Present
ATT000052,1,2018-11-06,Present
ATT000053,1,2018-11-07,Present
ATT000054,1,2018-11-08,Present
ATT000055,1,2018-11-09,Present
ATT000056,1,2018-11-12,Present
ATT000057,1,2018-11-13,Present
ATT000058,1,2018-11-14,Present
ATT000059,1,2018-11-15,Present
ATT000060,1,2018-11-16,Present
ATT000061,1,2018-11-19,Present
ATT000062,1,2018-11-20,Present
ATT000063,1,2018-11-21,Present
ATT000064,1,2018-11-22,Absent
ATT000065,1,2018-11-23,Present
ATT000066,1,2018-11-30,Present
ATT000067,1,2018-12-03,Present
ATT000068,1,2018-12-04,Present
ATT000069,1,2018-12-05,Present
ATT000070,1,2018-12-06,Tardy
ATT000071,1,2018-12-07,Present
ATT000072,1,2018-12-10,Present
ATT000073,1,2018-12-11,Present
ATT000074,1,2018-12-12,Present
ATT000075,1,2018-12-13,Present
ATT000076,1,2018-12-14,Present
ATT000077,1,2018-12-17,Present
ATT000078,1,2018-12-18,Present
ATT000079,1,2018-12-19,Present
ATT000080,1,2018-12-20,Tardy
ATT000081,1,2018-12-21,Present
ATT000082,1,2019-01-01,Present
ATT000083,1,2019-01-02,Present
ATT000084,1,2019-01-03,Present
