student_grade_history_id,student_id,school_year_id,gpa,grade_level_id
HIST000001,1,4,3.203,4
HIST000002,2,4,3.493,4
HIST000003,3,4,4.0,4
HIST000004,4,4,3.1,4
HIST000005,5,4,3.053,4
HIST000006,6,4,2.552,4
HIST000007,7,4,3.135,4
HIST000008,8,4,3.837,4
HIST000009,9,4,3.042,4
HIST000010,10,4,3.533,4
HIST000011,11,4,2.908,4
HIST000012,12,4,3.498,4
HIST000013,13,4,3.561,4
HIST000014,14,4,3.254,4
HIST000015,15,4,3.15,4
HIST000016,16,4,1.997,4
HIST000017,17,4,3.469,4
HIST000018,18,4,2.819,4
HIST000019,19,4,3.19,4
HIST000020,20,4,2.911,4
HIST000021,21,4,3.544,4
HIST000022,22,4,3.263,4
HIST000023,23,4,3.12,4
HIST000024,24,4,3.266,4
HIST000025,26,4,2.497,4
HIST000026,27,4,3.685,4
HIST000027,28,4,3.037,4
HIST000028,29,4,2.855,4
HIST000029,31,4,2.973,4
HIST000030,32,4,3.043,4
HIST000031,33,4,3.03,4
HIST000032,34,4,3.628,4
HIST000033,35,4,3.08,4
HIST000034,36,4,3.261,4
HIST000035,37,4,3.167,4
HIST000036,38,4,3.033,4
HIST000037,39,4,3.753,4
HIST000038,40,4,3.268,5
HIST000039,41,4,3.735,5
HIST000040,43,4,3.364,5
HIST000041,44,4,2.475,5
HIST000042,45,4,2.752,5
HIST000043,46,4,3.235,5
HIST000044,47,4,2.67,5
HIST000045,48,4,3.283,5
HIST000046,49,4,3.075,5
HIST000047,50,4,3.0,5
HIST000048,51,4,1.697,5
HIST000049,52,4,3.179,5
HIST000050,53,4,3.163,5
HIST000051,54,4,3.177,5
HIST000052,55,4,3.07,5
HIST000053,56,4,3.137,5
HIST000054,57,4,3.188,5
HIST000055,58,4,3.246,5
HIST000056,59,4,3.956,5
HIST000057,60,4,3.315,5
HIST000058,61,4,3.536,5
HIST000059,62,4,2.955,5
HIST000060,63,4,3.315,5
HIST000061,64,4,1.902,5
HIST000062,65,4,3.097,5
HIST000063,66,4,3.231,5
HIST000064,67,4,3.34,5
HIST000065,68,4,3.407,5
HIST000066,69,4,3.442,5
HIST000067,70,4,3.152,5
HIST000068,71,4,3.311,5
HIST000069,72,4,3.961,5
HIST000070,73,4,2.32,5
HIST000071,74,4,3.804,5
HIST000072,75,4,3.22,5
HIST000073,76,4,3.44,5
HIST000074,77,4,3.392,5
HIST000075,78,4,3.224,5
HIST000076,79,4,3.195,6
HIST000077,80,4,3.221,6
HIST000078,82,4,3.456,6
HIST000079,83,4,2.989,6
HIST000080,84,4,3.63,6
HIST000081,85,4,3.931,6
HIST000082,86,4,3.346,6
HIST000083,87,4,3.633,6
HIST000084,88,4,3.188,6
HIST000085,89,4,4.0,6
HIST000086,90,4,3.605,6
HIST000087,91,4,2.796,6
HIST000088,93,4,3.715,6
HIST000089,94,4,3.576,6
HIST000090,95,4,3.372,6
HIST000091,96,4,3.694,6
HIST000092,97,4,3.014,6
HIST000093,98,4,1.848,6
HIST000094,99,4,3.323,6
HIST000095,100,4,3.043,6
HIST000096,101,4,2.757,6
HIST000097,102,4,3.363,6
HIST000098,103,4,3.431,6
HIST000099,104,4,3.036,6
HIST000100,105,4,2.703,6
HIST000101,106,4,3.511,6
HIST000102,107,4,3.821,6
HIST000103,108,4,2.804,6
HIST000104,109,4,2.977,6
HIST000105,110,4,3.824,6
HIST000106,111,4,3.404,6
HIST000107,112,4,3.682,6
HIST000108,113,4,2.807,6
HIST000109,114,4,2.743,6
HIST000110,115,4,2.703,6
HIST000111,116,4,2.811,6
HIST000112,117,4,2.744,6
HIST000113,118,4,2.78,7
HIST000114,119,4,3.214,7
HIST000115,120,4,3.901,7
HIST000116,121,4,3.213,7
HIST000117,122,4,3.012,7
HIST000118,123,4,3.211,7
HIST000119,124,4,3.09,7
HIST000120,125,4,3.404,7
HIST000121,126,4,4.0,7
HIST000122,127,4,3.672,7
HIST000123,128,4,3.891,7
HIST000124,130,4,3.724,7
HIST000125,131,4,3.154,7
HIST000126,132,4,3.447,7
HIST000127,133,4,3.59,7
HIST000128,134,4,3.695,7
HIST000129,135,4,3.812,7
HIST000130,136,4,3.75,7
HIST000131,137,4,2.643,7
HIST000132,138,4,2.365,7
HIST000133,139,4,3.402,7
HIST000134,140,4,3.548,7
HIST000135,141,4,3.161,7
HIST000136,142,4,3.158,7
HIST000137,143,4,2.899,7
HIST000138,144,4,3.954,7
HIST000139,145,4,3.939,7
HIST000140,146,4,3.692,7
HIST000141,147,4,3.752,7
HIST000142,148,4,3.036,7
HIST000143,149,4,2.886,7
HIST000144,150,4,3.649,7
HIST000145,151,4,3.588,7
HIST000146,153,4,3.635,7
HIST000147,154,4,3.739,7
HIST000148,155,4,3.131,7
HIST000149,156,4,3.23,7
HIST000150,157,4,3.84,8
HIST000151,158,4,2.94,8
HIST000152,159,4,3.319,8
HIST000153,160,4,2.763,8
HIST000154,161,4,3.681,8
HIST000155,163,4,2.954,8
HIST000156,164,4,3.782,8
HIST000157,165,4,3.047,8
HIST000158,166,4,2.614,8
HIST000159,167,4,3.54,8
HIST000160,168,4,3.109,8
