assignment_id,class_id,title,due_date,points_possible,category,term_id
1,1,Test 1,2018-09-08,99,Test,4
2,1,Test 2,2018-12-12,79,Test,4
3,1,Quiz 3,2019-02-11,47,Quiz,4
4,1,Quiz 4,2019-03-30,37,Quiz,4
5,1,Test 5,2019-05-25,99,Test,4
6,1,Quiz 6,2019-02-05,44,Quiz,1
7,1,Participation 7,2018-09-20,20,Participation,2
8,1,Test 8,2018-09-20,99,Test,1
9,1,Participation 9,2018-09-28,10,Participation,1
10,1,Quiz 10,2018-12-06,42,Quiz,2
11,1,Participation 11,2019-05-11,6,Participation,1
12,1,Homework 12,2019-01-11,25,Homework,4
13,1,Project 13,2019-02-26,50,Project,4
14,1,Homework 14,2019-01-28,11,Homework,3
15,1,Homework 15,2019-03-10,12,Homework,2
16,1,Homework 16,2018-11-28,19,Homework,3
17,1,Quiz 17,2018-10-18,33,Quiz,4
18,1,Participation 18,2018-10-11,18,Participation,1
19,1,Test 19,2018-09-04,76,Test,3
20,1,Quiz 20,2018-10-27,38,Quiz,2
21,1,Homework 21,2018-09-28,19,Homework,1
22,1,Participation 22,2019-04-04,14,Participation,4
23,1,Test 23,2018-11-06,79,Test,4
24,1,Homework 24,2019-05-11,11,Homework,3
25,1,Quiz 25,2018-11-10,44,Quiz,1
26,1,Test 26,2019-02-15,87,Test,4
27,1,Quiz 27,2019-05-09,42,Quiz,2
28,1,Quiz 28,2019-03-26,48,Quiz,3
29,1,Homework 29,2019-01-17,10,Homework,2
30,1,Test 30,2019-03-30,82,Test,4
31,1,Participation 31,2018-12-06,10,Participation,4
32,1,Project 32,2019-02-27,61,Project,1
33,1,Participation 33,2018-09-20,18,Participation,3
34,1,Participation 34,2019-05-07,6,Participation,1
35,1,Quiz 35,2018-11-06,38,Quiz,3
36,1,Test 36,2019-04-09,96,Test,1
37,1,Test 37,2019-02-02,95,Test,2
38,1,Quiz 38,2018-10-09,31,Quiz,3
39,1,Test 39,2019-03-31,88,Test,4
40,1,Participation 40,2018-09-10,7,Participation,1
41,1,Homework 41,2018-11-24,25,Homework,1
42,1,Quiz 42,2018-11-12,37,Quiz,1
43,1,Quiz 43,2018-10-22,42,Quiz,1
44,1,Quiz 44,2018-12-20,44,Quiz,2
45,1,Quiz 45,2018-10-16,45,Quiz,1
46,1,Participation 46,2019-05-25,11,Participation,1
47,1,Quiz 47,2019-01-24,26,Quiz,4
48,1,Test 48,2018-08-30,84,Test,2
49,1,Quiz 49,2019-01-17,44,Quiz,3
50,1,Project 50,2018-09-18,64,Project,3
51,1,Project 51,2019-03-12,92,Project,1
52,1,Homework 52,2018-08-30,17,Homework,4
53,1,Homework 53,2018-10-08,23,Homework,2
54,1,Homework 54,2019-03-17,17,Homework,1
55,1,Homework 55,2019-05-11,15,Homework,4
56,1,Homework 56,2018-12-07,22,Homework,2
57,1,Quiz 57,2019-04-10,48,Quiz,4
58,1,Homework 58,2019-03-20,13,Homework,4
59,1,Participation 59,2018-08-29,15,Participation,2
60,1,Test 60,2018-12-21,79,Test,1
61,1,Quiz 61,2018-10-18,34,Quiz,1
62,1,Homework 62,2018-12-28,22,Homework,3
63,1,Project 63,2018-11-28,92,Project,4
64,1,Homework 64,2019-02-28,20,Homework,3
65,1,Homework 65,2018-11-16,17,Homework,2
66,1,Homework 66,2018-11-07,17,Homework,4
67,1,Participation 67,2019-05-10,15,Participation,2
68,1,Project 68,2019-02-26,95,Project,2
69,2,Project 1,2019-02-27,74,Project,4
70,2,Quiz 2,2019-02-27,49,Quiz,4
71,2,Participation 3,2018-11-17,20,Participation,2
72,2,Project 4,2018-10-03,61,Project,1
73,2,Test 5,2018-10-31,97,Test,2
74,2,Participation 6,2019-01-23,17,Participation,2
75,2,Participation 7,2019-03-28,7,Participation,2
76,2,Participation 8,2019-04-28,18,Participation,2
77,2,Homework 9,2019-04-26,18,Homework,1
78,2,Homework 10,2019-03-24,18,Homework,2
79,2,Homework 11,2018-09-22,16,Homework,1
80,2,Homework 12,2018-10-21,15,Homework,3
81,2,Homework 13,2019-05-12,15,Homework,1
82,2,Quiz 14,2018-10-14,46,Quiz,4
83,2,Participation 15,2019-03-12,17,Participation,4
84,2,Quiz 16,2018-10-21,35,Quiz,2
85,2,Homework 17,2018-09-21,19,Homework,1
86,2,Project 18,2019-02-27,81,Project,2
87,2,Homework 19,2019-03-13,17,Homework,1
88,2,Participation 20,2018-09-23,16,Participation,4
89,2,Quiz 21,2019-04-02,46,Quiz,4
90,2,Test 22,2018-10-28,100,Test,1
91,2,Test 23,2018-11-29,89,Test,3
92,2,Participation 24,2019-04-26,15,Participation,3
93,2,Quiz 25,2019-02-02,30,Quiz,4
94,2,Participation 26,2019-04-25,11,Participation,3
95,2,Test 27,2019-01-13,91,Test,1
96,2,Quiz 28,2018-11-21,34,Quiz,4
97,2,Participation 29,2018-12-05,12,Participation,2
98,2,Homework 30,2019-01-30,18,Homework,3
99,2,Participation 31,2018-09-18,19,Participation,4
100,2,Participation 32,2019-02-09,14,Participation,1
101,2,Quiz 33,2018-09-11,48,Quiz,2
102,2,Homework 34,2018-12-28,19,Homework,4
103,2,Participation 35,2019-01-26,20,Participation,1
104,2,Project 36,2018-09-05,89,Project,4
105,2,Participation 37,2018-11-08,13,Participation,3
106,2,Participation 38,2019-05-13,6,Participation,3
107,2,Project 39,2019-06-04,81,Project,2
108,2,Participation 40,2019-01-18,20,Participation,1
109,2,Test 41,2019-01-24,97,Test,1
110,2,Homework 42,2019-02-16,17,Homework,3
111,2,Homework 43,2019-04-18,25,Homework,2
112,2,Homework 44,2018-11-21,15,Homework,3
113,2,Homework 45,2018-10-14,11,Homework,1
114,2,Homework 46,2019-02-28,25,Homework,4
115,2,Test 47,2019-04-21,88,Test,3
116,2,Quiz 48,2019-03-11,42,Quiz,4
117,2,Test 49,2019-01-30,94,Test,2
118,2,Quiz 50,2019-05-03,47,Quiz,3
119,2,Homework 51,2019-04-29,11,Homework,1
120,2,Project 52,2018-10-26,61,Project,3
121,2,Participation 53,2018-11-27,14,Participation,1
122,2,Quiz 54,2019-04-15,49,Quiz,1
123,2,Quiz 55,2019-03-16,30,Quiz,2
124,2,Homework 56,2018-12-15,17,Homework,4
125,2,Participation 57,2019-03-07,10,Participation,2
126,2,Test 58,2018-09-24,79,Test,3
127,2,Test 59,2019-02-10,76,Test,2
128,2,Project 60,2019-04-15,81,Project,2
129,2,Homework 61,2018-09-07,17,Homework,3
130,2,Quiz 62,2019-02-04,29,Quiz,3
131,2,Test 63,2018-09-20,95,Test,4
132,2,Participation 64,2019-04-01,7,Participation,4
133,2,Quiz 65,2018-09-27,25,Quiz,3
134,2,Quiz 66,2019-05-26,37,Quiz,4
135,2,Test 67,2018-10-21,80,Test,2
136,2,Homework 68,2019-05-02,19,Homework,3
137,2,Homework 69,2018-09-10,14,Homework,4
138,2,Project 70,2019-01-16,95,Project,2
139,2,Participation 71,2018-12-11,9,Participation,3
140,2,Test 72,2019-01-25,93,Test,1
141,3,Quiz 1,2018-12-13,50,Quiz,3
142,3,Project 2,2019-02-22,60,Project,1
143,3,Quiz 3,2019-05-05,50,Quiz,4
144,3,Test 4,2019-01-05,81,Test,1
145,3,Quiz 5,2018-12-21,43,Quiz,1
146,3,Participation 6,2019-03-21,13,Participation,2
147,3,Homework 7,2019-04-18,12,Homework,1
148,3,Homework 8,2018-12-31,13,Homework,2
149,3,Test 9,2018-12-23,79,Test,3
150,3,Project 10,2019-02-24,93,Project,1
151,3,Test 11,2019-03-12,86,Test,1
152,3,Quiz 12,2019-03-03,33,Quiz,2
153,3,Quiz 13,2019-01-22,29,Quiz,4
154,3,Participation 14,2019-05-20,5,Participation,3
155,3,Test 15,2019-04-11,94,Test,4
156,3,Homework 16,2019-05-23,18,Homework,1
157,3,Project 17,2019-03-31,70,Project,4
158,3,Homework 18,2019-05-17,15,Homework,4
159,3,Test 19,2019-04-18,79,Test,1
160,3,Homework 20,2019-04-15,10,Homework,1
161,3,Participation 21,2019-05-09,8,Participation,2
162,3,Quiz 22,2019-04-05,38,Quiz,3
163,3,Participation 23,2018-10-18,13,Participation,1
164,3,Participation 24,2019-02-24,8,Participation,4
165,3,Quiz 25,2019-01-03,29,Quiz,1
166,3,Test 26,2018-09-30,81,Test,4
167,3,Homework 27,2019-05-21,13,Homework,4
168,3,Test 28,2019-03-04,79,Test,3
169,3,Test 29,2019-01-05,77,Test,3
170,3,Project 30,2019-03-20,91,Project,1
171,3,Participation 31,2019-03-14,12,Participation,2
172,3,Participation 32,2019-04-22,15,Participation,2
173,3,Test 33,2019-04-28,90,Test,1
174,3,Test 34,2018-09-19,87,Test,1
175,3,Participation 35,2018-12-01,18,Participation,4
176,3,Participation 36,2019-04-27,5,Participation,1
177,3,Project 37,2018-12-08,80,Project,4
178,3,Participation 38,2018-12-09,17,Participation,4
179,3,Test 39,2018-12-16,93,Test,1
180,3,Homework 40,2019-04-13,22,Homework,3
181,3,Project 41,2019-03-13,67,Project,4
182,3,Homework 42,2018-11-22,11,Homework,4
183,3,Participation 43,2018-12-25,11,Participation,2
184,3,Test 44,2018-12-29,76,Test,1
185,3,Homework 45,2018-11-26,14,Homework,4
186,3,Quiz 46,2019-04-02,34,Quiz,3
187,3,Homework 47,2018-11-08,20,Homework,4
188,3,Project 48,2019-01-08,72,Project,3
189,3,Quiz 49,2018-12-22,29,Quiz,1
190,3,Test 50,2018-11-08,78,Test,2
191,3,Participation 51,2019-01-03,16,Participation,1
192,3,Quiz 52,2019-03-15,46,Quiz,2
193,3,Homework 53,2019-05-15,11,Homework,4
194,3,Quiz 54,2019-02-01,26,Quiz,4
195,3,Quiz 55,2018-12-12,45,Quiz,1
196,3,Project 56,2018-12-06,66,Project,2
197,3,Test 57,2019-04-15,76,Test,4
198,3,Test 58,2019-02-06,93,Test,3
199,3,Quiz 59,2019-05-13,27,Quiz,3
200,3,Project 60,2019-05-08,86,Project,4
201,3,Quiz 61,2018-11-07,41,Quiz,1
202,3,Participation 62,2019-04-21,16,Participation,2
203,3,Participation 63,2018-10-19,5,Participation,1
204,3,Participation 64,2019-05-20,13,Participation,3
205,3,Project 65,2018-12-18,100,Project,4
206,3,Quiz 66,2018-11-07,49,Quiz,3
207,4,Quiz 1,2019-05-19,26,Quiz,2
208,4,Homework 2,2019-05-19,14,Homework,2
209,4,Project 3,2019-01-13,62,Project,1
210,4,Homework 4,2019-05-29,11,Homework,3
211,4,Participation 5,2019-03-24,16,Participation,2
212,4,Quiz 6,2019-03-28,28,Quiz,1
213,4,Test 7,2018-12-28,100,Test,3
214,4,Test 8,2018-11-13,87,Test,3
215,4,Test 9,2019-02-21,97,Test,4
216,4,Participation 10,2019-04-08,6,Participation,2
217,4,Project 11,2019-03-15,50,Project,1
218,4,Homework 12,2018-11-01,18,Homework,2
219,4,Quiz 13,2018-10-10,33,Quiz,3
220,4,Quiz 14,2019-06-03,34,Quiz,2
221,4,Test 15,2019-06-02,83,Test,2
222,4,Quiz 16,2018-12-17,28,Quiz,3
223,4,Test 17,2019-05-01,85,Test,1
224,4,Homework 18,2018-11-29,17,Homework,2
225,4,Quiz 19,2018-11-13,46,Quiz,4
226,4,Homework 20,2019-04-15,19,Homework,2
227,4,Test 21,2019-04-29,94,Test,4
228,4,Test 22,2019-01-04,90,Test,2
229,4,Test 23,2018-11-05,79,Test,2
230,4,Participation 24,2019-05-04,20,Participation,3
