payment_id,guardian_id,fee_type_id,amount_paid,payment_date
PAY000001,1,4,8551,2019-08-15
PAY000002,1,4,8573,2019-09-15
PAY000003,1,4,7522,2019-10-15
PAY000004,1,4,8203,2019-11-15
PAY000005,1,4,7317,2019-12-15
PAY000006,1,4,7829,2020-01-15
PAY000007,1,4,8164,2020-02-15
PAY000008,1,4,7229,2020-03-15
PAY000009,1,4,7389,2020-04-15
PAY000010,1,1,114,2019-08-25
PAY000011,1,2,53,2019-08-23
PAY000012,2,4,7526,2019-08-15
PAY000013,2,4,8493,2019-09-15
PAY000014,2,4,8476,2019-10-15
PAY000015,2,4,7701,2019-11-15
PAY000016,2,4,8037,2019-12-15
PAY000017,2,4,7677,2020-01-15
PAY000018,2,4,8718,2020-02-15
PAY000019,2,4,7818,2020-03-15
PAY000020,2,4,8371,2020-04-15
PAY000021,2,1,127,2019-08-21
PAY000022,2,2,53,2019-08-15
PAY000023,4,4,7617,2019-08-15
PAY000024,4,4,8079,2019-09-15
PAY000025,4,4,7525,2019-10-15
PAY000026,4,4,8047,2019-11-15
PAY000027,4,4,8501,2019-12-15
PAY000028,4,4,8052,2020-01-15
PAY000029,4,4,7371,2020-02-15
PAY000030,4,4,8616,2020-03-15
PAY000031,4,4,8121,2020-04-15
PAY000032,4,4,8673,2020-05-15
PAY000033,4,4,7431,2020-06-15
PAY000034,4,4,8598,2020-07-15
PAY000035,4,1,126,2019-08-25
PAY000036,4,2,47,2019-08-29
PAY000037,6,4,8568,2019-08-15
PAY000038,6,4,7537,2019-09-15
PAY000039,6,4,7288,2019-10-15
PAY000040,6,4,7677,2019-11-15
PAY000041,6,4,8147,2019-12-15
PAY000042,6,4,8407,2020-01-15
PAY000043,6,4,8421,2020-02-15
PAY000044,6,4,7853,2020-03-15
PAY000045,6,4,8603,2020-04-15
PAY000046,6,1,126,2019-08-10
PAY000047,6,2,54,2019-08-21
PAY000048,8,4,7794,2019-08-15
PAY000049,8,4,7488,2019-09-15
PAY000050,8,4,7219,2019-10-15
PAY000051,8,4,7265,2019-11-15
PAY000052,8,4,7206,2019-12-15
PAY000053,8,4,8130,2020-01-15
PAY000054,8,4,8372,2020-02-15
PAY000055,8,4,8404,2020-03-15
PAY000056,8,4,7924,2020-04-15
