student_grade_history_id,student_id,school_year_id,gpa,grade_level_id
HIST000001,1,5,3.547,5
HIST000002,2,5,3.151,5
HIST000003,3,5,3.568,5
HIST000004,4,5,2.63,5
HIST000005,5,5,3.232,5
HIST000006,6,5,2.992,5
HIST000007,7,5,3.16,5
HIST000008,8,5,3.263,5
HIST000009,9,5,3.553,5
HIST000010,10,5,3.731,5
HIST000011,11,5,3.615,5
HIST000012,12,5,3.559,5
HIST000013,13,5,2.958,5
HIST000014,14,5,3.418,5
HIST000015,15,5,2.397,5
HIST000016,16,5,3.399,5
HIST000017,17,5,2.873,5
HIST000018,18,5,2.934,5
HIST000019,19,5,3.271,5
HIST000020,20,5,1.764,5
HIST000021,21,5,2.668,5
HIST000022,22,5,2.634,5
HIST000023,23,5,3.359,5
HIST000024,24,5,3.518,5
HIST000025,26,5,2.84,5
HIST000026,27,5,3.066,5
HIST000027,28,5,3.158,5
HIST000028,29,5,3.331,5
HIST000029,31,5,3.558,5
HIST000030,32,5,2.935,5
HIST000031,33,5,4.0,5
HIST000032,34,5,2.73,5
HIST000033,35,5,3.747,5
HIST000034,36,5,2.675,5
HIST000035,37,5,1.877,5
HIST000036,38,5,3.038,5
HIST000037,39,5,3.075,5
HIST000038,40,5,3.447,6
HIST000039,41,5,2.876,6
HIST000040,43,5,2.253,6
HIST000041,44,5,2.832,6
HIST000042,45,5,3.352,6
HIST000043,47,5,3.369,6
HIST000044,48,5,2.779,6
HIST000045,49,5,3.464,6
HIST000046,50,5,3.376,6
HIST000047,51,5,3.374,6
HIST000048,52,5,3.289,6
HIST000049,53,5,2.953,6
HIST000050,54,5,3.853,6
HIST000051,55,5,3.538,6
HIST000052,56,5,3.857,6
HIST000053,57,5,2.61,6
HIST000054,58,5,3.066,6
HIST000055,59,5,3.105,6
HIST000056,60,5,2.998,6
HIST000057,61,5,2.728,6
HIST000058,62,5,2.256,6
HIST000059,63,5,3.981,6
HIST000060,64,5,2.794,6
HIST000061,65,5,3.315,6
HIST000062,66,5,2.747,6
HIST000063,67,5,3.098,6
HIST000064,68,5,2.821,6
HIST000065,69,5,2.914,6
HIST000066,70,5,3.054,6
HIST000067,71,5,3.561,6
HIST000068,72,5,3.264,6
HIST000069,73,5,3.404,6
HIST000070,74,5,1.578,6
HIST000071,75,5,2.792,6
HIST000072,76,5,3.881,6
HIST000073,77,5,3.55,6
HIST000074,78,5,2.658,6
HIST000075,79,5,2.507,7
HIST000076,80,5,2.74,7
HIST000077,82,5,3.406,7
HIST000078,83,5,3.365,7
HIST000079,84,5,2.28,7
HIST000080,85,5,3.105,7
HIST000081,86,5,3.083,7
HIST000082,87,5,3.096,7
HIST000083,88,5,3.279,7
HIST000084,89,5,3.042,7
HIST000085,90,5,2.799,7
HIST000086,91,5,1.996,7
HIST000087,93,5,3.277,7
HIST000088,94,5,3.044,7
HIST000089,95,5,2.803,7
HIST000090,96,5,3.087,7
HIST000091,97,5,3.536,7
HIST000092,99,5,2.877,7
HIST000093,100,5,2.859,7
HIST000094,101,5,3.765,7
HIST000095,102,5,3.179,7
HIST000096,103,5,2.878,7
HIST000097,104,5,3.73,7
HIST000098,105,5,3.072,7
HIST000099,106,5,3.184,7
HIST000100,107,5,3.41,7
HIST000101,108,5,3.953,7
HIST000102,109,5,3.459,7
HIST000103,110,5,2.813,7
HIST000104,111,5,3.318,7
HIST000105,112,5,3.38,7
HIST000106,113,5,3.643,7
HIST000107,114,5,1.57,7
HIST000108,115,5,3.356,7
HIST000109,116,5,2.625,7
HIST000110,117,5,3.273,7
HIST000111,118,5,3.153,8
HIST000112,119,5,3.412,8
HIST000113,120,5,3.136,8
HIST000114,121,5,3.041,8
HIST000115,122,5,2.663,8
HIST000116,123,5,2.955,8
HIST000117,124,5,4.0,8
HIST000118,125,5,2.97,8
HIST000119,126,5,3.823,8
HIST000120,127,5,2.811,8
HIST000121,128,5,2.594,8
HIST000122,130,5,3.325,8
HIST000123,131,5,3.265,8
HIST000124,132,5,2.972,8
HIST000125,133,5,2.633,8
HIST000126,134,5,3.7,8
HIST000127,135,5,2.462,8
HIST000128,136,5,3.695,8
HIST000129,137,5,3.069,8
HIST000130,138,5,3.234,8
HIST000131,139,5,2.408,8
HIST000132,140,5,3.099,8
HIST000133,141,5,2.94,8
HIST000134,142,5,2.736,8
