enrollment_id,student_id,class_id
ENR000001,1,1
ENR000002,2,1
ENR000003,3,1
ENR000004,4,1
ENR000005,5,1
ENR000006,6,1
ENR000007,7,1
ENR000008,8,1
ENR000009,9,1
ENR000010,10,1
ENR000011,11,1
ENR000012,12,1
ENR000013,13,1
ENR000014,15,1
ENR000015,16,1
ENR000016,17,1
ENR000017,18,1
ENR000018,19,1
ENR000019,20,1
ENR000020,21,1
ENR000021,22,1
ENR000022,23,1
ENR000023,24,1
ENR000024,26,1
ENR000025,27,1
ENR000026,28,1
ENR000027,29,1
ENR000028,31,1
ENR000029,32,1
ENR000030,33,1
ENR000031,34,1
ENR000032,35,1
ENR000033,36,1
ENR000034,37,1
ENR000035,38,1
ENR000036,39,1
ENR000037,545,1
ENR000038,697,1
ENR000039,848,1
ENR000040,901,1
ENR000041,958,1
ENR000042,1014,1
ENR000043,1,2
ENR000044,2,2
ENR000045,3,2
ENR000046,4,2
ENR000047,5,2
ENR000048,6,2
ENR000049,7,2
ENR000050,8,2
ENR000051,9,2
ENR000052,10,2
ENR000053,11,2
ENR000054,12,2
ENR000055,13,2
ENR000056,15,2
ENR000057,16,2
ENR000058,17,2
ENR000059,18,2
ENR000060,19,2
ENR000061,20,2
ENR000062,21,2
ENR000063,22,2
ENR000064,23,2
ENR000065,24,2
ENR000066,26,2
ENR000067,27,2
ENR000068,28,2
ENR000069,29,2
ENR000070,31,2
ENR000071,32,2
ENR000072,33,2
ENR000073,34,2
ENR000074,35,2
ENR000075,36,2
ENR000076,37,2
ENR000077,38,2
ENR000078,39,2
ENR000079,545,2
ENR000080,697,2
ENR000081,848,2
ENR000082,901,2
ENR000083,958,2
ENR000084,1014,2
ENR000085,1,3
ENR000086,2,3
ENR000087,3,3
ENR000088,4,3
ENR000089,5,3
ENR000090,6,3
ENR000091,7,3
ENR000092,8,3
ENR000093,9,3
ENR000094,10,3
ENR000095,11,3
ENR000096,12,3
ENR000097,13,3
ENR000098,15,3
ENR000099,16,3
ENR000100,17,3
ENR000101,18,3
ENR000102,19,3
ENR000103,20,3
ENR000104,21,3
ENR000105,22,3
ENR000106,23,3
ENR000107,24,3
ENR000108,26,3
ENR000109,27,3
ENR000110,28,3
ENR000111,29,3
ENR000112,31,3
ENR000113,32,3
ENR000114,33,3
ENR000115,34,3
ENR000116,35,3
ENR000117,36,3
ENR000118,37,3
ENR000119,38,3
ENR000120,39,3
ENR000121,545,3
ENR000122,697,3
ENR000123,848,3
ENR000124,901,3
ENR000125,958,3
ENR000126,1014,3
ENR000127,1,4
ENR000128,2,4
ENR000129,3,4
ENR000130,4,4
ENR000131,5,4
ENR000132,6,4
ENR000133,7,4
ENR000134,8,4
ENR000135,9,4
ENR000136,10,4
ENR000137,11,4
ENR000138,12,4
ENR000139,13,4
ENR000140,15,4
ENR000141,16,4
ENR000142,17,4
ENR000143,18,4
ENR000144,19,4
ENR000145,20,4
ENR000146,21,4
ENR000147,22,4
ENR000148,23,4
ENR000149,24,4
ENR000150,26,4
ENR000151,27,4
ENR000152,28,4
ENR000153,29,4
ENR000154,31,4
ENR000155,32,4
ENR000156,33,4
ENR000157,34,4
ENR000158,35,4
ENR000159,36,4
ENR000160,37,4
ENR000161,38,4
ENR000162,39,4
ENR000163,545,4
ENR000164,697,4
ENR000165,848,4
ENR000166,901,4
ENR000167,958,4
ENR000168,1014,4
ENR000169,1,5
ENR000170,2,5
ENR000171,3,5
ENR000172,4,5
ENR000173,5,5
ENR000174,6,5
ENR000175,7,5
ENR000176,8,5
ENR000177,9,5
ENR000178,10,5
ENR000179,11,5
ENR000180,12,5
ENR000181,13,5
ENR000182,15,5
ENR000183,16,5
ENR000184,17,5
ENR000185,18,5
ENR000186,19,5
ENR000187,20,5
ENR000188,21,5
ENR000189,22,5
ENR000190,23,5
ENR000191,24,5
ENR000192,26,5
ENR000193,27,5
ENR000194,28,5
ENR000195,29,5
ENR000196,31,5
ENR000197,32,5
ENR000198,33,5
ENR000199,34,5
ENR000200,35,5
ENR000201,36,5
ENR000202,37,5
ENR000203,38,5
ENR000204,39,5
ENR000205,545,5
ENR000206,697,5
ENR000207,848,5
ENR000208,901,5
ENR000209,958,5
ENR000210,1014,5
ENR000211,1,6
ENR000212,2,6
ENR000213,3,6
ENR000214,4,6
ENR000215,5,6
ENR000216,6,6
ENR000217,7,6
ENR000218,8,6
ENR000219,9,6
ENR000220,10,6
ENR000221,11,6
ENR000222,12,6
ENR000223,13,6
ENR000224,15,6
ENR000225,16,6
ENR000226,17,6
ENR000227,18,6
ENR000228,19,6
ENR000229,20,6
ENR000230,21,6
ENR000231,22,6
ENR000232,23,6
ENR000233,24,6
ENR000234,26,6
ENR000235,27,6
ENR000236,28,6
ENR000237,29,6
ENR000238,31,6
ENR000239,32,6
ENR000240,33,6
ENR000241,34,6
ENR000242,35,6
ENR000243,36,6
ENR000244,37,6
ENR000245,38,6
ENR000246,39,6
ENR000247,545,6
ENR000248,697,6
ENR000249,848,6
ENR000250,901,6
ENR000251,958,6
ENR000252,1014,6
ENR000253,1,7
ENR000254,2,7
ENR000255,3,7
ENR000256,4,7
ENR000257,5,7
ENR000258,6,7
ENR000259,7,7
ENR000260,8,7
ENR000261,9,7
ENR000262,10,7
ENR000263,11,7
ENR000264,12,7
ENR000265,13,7
ENR000266,15,7
ENR000267,16,7
ENR000268,17,7
ENR000269,18,7
ENR000270,19,7
ENR000271,20,7
ENR000272,21,7
ENR000273,22,7
ENR000274,23,7
ENR000275,24,7
ENR000276,26,7
ENR000277,27,7
ENR000278,28,7
ENR000279,29,7
ENR000280,31,7
ENR000281,32,7
ENR000282,33,7
ENR000283,34,7
ENR000284,35,7
ENR000285,36,7
ENR000286,37,7
ENR000287,38,7
ENR000288,39,7
ENR000289,545,7
ENR000290,697,7
ENR000291,848,7
ENR000292,901,7
ENR000293,958,7
ENR000294,1014,7
ENR000295,40,8
ENR000296,41,8
ENR000297,43,8
ENR000298,44,8
ENR000299,45,8
ENR000300,48,8
ENR000301,49,8
ENR000302,50,8
ENR000303,51,8
ENR000304,52,8
ENR000305,53,8
ENR000306,54,8
ENR000307,55,8
ENR000308,56,8
ENR000309,57,8
ENR000310,59,8
ENR000311,60,8
ENR000312,61,8
ENR000313,62,8
ENR000314,63,8
ENR000315,64,8
ENR000316,65,8
ENR000317,66,8
ENR000318,67,8
ENR000319,68,8
ENR000320,69,8
ENR000321,70,8
ENR000322,71,8
ENR000323,73,8
ENR000324,74,8
ENR000325,75,8
ENR000326,76,8
ENR000327,77,8
ENR000328,78,8
ENR000329,543,8
ENR000330,735,8
ENR000331,899,8
ENR000332,903,8
ENR000333,959,8
ENR000334,960,8
ENR000335,1013,8
ENR000336,40,9
ENR000337,41,9
ENR000338,43,9
ENR000339,44,9
ENR000340,45,9
ENR000341,48,9
ENR000342,49,9
ENR000343,50,9
ENR000344,51,9
ENR000345,52,9
ENR000346,53,9
ENR000347,54,9
ENR000348,55,9
ENR000349,56,9
ENR000350,57,9
ENR000351,59,9
ENR000352,60,9
ENR000353,61,9
ENR000354,62,9
ENR000355,63,9
ENR000356,64,9
ENR000357,65,9
ENR000358,66,9
ENR000359,67,9
ENR000360,68,9
ENR000361,69,9
ENR000362,70,9
ENR000363,71,9
ENR000364,73,9
ENR000365,74,9
ENR000366,75,9
ENR000367,76,9
ENR000368,77,9
ENR000369,78,9
ENR000370,543,9
ENR000371,735,9
ENR000372,899,9
ENR000373,903,9
ENR000374,959,9
ENR000375,960,9
ENR000376,1013,9
ENR000377,40,10
ENR000378,41,10
ENR000379,43,10
ENR000380,44,10
ENR000381,45,10
ENR000382,48,10
ENR000383,49,10
ENR000384,50,10
ENR000385,51,10
ENR000386,52,10
ENR000387,53,10
ENR000388,54,10
ENR000389,55,10
ENR000390,56,10
ENR000391,57,10
ENR000392,59,10
ENR000393,60,10
ENR000394,61,10
ENR000395,62,10
ENR000396,63,10
ENR000397,64,10
ENR000398,65,10
ENR000399,66,10
ENR000400,67,10
ENR000401,68,10
ENR000402,69,10
ENR000403,70,10
ENR000404,71,10
ENR000405,73,10
ENR000406,74,10
ENR000407,75,10
ENR000408,76,10
ENR000409,77,10
ENR000410,78,10
ENR000411,543,10
ENR000412,735,10
ENR000413,899,10
ENR000414,903,10
ENR000415,959,10
ENR000416,960,10
ENR000417,1013,10
ENR000418,40,11
ENR000419,41,11
ENR000420,43,11
ENR000421,44,11
ENR000422,45,11
ENR000423,48,11
ENR000424,49,11
ENR000425,50,11
ENR000426,51,11
ENR000427,52,11
ENR000428,53,11
ENR000429,54,11
ENR000430,55,11
ENR000431,56,11
ENR000432,57,11
ENR000433,59,11
ENR000434,60,11
ENR000435,61,11
ENR000436,62,11
ENR000437,63,11
ENR000438,64,11
ENR000439,65,11
ENR000440,66,11
ENR000441,67,11
ENR000442,68,11
ENR000443,69,11
ENR000444,70,11
ENR000445,71,11
ENR000446,73,11
ENR000447,74,11
ENR000448,75,11
ENR000449,76,11
ENR000450,77,11
ENR000451,78,11
ENR000452,543,11
ENR000453,735,11
ENR000454,899,11
ENR000455,903,11
ENR000456,959,11
ENR000457,960,11
ENR000458,1013,11
ENR000459,40,12
ENR000460,41,12
ENR000461,43,12
ENR000462,44,12
ENR000463,45,12
ENR000464,48,12
ENR000465,49,12
ENR000466,50,12
ENR000467,51,12
ENR000468,52,12
ENR000469,53,12
ENR000470,54,12
ENR000471,55,12
ENR000472,56,12
ENR000473,57,12
ENR000474,59,12
ENR000475,60,12
ENR000476,61,12
ENR000477,62,12
ENR000478,63,12
ENR000479,64,12
ENR000480,65,12
ENR000481,66,12
ENR000482,67,12
ENR000483,68,12
