payment_id,guardian_id,fee_type_id,amount_paid,payment_date
PAY000001,1,4,9485,2025-08-15
PAY000002,1,4,9711,2025-09-15
PAY000003,1,4,10451,2025-10-15
PAY000004,1,4,9386,2025-11-15
PAY000005,1,4,9500,2025-12-15
PAY000006,1,4,8678,2026-01-15
PAY000007,1,4,9606,2026-02-15
PAY000008,1,4,8915,2026-03-15
PAY000009,1,4,10313,2026-04-15
PAY000010,1,4,9315,2026-05-15
PAY000011,1,4,10194,2026-06-15
PAY000012,1,4,9201,2026-07-15
PAY000013,1,1,140,2025-08-30
PAY000014,2,4,9078,2025-08-15
PAY000015,2,4,9970,2025-09-15
PAY000016,2,4,9472,2025-10-15
PAY000017,2,4,8997,2025-11-15
PAY000018,2,4,10149,2025-12-15
PAY000019,2,4,10327,2026-01-15
PAY000020,2,4,9547,2026-02-15
PAY000021,2,4,9333,2026-03-15
PAY000022,2,4,10372,2026-04-15
PAY000023,2,1,142,2025-08-16
PAY000024,2,2,48,2025-08-17
PAY000025,4,4,9545,2025-08-15
PAY000026,4,4,8878,2025-09-15
PAY000027,4,4,8676,2025-10-15
PAY000028,4,4,10108,2025-11-15
PAY000029,4,4,9836,2025-12-15
PAY000030,4,4,9781,2026-01-15
PAY000031,4,4,9044,2026-02-15
PAY000032,4,4,9422,2026-03-15
PAY000033,4,4,10458,2026-04-15
PAY000034,4,1,128,2025-08-25
PAY000035,6,4,10298,2025-08-15
PAY000036,6,4,10205,2025-09-15
PAY000037,6,4,9810,2025-10-15
PAY000038,6,4,9801,2025-11-15
PAY000039,6,4,8704,2025-12-15
PAY000040,6,4,9948,2026-01-15
PAY000041,6,4,9342,2026-02-15
PAY000042,6,4,10383,2026-03-15
PAY000043,6,4,10153,2026-04-15
PAY000044,6,1,142,2025-08-22
PAY000045,8,4,8723,2025-08-15
PAY000046,8,4,8934,2025-09-15
PAY000047,8,4,8620,2025-10-15
PAY000048,8,4,10088,2025-11-15
PAY000049,8,4,8883,2025-12-15
PAY000050,8,4,9130,2026-01-15
PAY000051,8,4,9710,2026-02-15
PAY000052,8,4,10092,2026-03-15
PAY000053,8,4,9473,2026-04-15
PAY000054,8,1,135,2025-08-11
PAY000055,9,4,9623,2025-08-15
PAY000056,9,4,9332,2025-09-15
PAY000057,9,4,9372,2025-10-15
PAY000058,9,4,10446,2025-11-15
PAY000059,9,4,8914,2025-12-15
PAY000060,9,4,9881,2026-01-15
PAY000061,9,4,8563,2026-02-15
PAY000062,9,4,8913,2026-03-15
PAY000063,9,4,8942,2026-04-15
PAY000064,9,4,9287,2026-05-15
PAY000065,9,4,9711,2026-06-15
PAY000066,9,4,8778,2026-07-15
PAY000067,9,1,139,2025-08-20
PAY000068,9,2,52,2025-08-20
PAY000069,11,4,9482,2025-08-15
PAY000070,11,4,9675,2025-09-15
PAY000071,11,4,8580,2025-10-15
PAY000072,11,4,9776,2025-11-15
PAY000073,11,4,9586,2025-12-15
PAY000074,11,4,9304,2026-01-15
PAY000075,11,4,9435,2026-02-15
PAY000076,11,4,9216,2026-03-15
PAY000077,11,4,10274,2026-04-15
PAY000078,11,4,8830,2026-05-15
PAY000079,11,4,10073,2026-06-15
PAY000080,11,4,10144,2026-07-15
PAY000081,11,1,120,2025-08-16
PAY000082,11,2,52,2025-08-18
PAY000083,12,4,9963,2025-08-15
PAY000084,12,4,10347,2025-09-15
PAY000085,12,4,9135,2025-10-15
PAY000086,12,4,10293,2025-11-15
PAY000087,12,4,10328,2025-12-15
PAY000088,12,4,10347,2026-01-15
PAY000089,12,4,9933,2026-02-15
PAY000090,12,4,9423,2026-03-15
PAY000091,12,4,9062,2026-04-15
PAY000092,14,4,8746,2025-08-15
PAY000093,14,4,9424,2025-09-15
PAY000094,14,4,10353,2025-10-15
PAY000095,14,4,10119,2025-11-15
PAY000096,14,4,8814,2025-12-15
PAY000097,14,4,9259,2026-01-15
PAY000098,14,4,8775,2026-02-15
PAY000099,14,4,9100,2026-03-15
PAY000100,14,4,9911,2026-04-15
PAY000101,14,4,9781,2026-05-15
PAY000102,14,4,9170,2026-06-15
PAY000103,14,4,9680,2026-07-15
PAY000104,16,4,10116,2025-08-15
PAY000105,16,4,9888,2025-09-15
PAY000106,16,4,9771,2025-10-15
PAY000107,16,4,10430,2025-11-15
PAY000108,16,4,8765,2025-12-15
PAY000109,16,4,8958,2026-01-15
PAY000110,16,4,9189,2026-02-15
PAY000111,16,4,8890,2026-03-15
PAY000112,16,4,9421,2026-04-15
PAY000113,16,1,122,2025-08-13
PAY000114,16,2,49,2025-08-26
PAY000115,17,4,8722,2025-08-15
PAY000116,17,4,9075,2025-09-15
PAY000117,17,4,10256,2025-10-15
PAY000118,17,4,8950,2025-11-15
PAY000119,17,4,9577,2025-12-15
PAY000120,17,4,10220,2026-01-15
PAY000121,17,4,9621,2026-02-15
PAY000122,17,4,9466,2026-03-15
PAY000123,17,4,8686,2026-04-15
PAY000124,17,4,9373,2026-05-15
PAY000125,17,4,8949,2026-06-15
PAY000126,17,4,10063,2026-07-15
PAY000127,17,1,138,2025-08-20
PAY000128,17,2,48,2025-08-19
PAY000129,18,4,9329,2025-08-15
PAY000130,18,4,10212,2025-09-15
PAY000131,18,4,9637,2025-10-15
PAY000132,18,4,8895,2025-11-15
PAY000133,18,4,10050,2025-12-15
PAY000134,18,4,9901,2026-01-15
PAY000135,18,4,10306,2026-02-15
PAY000136,18,4,8891,2026-03-15
PAY000137,18,4,9485,2026-04-15
PAY000138,18,1,127,2025-08-22
PAY000139,18,2,46,2025-08-15
PAY000140,19,4,8986,2025-08-15
PAY000141,19,4,10195,2025-09-15
PAY000142,19,4,8773,2025-10-15
PAY000143,19,4,9118,2025-11-15
PAY000144,19,4,9480,2025-12-15
PAY000145,19,4,9043,2026-01-15
PAY000146,19,4,9754,2026-02-15
PAY000147,19,4,8951,2026-03-15
PAY000148,19,4,8898,2026-04-15
PAY000149,19,1,141,2025-08-11
PAY000150,19,2,46,2025-08-11
PAY000151,20,4,9696,2025-08-15
PAY000152,20,4,8781,2025-09-15
