assignment_id,class_id,title,due_date,points_possible,category,term_id
1,1,Test 1,2025-10-26,88,Test,4
2,1,Project 2,2026-01-04,63,Project,1
3,1,Quiz 3,2026-02-17,32,Quiz,3
4,1,Homework 4,2026-03-18,18,Homework,3
5,1,Test 5,2026-04-15,98,Test,4
6,1,Test 6,2025-09-12,95,Test,1
7,1,Participation 7,2026-03-26,17,Participation,4
8,1,Participation 8,2026-03-09,7,Participation,2
9,1,Test 9,2026-01-03,95,Test,3
10,1,Quiz 10,2025-09-11,39,Quiz,4
11,1,Homework 11,2026-02-06,10,Homework,4
12,1,Participation 12,2026-04-03,10,Participation,1
13,1,Homework 13,2025-08-31,25,Homework,2
14,1,Quiz 14,2025-11-08,27,Quiz,4
15,1,Project 15,2025-09-16,87,Project,2
16,1,Participation 16,2026-05-26,6,Participation,1
17,1,Project 17,2025-11-20,92,Project,4
18,1,Participation 18,2025-12-14,10,Participation,3
19,1,Homework 19,2026-03-01,16,Homework,3
20,1,Homework 20,2026-06-05,13,Homework,1
21,1,Quiz 21,2025-09-22,37,Quiz,3
22,1,Test 22,2025-09-25,95,Test,1
23,1,Homework 23,2025-11-05,17,Homework,3
24,1,Project 24,2025-09-14,76,Project,3
25,1,Homework 25,2025-10-18,11,Homework,3
26,1,Homework 26,2026-02-24,16,Homework,4
27,1,Project 27,2025-11-16,51,Project,1
28,1,Project 28,2025-09-04,51,Project,2
29,1,Quiz 29,2026-05-05,47,Quiz,3
30,1,Participation 30,2025-10-18,9,Participation,2
31,1,Participation 31,2025-11-25,13,Participation,3
32,1,Homework 32,2026-03-19,17,Homework,1
33,1,Test 33,2026-04-25,75,Test,1
34,1,Participation 34,2026-01-13,12,Participation,3
35,1,Quiz 35,2026-04-30,40,Quiz,1
36,1,Homework 36,2026-04-05,17,Homework,3
37,1,Participation 37,2026-01-01,11,Participation,3
38,1,Quiz 38,2026-05-25,31,Quiz,3
39,1,Participation 39,2025-10-02,20,Participation,4
40,1,Participation 40,2026-05-22,9,Participation,3
41,1,Project 41,2026-05-19,79,Project,2
42,1,Homework 42,2025-10-19,10,Homework,1
43,1,Test 43,2026-04-13,98,Test,2
44,1,Quiz 44,2026-04-26,28,Quiz,4
45,1,Quiz 45,2025-10-24,27,Quiz,1
46,1,Homework 46,2025-09-08,22,Homework,4
47,1,Test 47,2026-02-22,86,Test,4
48,1,Homework 48,2025-10-24,25,Homework,3
49,1,Quiz 49,2025-10-22,26,Quiz,2
50,1,Test 50,2025-11-10,88,Test,2
51,1,Quiz 51,2025-09-12,35,Quiz,4
52,1,Homework 52,2025-11-13,12,Homework,1
53,1,Homework 53,2025-11-28,16,Homework,1
54,1,Quiz 54,2026-01-17,43,Quiz,2
55,1,Homework 55,2026-03-28,15,Homework,3
56,1,Project 56,2025-10-23,83,Project,4
57,1,Homework 57,2025-11-20,21,Homework,2
58,1,Homework 58,2025-11-21,13,Homework,2
59,1,Homework 59,2026-04-06,11,Homework,2
60,1,Test 60,2026-03-24,98,Test,4
61,1,Homework 61,2026-04-22,14,Homework,4
62,1,Project 62,2026-05-15,53,Project,3
63,1,Homework 63,2026-01-12,20,Homework,1
64,1,Homework 64,2025-09-21,24,Homework,1
65,1,Quiz 65,2025-10-05,28,Quiz,1
66,1,Quiz 66,2026-05-24,31,Quiz,4
67,1,Project 67,2025-10-11,89,Project,2
68,1,Homework 68,2025-11-27,16,Homework,1
69,1,Project 69,2026-04-26,68,Project,4
70,1,Test 70,2026-04-23,99,Test,4
71,2,Homework 1,2026-04-09,22,Homework,1
72,2,Project 2,2026-03-07,99,Project,3
73,2,Project 3,2026-02-24,98,Project,1
74,2,Test 4,2025-11-28,89,Test,2
75,2,Project 5,2026-03-24,56,Project,1
76,2,Quiz 6,2026-05-09,30,Quiz,2
77,2,Participation 7,2026-02-19,14,Participation,2
78,2,Project 8,2026-04-16,100,Project,3
79,2,Participation 9,2025-10-26,20,Participation,2
80,2,Project 10,2026-02-12,95,Project,2
81,2,Quiz 11,2026-03-28,43,Quiz,1
82,2,Project 12,2026-02-23,50,Project,4
83,2,Test 13,2026-01-24,100,Test,3
84,2,Participation 14,2026-02-11,14,Participation,3
85,2,Project 15,2026-03-21,65,Project,4
86,2,Participation 16,2025-10-25,8,Participation,2
87,2,Participation 17,2025-11-29,18,Participation,4
88,2,Test 18,2026-01-25,92,Test,4
89,2,Homework 19,2025-08-28,13,Homework,3
90,2,Test 20,2026-04-29,93,Test,4
91,2,Participation 21,2026-03-28,10,Participation,3
92,2,Participation 22,2026-05-30,19,Participation,1
93,2,Project 23,2025-12-17,81,Project,2
94,2,Quiz 24,2025-11-04,39,Quiz,2
95,2,Homework 25,2025-10-15,23,Homework,1
96,2,Test 26,2026-04-13,86,Test,2
97,2,Quiz 27,2026-01-21,37,Quiz,4
98,2,Participation 28,2026-01-31,17,Participation,4
99,2,Test 29,2025-12-31,97,Test,4
100,2,Homework 30,2025-10-05,10,Homework,4
101,2,Test 31,2025-12-22,97,Test,1
102,2,Participation 32,2025-12-03,14,Participation,2
103,2,Test 33,2026-05-19,99,Test,4
104,2,Project 34,2025-12-05,75,Project,4
105,2,Participation 35,2026-03-11,14,Participation,1
106,2,Participation 36,2026-01-19,14,Participation,1
107,2,Test 37,2026-01-04,89,Test,2
108,2,Quiz 38,2026-02-20,30,Quiz,2
109,2,Project 39,2025-12-09,100,Project,2
110,2,Homework 40,2025-11-10,12,Homework,2
111,2,Quiz 41,2025-09-04,34,Quiz,4
112,2,Project 42,2026-01-29,64,Project,2
113,2,Homework 43,2025-10-25,24,Homework,3
114,2,Participation 44,2025-09-04,9,Participation,3
115,2,Homework 45,2026-01-21,22,Homework,3
116,2,Quiz 46,2026-03-18,32,Quiz,1
117,2,Homework 47,2025-09-20,13,Homework,2
118,2,Quiz 48,2025-12-24,49,Quiz,3
119,2,Test 49,2026-05-15,95,Test,3
120,2,Project 50,2026-05-15,86,Project,2
121,2,Project 51,2026-03-30,50,Project,2
122,2,Test 52,2026-04-29,93,Test,2
123,2,Test 53,2025-12-20,77,Test,1
124,2,Project 54,2026-04-02,88,Project,3
125,2,Quiz 55,2026-04-21,39,Quiz,2
126,2,Test 56,2026-04-26,76,Test,2
127,2,Project 57,2025-10-12,67,Project,4
128,2,Homework 58,2026-04-11,13,Homework,2
129,2,Quiz 59,2026-03-10,25,Quiz,1
130,2,Test 60,2026-05-26,79,Test,4
131,2,Homework 61,2026-02-12,20,Homework,2
132,2,Participation 62,2025-10-19,14,Participation,2
133,2,Quiz 63,2025-09-14,33,Quiz,3
134,2,Quiz 64,2025-11-01,46,Quiz,2
135,2,Project 65,2026-04-12,89,Project,4
136,2,Homework 66,2026-03-13,21,Homework,1
137,2,Quiz 67,2025-09-25,50,Quiz,2
138,3,Project 1,2025-09-19,57,Project,4
139,3,Project 2,2025-11-14,52,Project,1
140,3,Test 3,2025-08-29,81,Test,1
141,3,Homework 4,2025-08-27,20,Homework,1
142,3,Homework 5,2026-03-15,14,Homework,3
143,3,Participation 6,2025-12-09,19,Participation,4
144,3,Project 7,2025-11-26,98,Project,4
145,3,Project 8,2026-05-04,85,Project,1
146,3,Project 9,2025-11-18,50,Project,4
147,3,Project 10,2026-04-10,54,Project,3
148,3,Test 11,2025-10-11,86,Test,4
149,3,Project 12,2025-12-16,96,Project,3
150,3,Project 13,2025-09-27,70,Project,3
151,3,Homework 14,2026-04-07,16,Homework,3
152,3,Test 15,2026-05-26,96,Test,1
153,3,Quiz 16,2026-03-27,39,Quiz,3
154,3,Quiz 17,2025-10-10,28,Quiz,3
155,3,Homework 18,2025-09-24,10,Homework,4
156,3,Homework 19,2026-05-25,20,Homework,1
157,3,Homework 20,2026-04-28,11,Homework,3
158,3,Homework 21,2026-02-12,11,Homework,2
159,3,Quiz 22,2026-04-12,50,Quiz,4
160,3,Homework 23,2026-02-01,14,Homework,3
161,3,Project 24,2025-11-30,57,Project,4
162,3,Homework 25,2025-11-09,11,Homework,1
163,3,Participation 26,2025-09-03,5,Participation,4
164,3,Test 27,2026-04-25,77,Test,1
165,3,Quiz 28,2026-01-04,47,Quiz,1
166,3,Participation 29,2025-08-26,19,Participation,3
167,3,Homework 30,2026-02-18,21,Homework,2
168,3,Quiz 31,2025-12-12,42,Quiz,3
169,3,Homework 32,2026-04-04,16,Homework,2
170,3,Test 33,2026-01-04,95,Test,3
171,3,Test 34,2025-09-15,79,Test,2
172,3,Quiz 35,2025-12-13,28,Quiz,4
173,3,Homework 36,2025-12-13,23,Homework,2
174,3,Homework 37,2025-11-26,15,Homework,3
175,3,Participation 38,2025-10-31,7,Participation,2
176,3,Test 39,2026-02-13,83,Test,1
177,3,Homework 40,2025-10-02,12,Homework,3
178,3,Test 41,2026-04-12,98,Test,4
179,3,Homework 42,2025-10-29,16,Homework,3
180,3,Quiz 43,2026-04-04,29,Quiz,3
181,3,Participation 44,2026-03-30,14,Participation,3
182,3,Homework 45,2026-05-05,13,Homework,3
183,3,Participation 46,2025-08-28,14,Participation,2
184,3,Quiz 47,2025-10-20,27,Quiz,3
185,3,Test 48,2026-05-27,81,Test,3
186,3,Project 49,2026-03-15,86,Project,2
187,3,Project 50,2025-12-13,92,Project,2
188,3,Homework 51,2026-05-05,23,Homework,1
189,3,Participation 52,2025-12-06,19,Participation,2
190,3,Project 53,2025-10-08,57,Project,3
191,3,Test 54,2026-01-31,84,Test,1
192,3,Project 55,2025-09-28,95,Project,4
193,3,Homework 56,2026-05-14,25,Homework,1
194,3,Homework 57,2026-01-19,25,Homework,1
195,3,Homework 58,2026-04-12,12,Homework,4
196,3,Test 59,2025-11-16,81,Test,2
197,3,Homework 60,2026-05-18,15,Homework,3
198,3,Quiz 61,2026-01-31,38,Quiz,4
199,3,Participation 62,2025-11-03,12,Participation,2
200,3,Test 63,2025-12-10,86,Test,2
201,3,Homework 64,2025-09-17,11,Homework,1
202,3,Participation 65,2026-03-15,18,Participation,2
203,3,Project 66,2026-03-18,100,Project,3
204,3,Test 67,2026-01-01,94,Test,3
205,3,Test 68,2025-10-09,82,Test,3
206,3,Homework 69,2026-05-07,20,Homework,1
207,3,Homework 70,2026-05-06,17,Homework,3
208,3,Test 71,2026-02-08,78,Test,4
209,3,Quiz 72,2025-11-24,37,Quiz,1
210,4,Participation 1,2025-10-16,12,Participation,1
211,4,Participation 2,2025-11-27,9,Participation,3
212,4,Quiz 3,2026-03-10,29,Quiz,3
213,4,Quiz 4,2025-10-05,50,Quiz,4
214,4,Participation 5,2025-11-10,12,Participation,4
215,4,Project 6,2026-03-04,57,Project,2
216,4,Participation 7,2025-08-31,12,Participation,1
217,4,Homework 8,2025-12-28,20,Homework,2
218,4,Quiz 9,2026-03-01,27,Quiz,3
219,4,Project 10,2026-05-29,85,Project,2
220,4,Participation 11,2026-05-11,10,Participation,3
221,4,Participation 12,2025-12-18,12,Participation,3
222,4,Participation 13,2025-09-24,12,Participation,3
223,4,Test 14,2025-09-09,75,Test,1
224,4,Participation 15,2025-11-28,11,Participation,1
225,4,Participation 16,2026-02-26,7,Participation,4
226,4,Homework 17,2026-02-01,20,Homework,3
227,4,Test 18,2025-10-26,78,Test,4
228,4,Test 19,2025-11-02,93,Test,2
229,4,Quiz 20,2026-02-02,38,Quiz,4
230,4,Homework 21,2026-06-05,18,Homework,2
231,4,Participation 22,2026-01-02,5,Participation,2
232,4,Project 23,2026-04-16,99,Project,3
233,4,Project 24,2025-12-07,64,Project,2
234,4,Project 25,2025-10-12,72,Project,1
235,4,Test 26,2026-06-01,96,Test,4
236,4,Quiz 27,2025-12-30,39,Quiz,1
