calendar_date,is_school_day,is_holiday,holiday_name,comment,day_type,label
2025-08-01,False,False,,,break,
2025-08-02,False,False,,Weekend,weekend,
2025-08-03,False,False,,Weekend,weekend,
2025-08-04,False,False,,,break,
2025-08-05,False,False,,,break,
2025-08-06,False,False,,,break,
2025-08-07,False,False,,,break,
2025-08-08,False,False,,,break,
2025-08-09,False,False,,Weekend,weekend,
2025-08-10,False,False,,Weekend,weekend,
2025-08-11,False,False,,,break,
2025-08-12,False,False,,,break,
2025-08-13,False,False,,,break,
2025-08-14,False,False,,,break,
2025-08-15,False,False,,,break,
2025-08-16,False,False,,Weekend,weekend,
2025-08-17,False,False,,Weekend,weekend,
2025-08-18,False,False,,,break,
2025-08-19,False,False,,,break,
2025-08-20,False,False,,,break,
2025-08-21,False,False,,,break,
2025-08-22,False,False,,,break,
2025-08-23,False,False,,Weekend,weekend,
2025-08-24,False,False,,Weekend,weekend,
2025-08-25,False,False,,,break,
2025-08-26,True,False,,,school_day,
2025-08-27,True,False,,,school_day,
2025-08-28,True,False,,,school_day,
2025-08-29,True,False,,,school_day,
2025-08-30,False,False,,Weekend,weekend,
2025-08-31,False,False,,Weekend,weekend,
2025-09-01,True,False,,,school_day,
2025-09-02,True,False,,,school_day,
2025-09-03,True,False,,,school_day,
2025-09-04,True,False,,,school_day,
2025-09-05,True,False,,,school_day,
2025-09-06,False,False,,Weekend,weekend,
2025-09-07,False,False,,Weekend,weekend,
2025-09-08,True,False,,,school_day,
2025-09-09,True,False,,,school_day,
2025-09-10,True,False,,,school_day,
2025-09-11,True,False,,,school_day,
2025-09-12,True,False,,,school_day,
2025-09-13,False,False,,Weekend,weekend,
2025-09-14,False,False,,Weekend,weekend,
2025-09-15,True,False,,,school_day,
2025-09-16,True,False,,,school_day,
2025-09-17,True,False,,,school_day,
2025-09-18,True,False,,,school_day,
2025-09-19,True,False,,,school_day,
2025-09-20,False,False,,Weekend,weekend,
2025-09-21,False,False,,Weekend,weekend,
2025-09-22,True,False,,,school_day,
2025-09-23,True,False,,,school_day,
2025-09-24,True,False,,,school_day,
2025-09-25,True,False,,,school_day,
2025-09-26,True,False,,,school_day,
2025-09-27,False,False,,Weekend,weekend,
2025-09-28,False,False,,Weekend,weekend,
2025-09-29,True,False,,,school_day,
2025-09-30,True,False,,,school_day,
2025-10-01,True,False,,,school_day,
2025-10-02,True,False,,,school_day,
2025-10-03,True,False,,,school_day,
2025-10-04,False,False,,Weekend,weekend,
2025-10-05,False,False,,Weekend,weekend,
2025-10-06,True,False,,,school_day,
2025-10-07,True,False,,,school_day,
2025-10-08,True,False,,,school_day,
2025-10-09,True,False,,,school_day,
2025-10-10,True,False,,,school_day,
2025-10-11,False,False,,Weekend,weekend,
2025-10-12,False,False,,Weekend,weekend,
2025-10-13,True,False,,,school_day,
2025-10-14,True,False,,,school_day,
2025-10-15,True,False,,,school_day,
2025-10-16,True,False,,,school_day,
2025-10-17,True,False,,,school_day,
2025-10-18,False,False,,Weekend,weekend,
2025-10-19,False,False,,Weekend,weekend,
2025-10-20,True,False,,,school_day,
2025-10-21,True,False,,,school_day,
2025-10-22,True,False,,,school_day,
2025-10-23,True,False,,,school_day,
2025-10-24,True,False,,,school_day,
2025-10-25,False,False,,Weekend,weekend,
2025-10-26,False,False,,Weekend,weekend,
2025-10-27,True,False,,,school_day,
2025-10-28,True,False,,,school_day,
2025-10-29,True,False,,,school_day,
2025-10-30,True,False,,,school_day,
2025-10-31,True,False,,,school_day,
2025-11-01,False,False,,Weekend,weekend,
2025-11-02,False,False,,Weekend,weekend,
2025-11-03,True,False,,,school_day,
2025-11-04,True,False,,,school_day,
2025-11-05,True,False,,,school_day,
2025-11-06,True,False,,,school_day,
2025-11-07,True,False,,,school_day,
2025-11-08,False,False,,Weekend,weekend,
2025-11-09,False,False,,Weekend,weekend,
2025-11-10,True,False,,,school_day,
2025-11-11,True,False,,,school_day,
2025-11-12,True,False,,,school_day,
2025-11-13,True,False,,,school_day,
2025-11-14,True,False,,,school_day,
2025-11-15,False,False,,Weekend,weekend,
2025-11-16,False,False,,Weekend,weekend,
2025-11-17,True,False,,,school_day,
2025-11-18,True,False,,,school_day,
2025-11-19,True,False,,,school_day,
2025-11-20,True,False,,,school_day,
2025-11-21,True,False,,,school_day,
2025-11-22,False,False,,Weekend,weekend,
2025-11-23,False,False,,Weekend,weekend,
2025-11-24,True,False,,,school_day,
2025-11-25,False,True,,Holiday,holiday,
2025-11-26,False,True,,Holiday,holiday,
2025-11-27,False,True,,Holiday,holiday,
2025-11-28,False,True,,Holiday,holiday,
2025-11-29,False,True,,Weekend,weekend,
2025-11-30,False,False,,Weekend,weekend,
2025-12-01,True,False,,,school_day,
2025-12-02,True,False,,,school_day,
2025-12-03,True,False,,,school_day,
2025-12-04,True,False,,,school_day,
2025-12-05,True,False,,,school_day,
2025-12-06,False,False,,Weekend,weekend,
2025-12-07,False,False,,Weekend,weekend,
2025-12-08,True,False,,,school_day,
2025-12-09,True,False,,,school_day,
2025-12-10,True,False,,,school_day,
2025-12-11,True,False,,,school_day,
2025-12-12,True,False,,,school_day,
2025-12-13,False,False,,Weekend,weekend,
2025-12-14,False,False,,Weekend,weekend,
2025-12-15,True,False,,,school_day,
2025-12-16,True,False,,,school_day,
2025-12-17,True,False,,,school_day,
2025-12-18,True,False,,,school_day,
2025-12-19,True,False,,,school_day,
2025-12-20,False,False,,Weekend,weekend,
2025-12-21,False,False,,Weekend,weekend,
2025-12-22,True,False,,,school_day,
2025-12-23,False,True,,Holiday,holiday,
2025-12-24,False,True,,Holiday,holiday,
2025-12-25,False,True,,Holiday,holiday,
2025-12-26,False,True,,Holiday,holiday,
2025-12-27,False,True,,Weekend,weekend,
2025-12-28,False,True,,Weekend,weekend,
2025-12-29,False,True,,Holiday,holiday,
2025-12-30,False,True,,Holiday,holiday,
2025-12-31,False,True,,Holiday,holiday,
2026-01-01,True,False,,,school_day,
2026-01-02,True,False,,,school_day,
2026-01-03,False,False,,Weekend,weekend,
2026-01-04,False,False,,Weekend,weekend,
2026-01-05,True,False,,,school_day,
2026-01-06,True,False,,,school_day,
2026-01-07,True,False,,,school_day,
2026-01-08,True,False,,,school_day,
2026-01-09,True,False,,,school_day,
2026-01-10,False,False,,Weekend,weekend,
2026-01-11,False,False,,Weekend,weekend,
2026-01-12,True,False,,,school_day,
2026-01-13,True,False,,,school_day,
2026-01-14,True,False,,,school_day,
2026-01-15,True,False,,,school_day,
2026-01-16,True,False,,,school_day,
2026-01-17,False,False,,Weekend,weekend,
2026-01-18,False,False,,Weekend,weekend,
2026-01-19,True,False,,,school_day,
2026-01-20,True,False,,,school_day,
2026-01-21,True,False,,,school_day,
2026-01-22,True,False,,,school_day,
2026-01-23,True,False,,,school_day,
2026-01-24,False,False,,Weekend,weekend,
2026-01-25,False,False,,Weekend,weekend,
2026-01-26,True,False,,,school_day,
2026-01-27,True,False,,,school_day,
2026-01-28,True,False,,,school_day,
2026-01-29,True,False,,,school_day,
2026-01-30,True,False,,,school_day,
2026-01-31,False,False,,Weekend,weekend,
2026-02-01,False,False,,Weekend,weekend,
2026-02-02,True,False,,,school_day,
2026-02-03,True,False,,,school_day,
2026-02-04,True,False,,,school_day,
2026-02-05,True,False,,,school_day,
2026-02-06,True,False,,,school_day,
2026-02-07,False,False,,Weekend,weekend,
2026-02-08,False,False,,Weekend,weekend,
2026-02-09,True,False,,,school_day,
2026-02-10,True,False,,,school_day,
2026-02-11,True,False,,,school_day,
2026-02-12,True,False,,,school_day,
2026-02-13,True,False,,,school_day,
2026-02-14,False,False,,Weekend,weekend,
2026-02-15,False,False,,Weekend,weekend,
2026-02-16,True,False,,,school_day,
2026-02-17,True,False,,,school_day,
2026-02-18,True,False,,,school_day,
2026-02-19,True,False,,,school_day,
2026-02-20,True,False,,,school_day,
2026-02-21,False,False,,Weekend,weekend,
2026-02-22,False,False,,Weekend,weekend,
2026-02-23,True,False,,,school_day,
2026-02-24,True,False,,,school_day,
2026-02-25,True,False,,,school_day,
2026-02-26,True,False,,,school_day,
2026-02-27,True,False,,,school_day,
2026-02-28,False,False,,Weekend,weekend,
2026-03-01,False,False,,Weekend,weekend,
2026-03-02,True,False,,,school_day,
2026-03-03,True,False,,,school_day,
2026-03-04,True,False,,,school_day,
2026-03-05,True,False,,,school_day,
2026-03-06,True,False,,,school_day,
2026-03-07,False,False,,Weekend,weekend,
2026-03-08,False,False,,Weekend,weekend,
2026-03-09,True,False,,,school_day,
2026-03-10,True,False,,,school_day,
2026-03-11,True,False,,,school_day,
2026-03-12,True,False,,,school_day,
2026-03-13,True,False,,,school_day,
2026-03-14,False,False,,Weekend,weekend,
2026-03-15,False,False,,Weekend,weekend,
2026-03-16,True,False,,,school_day,
2026-03-17,True,False,,,school_day,
2026-03-18,True,False,,,school_day,
2026-03-19,True,False,,,school_day,
2026-03-20,True,False,,,school_day,
2026-03-21,False,False,,Weekend,weekend,
2026-03-22,False,False,,Weekend,weekend,
2026-03-23,True,False,,,school_day,
2026-03-24,True,False,,,school_day,
2026-03-25,True,False,,,school_day,
2026-03-26,True,False,,,school_day,
2026-03-27,True,False,,,school_day,
2026-03-28,False,False,,Weekend,weekend,
2026-03-29,False,False,,Weekend,weekend,
2026-03-30,True,False,,,school_day,
2026-03-31,True,False,,,school_day,
2026-04-01,True,False,,,school_day,
2026-04-02,True,False,,,school_day,
2026-04-03,True,False,,,school_day,
2026-04-04,False,False,,Weekend,weekend,
2026-04-05,False,False,,Weekend,weekend,
2026-04-06,True,False,,,school_day,
2026-04-07,True,False,,,school_day,
2026-04-08,True,False,,,school_day,
2026-04-09,True,False,,,school_day,
2026-04-10,True,False,,,school_day,
2026-04-11,False,False,,Weekend,weekend,
2026-04-12,False,False,,Weekend,weekend,
2026-04-13,True,False,,,school_day,
2026-04-14,True,False,,,school_day,
2026-04-15,True,False,,,school_day,
2026-04-16,True,False,,,school_day,
2026-04-17,True,False,,,school_day,
2026-04-18,False,False,,Weekend,weekend,
2026-04-19,False,False,,Weekend,weekend,
2026-04-20,True,False,,,school_day,
2026-04-21,True,False,,,school_day,
2026-04-22,True,False,,,school_day,
2026-04-23,True,False,,,school_day,
2026-04-24,True,False,,,school_day,
2026-04-25,False,False,,Weekend,weekend,
2026-04-26,False,False,,Weekend,weekend,
2026-04-27,True,False,,,school_day,
2026-04-28,True,False,,,school_day,
2026-04-29,True,False,,,school_day,
2026-04-30,True,False,,,school_day,
2026-05-01,True,False,,,school_day,
2026-05-02,False,False,,Weekend,weekend,
2026-05-03,False,False,,Weekend,weekend,
2026-05-04,True,False,,,school_day,
2026-05-05,True,False,,,school_day,
2026-05-06,True,False,,,school_day,
2026-05-07,True,False,,,school_day,
2026-05-08,True,False,,,school_day,
2026-05-09,False,False,,Weekend,weekend,
2026-05-10,False,False,,Weekend,weekend,
2026-05-11,True,False,,,school_day,
2026-05-12,True,False,,,school_day,
2026-05-13,True,False,,,school_day,
2026-05-14,True,False,,,school_day,
2026-05-15,True,False,,,school_day,
2026-05-16,False,False,,Weekend,weekend,
2026-05-17,False,False,,Weekend,weekend,
2026-05-18,True,False,,,school_day,
2026-05-19,True,False,,,school_day,
2026-05-20,True,False,,,school_day,
2026-05-21,True,False,,,school_day,
2026-05-22,True,False,,,school_day,
2026-05-23,False,False,,Weekend,weekend,
2026-05-24,False,False,,Weekend,weekend,
2026-05-25,True,False,,,school_day,
2026-05-26,True,False,,,school_day,
2026-05-27,True,False,,,school_day,
2026-05-28,True,False,,,school_day,
2026-05-29,True,False,,,school_day,
2026-05-30,False,False,,Weekend,weekend,
2026-05-31,False,False,,Weekend,weekend,
2026-06-01,True,False,,,school_day,
2026-06-02,True,False,,,school_day,
2026-06-03,True,False,,,school_day,
2026-06-04,True,False,,,school_day,
2026-06-05,True,False,,,school_day,
2026-06-06,False,False,,Weekend,weekend,
2026-06-07,False,False,,Weekend,weekend,
