assignment_id,class_id,title,due_date,points_possible,category,term_id
1,1,Test 1,2021-02-17,95,Test,1
2,1,Quiz 2,2020-09-18,37,Quiz,2
3,1,Participation 3,2020-11-26,9,Participation,3
4,1,Test 4,2020-11-16,80,Test,2
5,1,Project 5,2020-11-20,100,Project,2
6,1,Participation 6,2021-05-08,19,Participation,2
7,1,Homework 7,2020-10-21,13,Homework,1
8,1,Test 8,2021-04-24,99,Test,3
9,1,Project 9,2021-01-04,71,Project,1
10,1,Homework 10,2021-05-15,14,Homework,4
11,1,Participation 11,2021-04-15,8,Participation,2
12,1,Project 12,2020-12-17,59,Project,3
13,1,Homework 13,2021-01-12,16,Homework,4
14,1,Homework 14,2020-11-04,12,Homework,3
15,1,Participation 15,2020-11-20,12,Participation,4
16,1,Test 16,2020-09-27,78,Test,3
17,1,Quiz 17,2020-12-29,47,Quiz,4
18,1,Quiz 18,2021-05-01,39,Quiz,3
19,1,Homework 19,2021-03-22,10,Homework,2
20,1,Test 20,2020-10-19,89,Test,4
21,1,Quiz 21,2021-03-18,32,Quiz,3
22,1,Homework 22,2021-01-23,21,Homework,2
23,1,Project 23,2020-11-21,79,Project,4
24,1,Quiz 24,2020-09-12,30,Quiz,2
25,1,Test 25,2020-12-12,76,Test,1
26,1,Quiz 26,2020-09-02,30,Quiz,4
27,1,Quiz 27,2020-10-19,50,Quiz,2
28,1,Test 28,2021-04-17,80,Test,3
29,1,Homework 29,2021-02-10,14,Homework,2
30,1,Quiz 30,2021-01-25,28,Quiz,4
31,1,Participation 31,2020-11-05,14,Participation,3
32,1,Project 32,2021-05-21,77,Project,1
33,1,Homework 33,2021-04-22,15,Homework,3
34,1,Project 34,2021-04-16,58,Project,2
35,1,Quiz 35,2020-09-30,27,Quiz,4
36,1,Homework 36,2021-02-13,12,Homework,1
37,1,Project 37,2020-10-26,69,Project,1
38,1,Project 38,2020-10-03,90,Project,2
39,1,Test 39,2021-03-02,78,Test,4
40,1,Test 40,2020-12-18,88,Test,1
41,1,Homework 41,2020-10-25,20,Homework,3
42,1,Quiz 42,2021-04-16,32,Quiz,2
43,1,Project 43,2020-10-18,91,Project,4
44,1,Project 44,2020-10-15,99,Project,2
45,1,Participation 45,2020-09-05,7,Participation,2
46,1,Participation 46,2020-12-21,17,Participation,1
47,1,Homework 47,2020-09-28,25,Homework,4
48,1,Project 48,2021-01-31,66,Project,4
49,1,Participation 49,2021-02-22,17,Participation,1
50,1,Quiz 50,2021-03-24,35,Quiz,2
51,1,Project 51,2020-11-02,62,Project,1
52,1,Test 52,2020-10-11,90,Test,3
53,1,Test 53,2021-01-12,97,Test,4
54,1,Project 54,2021-05-18,94,Project,1
55,1,Test 55,2020-11-27,92,Test,2
56,1,Homework 56,2021-04-12,24,Homework,3
57,1,Test 57,2020-11-02,97,Test,3
58,1,Participation 58,2021-01-30,9,Participation,4
59,1,Test 59,2021-01-21,83,Test,4
60,1,Test 60,2021-04-17,85,Test,3
61,1,Participation 61,2020-11-15,9,Participation,2
62,1,Project 62,2021-02-26,75,Project,3
63,1,Project 63,2020-08-27,55,Project,2
64,1,Quiz 64,2021-01-26,32,Quiz,3
65,1,Homework 65,2020-11-19,19,Homework,4
66,1,Quiz 66,2020-10-14,37,Quiz,1
67,1,Project 67,2021-01-10,73,Project,4
68,1,Quiz 68,2020-09-07,34,Quiz,2
69,1,Test 69,2020-11-17,79,Test,4
70,1,Quiz 70,2020-10-12,32,Quiz,1
71,1,Test 71,2020-11-23,92,Test,4
