grade_id,student_id,assignment_id,score,submitted_on,term_id
1,1,1,65,2021-01-06,1
2,2,1,67,2021-01-06,1
3,3,1,63,2021-01-06,1
4,4,1,64,2021-01-06,1
5,5,1,30,2021-01-06,1
6,7,1,62,2021-01-06,1
7,8,1,71,2021-01-06,1
8,9,1,72,2021-01-06,1
9,10,1,68,2021-01-06,1
10,11,1,60,2021-01-06,1
11,12,1,74,2021-01-06,1
12,13,1,32,2021-01-06,1
13,14,1,66,2021-01-06,1
14,15,1,65,2021-01-06,1
15,16,1,60,2021-01-06,1
16,17,1,67,2021-01-06,1
17,18,1,62,2021-01-06,1
18,19,1,59,2021-01-06,1
19,20,1,57,2021-01-06,1
20,21,1,67,2021-01-06,1
21,22,1,61,2021-01-06,1
22,23,1,71,2021-01-06,1
23,24,1,73,2021-01-06,1
24,25,1,59,2021-01-06,1
25,26,1,70,2021-01-06,1
26,27,1,73,2021-01-06,1
27,28,1,72,2021-01-06,1
28,29,1,75,2021-01-06,1
29,31,1,60,2021-01-06,1
30,32,1,66,2021-01-06,1
31,33,1,55,2021-01-06,1
32,34,1,73,2021-01-06,1
33,35,1,71,2021-01-06,1
34,36,1,67,2021-01-06,1
35,37,1,68,2021-01-06,1
36,38,1,60,2021-01-06,1
37,39,1,63,2021-01-06,1
38,638,1,59,2021-01-06,1
39,739,1,57,2021-01-06,1
40,1,2,28,2021-05-22,2
41,2,2,26,2021-05-22,2
42,3,2,27,2021-05-22,2
43,4,2,28,2021-05-22,2
44,5,2,23,2021-05-22,2
45,7,2,26,2021-05-22,2
46,8,2,27,2021-05-22,2
47,9,2,21,2021-05-22,2
48,10,2,23,2021-05-22,2
49,11,2,28,2021-05-22,2
50,12,2,28,2021-05-22,2
51,13,2,27,2021-05-22,2
52,14,2,12,2021-05-22,2
53,15,2,26,2021-05-22,2
54,16,2,25,2021-05-22,2
55,17,2,2,2021-05-22,2
56,18,2,20,2021-05-22,2
57,19,2,24,2021-05-22,2
58,20,2,23,2021-05-22,2
59,21,2,28,2021-05-22,2
60,22,2,25,2021-05-22,2
61,23,2,23,2021-05-22,2
62,24,2,22,2021-05-22,2
63,25,2,25,2021-05-22,2
64,26,2,26,2021-05-22,2
65,27,2,23,2021-05-22,2
66,28,2,22,2021-05-22,2
67,29,2,24,2021-05-22,2
68,31,2,28,2021-05-22,2
69,32,2,28,2021-05-22,2
70,33,2,24,2021-05-22,2
71,34,2,15,2021-05-22,2
72,35,2,26,2021-05-22,2
73,36,2,24,2021-05-22,2
74,37,2,27,2021-05-22,2
75,38,2,24,2021-05-22,2
76,39,2,28,2021-05-22,2
77,638,2,25,2021-05-22,2
78,739,2,22,2021-05-22,2
79,1,3,56,2020-10-08,3
80,2,3,59,2020-10-08,3
81,3,3,73,2020-10-08,3
82,4,3,59,2020-10-08,3
83,5,3,65,2020-10-08,3
84,7,3,76,2020-10-08,3
85,8,3,73,2020-10-08,3
86,9,3,61,2020-10-08,3
87,10,3,59,2020-10-08,3
88,11,3,73,2020-10-08,3
89,12,3,77,2020-10-08,3
90,13,3,65,2020-10-08,3
91,14,3,60,2020-10-08,3
92,15,3,11,2020-10-08,3
93,16,3,74,2020-10-08,3
94,17,3,73,2020-10-08,3
95,18,3,62,2020-10-08,3
96,19,3,65,2020-10-08,3
97,20,3,70,2020-10-08,3
98,21,3,67,2020-10-08,3
99,22,3,77,2020-10-08,3
100,23,3,56,2020-10-08,3
101,24,3,75,2020-10-08,3
102,25,3,66,2020-10-08,3
103,26,3,61,2020-10-08,3
104,27,3,72,2020-10-08,3
105,28,3,66,2020-10-08,3
106,29,3,73,2020-10-08,3
107,31,3,74,2020-10-08,3
108,32,3,65,2020-10-08,3
109,33,3,58,2020-10-08,3
110,34,3,77,2020-10-08,3
111,35,3,65,2020-10-08,3
112,36,3,61,2020-10-08,3
113,37,3,61,2020-10-08,3
114,38,3,70,2020-10-08,3
115,39,3,77,2020-10-08,3
116,638,3,74,2020-10-08,3
117,739,3,57,2020-10-08,3
118,1,4,77,2020-12-22,2
119,2,4,76,2020-12-22,2
120,3,4,74,2020-12-22,2
121,4,4,62,2020-12-22,2
122,5,4,76,2020-12-22,2
123,7,4,84,2020-12-22,2
124,8,4,71,2020-12-22,2
125,9,4,28,2020-12-22,2
126,10,4,71,2020-12-22,2
127,11,4,72,2020-12-22,2
128,12,4,67,2020-12-22,2
129,13,4,64,2020-12-22,2
130,14,4,72,2020-12-22,2
131,15,4,70,2020-12-22,2
132,16,4,68,2020-12-22,2
133,17,4,73,2020-12-22,2
134,18,4,74,2020-12-22,2
135,19,4,77,2020-12-22,2
136,20,4,83,2020-12-22,2
137,21,4,83,2020-12-22,2
138,22,4,78,2020-12-22,2
139,23,4,59,2020-12-22,2
140,24,4,75,2020-12-22,2
141,25,4,80,2020-12-22,2
142,26,4,74,2020-12-22,2
143,27,4,71,2020-12-22,2
144,28,4,82,2020-12-22,2
145,29,4,78,2020-12-22,2
146,31,4,77,2020-12-22,2
147,32,4,77,2020-12-22,2
148,33,4,71,2020-12-22,2
149,34,4,77,2020-12-22,2
150,35,4,69,2020-12-22,2
151,36,4,77,2020-12-22,2
152,37,4,84,2020-12-22,2
153,38,4,79,2020-12-22,2
154,39,4,77,2020-12-22,2
155,638,4,61,2020-12-22,2
156,739,4,80,2020-12-22,2
157,1,5,12,2021-02-16,4
158,2,5,11,2021-02-16,4
159,3,5,15,2021-02-16,4
160,4,5,13,2021-02-16,4
161,5,5,13,2021-02-16,4
162,7,5,14,2021-02-16,4
163,8,5,15,2021-02-16,4
164,9,5,13,2021-02-16,4
165,10,5,14,2021-02-16,4
166,11,5,13,2021-02-16,4
167,12,5,14,2021-02-16,4
168,13,5,13,2021-02-16,4
169,14,5,13,2021-02-16,4
170,15,5,14,2021-02-16,4
171,16,5,6,2021-02-16,4
172,17,5,12,2021-02-16,4
173,18,5,14,2021-02-16,4
174,19,5,12,2021-02-16,4
175,20,5,14,2021-02-16,4
176,21,5,13,2021-02-16,4
177,22,5,15,2021-02-16,4
178,23,5,14,2021-02-16,4
179,24,5,13,2021-02-16,4
180,25,5,14,2021-02-16,4
181,26,5,13,2021-02-16,4
182,27,5,12,2021-02-16,4
183,28,5,13,2021-02-16,4
184,29,5,12,2021-02-16,4
185,31,5,12,2021-02-16,4
186,32,5,12,2021-02-16,4
187,33,5,12,2021-02-16,4
188,34,5,14,2021-02-16,4
189,35,5,13,2021-02-16,4
190,36,5,12,2021-02-16,4
191,37,5,9,2021-02-16,4
192,38,5,13,2021-02-16,4
193,39,5,14,2021-02-16,4
194,638,5,13,2021-02-16,4
195,739,5,13,2021-02-16,4
196,1,6,34,2021-02-24,4
197,2,6,27,2021-02-24,4
198,3,6,29,2021-02-24,4
199,4,6,34,2021-02-24,4
200,5,6,29,2021-02-24,4
201,7,6,30,2021-02-24,4
202,8,6,37,2021-02-24,4
203,9,6,31,2021-02-24,4
204,10,6,33,2021-02-24,4
205,11,6,14,2021-02-24,4
206,12,6,35,2021-02-24,4
207,13,6,29,2021-02-24,4
208,14,6,28,2021-02-24,4
209,15,6,34,2021-02-24,4
210,16,6,36,2021-02-24,4
211,17,6,18,2021-02-24,4
212,18,6,33,2021-02-24,4
213,19,6,32,2021-02-24,4
214,20,6,36,2021-02-24,4
215,21,6,33,2021-02-24,4
216,22,6,31,2021-02-24,4
217,23,6,33,2021-02-24,4
218,24,6,31,2021-02-24,4
219,25,6,33,2021-02-24,4
220,26,6,35,2021-02-24,4
221,27,6,34,2021-02-24,4
222,28,6,28,2021-02-24,4
223,29,6,33,2021-02-24,4
224,31,6,31,2021-02-24,4
225,32,6,33,2021-02-24,4
226,33,6,35,2021-02-24,4
227,34,6,33,2021-02-24,4
228,35,6,30,2021-02-24,4
229,36,6,33,2021-02-24,4
230,37,6,32,2021-02-24,4
231,38,6,28,2021-02-24,4
232,39,6,33,2021-02-24,4
233,638,6,32,2021-02-24,4
234,739,6,35,2021-02-24,4
235,1,7,13,2020-09-03,2
236,2,7,15,2020-09-03,2
237,3,7,13,2020-09-03,2
238,4,7,15,2020-09-03,2
239,5,7,13,2020-09-03,2
240,7,7,14,2020-09-03,2
241,8,7,12,2020-09-03,2
242,9,7,15,2020-09-03,2
243,10,7,14,2020-09-03,2
244,11,7,14,2020-09-03,2
245,12,7,15,2020-09-03,2
246,13,7,14,2020-09-03,2
247,14,7,13,2020-09-03,2
248,15,7,14,2020-09-03,2
249,16,7,12,2020-09-03,2
250,17,7,14,2020-09-03,2
251,18,7,14,2020-09-03,2
252,19,7,16,2020-09-03,2
253,20,7,14,2020-09-03,2
254,21,7,14,2020-09-03,2
255,22,7,12,2020-09-03,2
256,23,7,16,2020-09-03,2
257,24,7,14,2020-09-03,2
258,25,7,12,2020-09-03,2
259,26,7,13,2020-09-03,2
260,27,7,15,2020-09-03,2
261,28,7,6,2020-09-03,2
262,29,7,12,2020-09-03,2
263,31,7,13,2020-09-03,2
264,32,7,14,2020-09-03,2
265,33,7,16,2020-09-03,2
266,34,7,14,2020-09-03,2
267,35,7,11,2020-09-03,2
268,36,7,15,2020-09-03,2
269,37,7,13,2020-09-03,2
270,38,7,15,2020-09-03,2
271,39,7,14,2020-09-03,2
272,638,7,14,2020-09-03,2
273,739,7,14,2020-09-03,2
274,1,8,60,2021-01-01,1
275,2,8,60,2021-01-01,1
276,3,8,67,2021-01-01,1
277,4,8,61,2021-01-01,1
278,5,8,63,2021-01-01,1
279,7,8,70,2021-01-01,1
280,8,8,59,2021-01-01,1
281,9,8,56,2021-01-01,1
282,10,8,32,2021-01-01,1
283,11,8,64,2021-01-01,1
284,12,8,50,2021-01-01,1
285,13,8,50,2021-01-01,1
286,14,8,69,2021-01-01,1
287,15,8,63,2021-01-01,1
288,16,8,59,2021-01-01,1
289,17,8,54,2021-01-01,1
290,18,8,14,2021-01-01,1
291,19,8,67,2021-01-01,1
292,20,8,57,2021-01-01,1
293,21,8,65,2021-01-01,1
294,22,8,11,2021-01-01,1
295,23,8,68,2021-01-01,1
296,24,8,58,2021-01-01,1
297,25,8,49,2021-01-01,1
298,26,8,70,2021-01-01,1
299,27,8,62,2021-01-01,1
300,28,8,56,2021-01-01,1
301,29,8,60,2021-01-01,1
302,31,8,6,2021-01-01,1
303,32,8,54,2021-01-01,1
304,33,8,52,2021-01-01,1
305,34,8,69,2021-01-01,1
306,35,8,59,2021-01-01,1
307,36,8,66,2021-01-01,1
308,37,8,57,2021-01-01,1
309,38,8,69,2021-01-01,1
310,39,8,60,2021-01-01,1
311,638,8,62,2021-01-01,1
312,739,8,53,2021-01-01,1
313,1,9,42,2020-11-15,3
314,2,9,32,2020-11-15,3
315,3,9,36,2020-11-15,3
