enrollment_id,student_id,class_id
ENR000001,1,1
ENR000002,2,1
ENR000003,3,1
ENR000004,4,1
ENR000005,5,1
ENR000006,6,1
ENR000007,7,1
ENR000008,8,1
ENR000009,9,1
ENR000010,10,1
ENR000011,11,1
ENR000012,12,1
ENR000013,13,1
ENR000014,14,1
ENR000015,15,1
ENR000016,16,1
ENR000017,17,1
ENR000018,18,1
ENR000019,19,1
ENR000020,20,1
ENR000021,21,1
ENR000022,22,1
ENR000023,23,1
ENR000024,24,1
ENR000025,26,1
ENR000026,27,1
ENR000027,28,1
ENR000028,29,1
ENR000029,31,1
ENR000030,32,1
ENR000031,33,1
ENR000032,34,1
ENR000033,35,1
ENR000034,36,1
ENR000035,37,1
ENR000036,38,1
ENR000037,39,1
ENR000038,545,1
ENR000039,697,1
ENR000040,1,2
ENR000041,2,2
ENR000042,3,2
ENR000043,4,2
ENR000044,5,2
ENR000045,6,2
ENR000046,7,2
ENR000047,8,2
ENR000048,9,2
ENR000049,10,2
ENR000050,11,2
ENR000051,12,2
ENR000052,13,2
ENR000053,14,2
ENR000054,15,2
ENR000055,16,2
ENR000056,17,2
ENR000057,18,2
ENR000058,19,2
ENR000059,20,2
ENR000060,21,2
ENR000061,22,2
ENR000062,23,2
ENR000063,24,2
ENR000064,26,2
ENR000065,27,2
ENR000066,28,2
ENR000067,29,2
ENR000068,31,2
ENR000069,32,2
ENR000070,33,2
ENR000071,34,2
ENR000072,35,2
ENR000073,36,2
ENR000074,37,2
ENR000075,38,2
ENR000076,39,2
ENR000077,545,2
ENR000078,697,2
ENR000079,1,3
ENR000080,2,3
ENR000081,3,3
ENR000082,4,3
ENR000083,5,3
ENR000084,6,3
ENR000085,7,3
ENR000086,8,3
ENR000087,9,3
ENR000088,10,3
ENR000089,11,3
ENR000090,12,3
ENR000091,13,3
ENR000092,14,3
ENR000093,15,3
ENR000094,16,3
ENR000095,17,3
ENR000096,18,3
ENR000097,19,3
ENR000098,20,3
ENR000099,21,3
ENR000100,22,3
ENR000101,23,3
ENR000102,24,3
ENR000103,26,3
ENR000104,27,3
ENR000105,28,3
ENR000106,29,3
ENR000107,31,3
ENR000108,32,3
ENR000109,33,3
ENR000110,34,3
ENR000111,35,3
ENR000112,36,3
ENR000113,37,3
ENR000114,38,3
ENR000115,39,3
ENR000116,545,3
ENR000117,697,3
ENR000118,1,4
ENR000119,2,4
ENR000120,3,4
ENR000121,4,4
ENR000122,5,4
ENR000123,6,4
ENR000124,7,4
ENR000125,8,4
ENR000126,9,4
ENR000127,10,4
ENR000128,11,4
ENR000129,12,4
ENR000130,13,4
ENR000131,14,4
ENR000132,15,4
ENR000133,16,4
ENR000134,17,4
ENR000135,18,4
ENR000136,19,4
ENR000137,20,4
ENR000138,21,4
ENR000139,22,4
ENR000140,23,4
ENR000141,24,4
ENR000142,26,4
ENR000143,27,4
ENR000144,28,4
ENR000145,29,4
ENR000146,31,4
ENR000147,32,4
ENR000148,33,4
ENR000149,34,4
ENR000150,35,4
ENR000151,36,4
ENR000152,37,4
ENR000153,38,4
ENR000154,39,4
ENR000155,545,4
ENR000156,697,4
ENR000157,1,5
ENR000158,2,5
ENR000159,3,5
ENR000160,4,5
ENR000161,5,5
ENR000162,6,5
ENR000163,7,5
ENR000164,8,5
ENR000165,9,5
ENR000166,10,5
ENR000167,11,5
ENR000168,12,5
ENR000169,13,5
ENR000170,14,5
ENR000171,15,5
ENR000172,16,5
ENR000173,17,5
ENR000174,18,5
ENR000175,19,5
ENR000176,20,5
ENR000177,21,5
ENR000178,22,5
ENR000179,23,5
ENR000180,24,5
ENR000181,26,5
ENR000182,27,5
ENR000183,28,5
ENR000184,29,5
ENR000185,31,5
ENR000186,32,5
ENR000187,33,5
ENR000188,34,5
ENR000189,35,5
ENR000190,36,5
ENR000191,37,5
ENR000192,38,5
ENR000193,39,5
ENR000194,545,5
ENR000195,697,5
ENR000196,40,6
ENR000197,41,6
ENR000198,43,6
ENR000199,44,6
ENR000200,45,6
ENR000201,47,6
ENR000202,48,6
ENR000203,49,6
ENR000204,50,6
ENR000205,51,6
ENR000206,52,6
ENR000207,53,6
ENR000208,54,6
ENR000209,55,6
ENR000210,56,6
ENR000211,57,6
ENR000212,58,6
ENR000213,59,6
ENR000214,60,6
ENR000215,61,6
ENR000216,62,6
ENR000217,63,6
ENR000218,64,6
ENR000219,65,6
ENR000220,66,6
ENR000221,67,6
ENR000222,68,6
ENR000223,69,6
ENR000224,70,6
ENR000225,71,6
ENR000226,72,6
ENR000227,73,6
ENR000228,74,6
ENR000229,75,6
ENR000230,76,6
ENR000231,77,6
ENR000232,78,6
ENR000233,543,6
ENR000234,735,6
ENR000235,40,7
ENR000236,41,7
ENR000237,43,7
ENR000238,44,7
ENR000239,45,7
ENR000240,47,7
ENR000241,48,7
ENR000242,49,7
ENR000243,50,7
ENR000244,51,7
ENR000245,52,7
ENR000246,53,7
ENR000247,54,7
ENR000248,55,7
ENR000249,56,7
ENR000250,57,7
ENR000251,58,7
ENR000252,59,7
ENR000253,60,7
ENR000254,61,7
ENR000255,62,7
ENR000256,63,7
ENR000257,64,7
ENR000258,65,7
ENR000259,66,7
ENR000260,67,7
ENR000261,68,7
ENR000262,69,7
ENR000263,70,7
ENR000264,71,7
ENR000265,72,7
ENR000266,73,7
ENR000267,74,7
ENR000268,75,7
ENR000269,76,7
ENR000270,77,7
ENR000271,78,7
ENR000272,543,7
ENR000273,735,7
ENR000274,40,8
ENR000275,41,8
ENR000276,43,8
ENR000277,44,8
ENR000278,45,8
ENR000279,47,8
ENR000280,48,8
ENR000281,49,8
ENR000282,50,8
ENR000283,51,8
ENR000284,52,8
ENR000285,53,8
ENR000286,54,8
ENR000287,55,8
ENR000288,56,8
ENR000289,57,8
ENR000290,58,8
ENR000291,59,8
ENR000292,60,8
ENR000293,61,8
ENR000294,62,8
ENR000295,63,8
ENR000296,64,8
ENR000297,65,8
ENR000298,66,8
ENR000299,67,8
ENR000300,68,8
ENR000301,69,8
ENR000302,70,8
ENR000303,71,8
ENR000304,72,8
ENR000305,73,8
ENR000306,74,8
ENR000307,75,8
ENR000308,76,8
ENR000309,77,8
ENR000310,78,8
ENR000311,543,8
ENR000312,735,8
ENR000313,40,9
ENR000314,41,9
ENR000315,43,9
ENR000316,44,9
ENR000317,45,9
ENR000318,47,9
ENR000319,48,9
ENR000320,49,9
ENR000321,50,9
ENR000322,51,9
ENR000323,52,9
ENR000324,53,9
ENR000325,54,9
ENR000326,55,9
ENR000327,56,9
ENR000328,57,9
ENR000329,58,9
ENR000330,59,9
ENR000331,60,9
ENR000332,61,9
ENR000333,62,9
ENR000334,63,9
ENR000335,64,9
ENR000336,65,9
ENR000337,66,9
ENR000338,67,9
ENR000339,68,9
ENR000340,69,9
ENR000341,70,9
ENR000342,71,9
ENR000343,72,9
ENR000344,73,9
ENR000345,74,9
ENR000346,75,9
ENR000347,76,9
ENR000348,77,9
ENR000349,78,9
ENR000350,543,9
ENR000351,735,9
ENR000352,40,10
ENR000353,41,10
ENR000354,43,10
ENR000355,44,10
ENR000356,45,10
ENR000357,47,10
ENR000358,48,10
ENR000359,49,10
ENR000360,50,10
ENR000361,51,10
ENR000362,52,10
ENR000363,53,10
ENR000364,54,10
ENR000365,55,10
ENR000366,56,10
ENR000367,57,10
ENR000368,58,10
ENR000369,59,10
ENR000370,60,10
ENR000371,61,10
ENR000372,62,10
ENR000373,63,10
ENR000374,64,10
ENR000375,65,10
ENR000376,66,10
ENR000377,67,10
ENR000378,68,10
ENR000379,69,10
ENR000380,70,10
ENR000381,71,10
ENR000382,72,10
ENR000383,73,10
ENR000384,74,10
ENR000385,75,10
ENR000386,76,10
ENR000387,77,10
ENR000388,78,10
ENR000389,543,10
ENR000390,735,10
ENR000391,40,11
ENR000392,41,11
ENR000393,43,11
ENR000394,44,11
ENR000395,45,11
ENR000396,47,11
ENR000397,48,11
ENR000398,49,11
ENR000399,50,11
ENR000400,51,11
ENR000401,52,11
ENR000402,53,11
ENR000403,54,11
ENR000404,55,11
ENR000405,56,11
ENR000406,57,11
ENR000407,58,11
ENR000408,59,11
ENR000409,60,11
ENR000410,61,11
ENR000411,62,11
ENR000412,63,11
ENR000413,64,11
ENR000414,65,11
ENR000415,66,11
ENR000416,67,11
ENR000417,68,11
ENR000418,69,11
ENR000419,70,11
ENR000420,71,11
ENR000421,72,11
ENR000422,73,11
ENR000423,74,11
ENR000424,75,11
ENR000425,76,11
ENR000426,77,11
ENR000427,78,11
ENR000428,543,11
ENR000429,735,11
ENR000430,40,12
ENR000431,41,12
ENR000432,43,12
ENR000433,44,12
ENR000434,45,12
ENR000435,47,12
ENR000436,48,12
ENR000437,49,12
ENR000438,50,12
ENR000439,51,12
ENR000440,52,12
ENR000441,53,12
ENR000442,54,12
ENR000443,55,12
ENR000444,56,12
ENR000445,57,12
ENR000446,58,12
ENR000447,59,12
ENR000448,60,12
ENR000449,61,12
ENR000450,62,12
ENR000451,63,12
ENR000452,64,12
ENR000453,65,12
ENR000454,66,12
ENR000455,67,12
ENR000456,68,12
ENR000457,69,12
ENR000458,70,12
ENR000459,71,12
ENR000460,72,12
ENR000461,73,12
ENR000462,74,12
ENR000463,75,12
ENR000464,76,12
ENR000465,77,12
ENR000466,78,12
ENR000467,543,12
ENR000468,735,12
ENR000469,79,13
ENR000470,80,13
ENR000471,82,13
ENR000472,83,13
ENR000473,84,13
ENR000474,85,13
ENR000475,86,13
ENR000476,87,13
ENR000477,89,13
ENR000478,90,13
ENR000479,91,13
ENR000480,93,13
ENR000481,94,13
ENR000482,95,13
ENR000483,96,13
ENR000484,97,13
ENR000485,99,13
