enrollment_id,student_id,class_id
ENR000001,1,1
ENR000002,2,1
ENR000003,3,1
ENR000004,4,1
ENR000005,5,1
ENR000006,6,1
ENR000007,7,1
ENR000008,8,1
ENR000009,9,1
ENR000010,10,1
ENR000011,11,1
ENR000012,12,1
ENR000013,13,1
ENR000014,14,1
ENR000015,15,1
ENR000016,16,1
ENR000017,17,1
ENR000018,18,1
ENR000019,19,1
ENR000020,20,1
ENR000021,21,1
ENR000022,22,1
ENR000023,23,1
ENR000024,24,1
ENR000025,26,1
ENR000026,27,1
ENR000027,28,1
ENR000028,29,1
ENR000029,31,1
ENR000030,32,1
ENR000031,33,1
ENR000032,34,1
ENR000033,35,1
ENR000034,36,1
ENR000035,37,1
ENR000036,38,1
ENR000037,39,1
ENR000038,545,1
ENR000039,697,1
ENR000040,848,1
ENR000041,901,1
ENR000042,1,2
ENR000043,2,2
ENR000044,3,2
ENR000045,4,2
ENR000046,5,2
ENR000047,6,2
ENR000048,7,2
ENR000049,8,2
ENR000050,9,2
ENR000051,10,2
ENR000052,11,2
ENR000053,12,2
ENR000054,13,2
ENR000055,14,2
ENR000056,15,2
ENR000057,16,2
ENR000058,17,2
ENR000059,18,2
ENR000060,19,2
ENR000061,20,2
ENR000062,21,2
ENR000063,22,2
ENR000064,23,2
ENR000065,24,2
ENR000066,26,2
ENR000067,27,2
ENR000068,28,2
ENR000069,29,2
ENR000070,31,2
ENR000071,32,2
ENR000072,33,2
ENR000073,34,2
ENR000074,35,2
ENR000075,36,2
ENR000076,37,2
ENR000077,38,2
ENR000078,39,2
ENR000079,545,2
ENR000080,697,2
ENR000081,848,2
ENR000082,901,2
ENR000083,1,3
ENR000084,2,3
ENR000085,3,3
ENR000086,4,3
ENR000087,5,3
ENR000088,6,3
ENR000089,7,3
ENR000090,8,3
ENR000091,9,3
ENR000092,10,3
ENR000093,11,3
ENR000094,12,3
ENR000095,13,3
ENR000096,14,3
ENR000097,15,3
ENR000098,16,3
ENR000099,17,3
ENR000100,18,3
ENR000101,19,3
ENR000102,20,3
ENR000103,21,3
ENR000104,22,3
ENR000105,23,3
ENR000106,24,3
ENR000107,26,3
ENR000108,27,3
ENR000109,28,3
ENR000110,29,3
ENR000111,31,3
ENR000112,32,3
ENR000113,33,3
ENR000114,34,3
ENR000115,35,3
ENR000116,36,3
ENR000117,37,3
ENR000118,38,3
ENR000119,39,3
ENR000120,545,3
ENR000121,697,3
ENR000122,848,3
ENR000123,901,3
ENR000124,1,4
ENR000125,2,4
ENR000126,3,4
ENR000127,4,4
ENR000128,5,4
ENR000129,6,4
ENR000130,7,4
ENR000131,8,4
ENR000132,9,4
ENR000133,10,4
ENR000134,11,4
ENR000135,12,4
ENR000136,13,4
ENR000137,14,4
ENR000138,15,4
ENR000139,16,4
ENR000140,17,4
ENR000141,18,4
ENR000142,19,4
ENR000143,20,4
ENR000144,21,4
ENR000145,22,4
ENR000146,23,4
ENR000147,24,4
ENR000148,26,4
ENR000149,27,4
ENR000150,28,4
ENR000151,29,4
ENR000152,31,4
ENR000153,32,4
ENR000154,33,4
ENR000155,34,4
ENR000156,35,4
ENR000157,36,4
ENR000158,37,4
ENR000159,38,4
ENR000160,39,4
ENR000161,545,4
ENR000162,697,4
ENR000163,848,4
ENR000164,901,4
ENR000165,1,5
ENR000166,2,5
ENR000167,3,5
ENR000168,4,5
ENR000169,5,5
ENR000170,6,5
ENR000171,7,5
ENR000172,8,5
ENR000173,9,5
ENR000174,10,5
ENR000175,11,5
ENR000176,12,5
ENR000177,13,5
ENR000178,14,5
ENR000179,15,5
ENR000180,16,5
ENR000181,17,5
ENR000182,18,5
ENR000183,19,5
ENR000184,20,5
ENR000185,21,5
ENR000186,22,5
ENR000187,23,5
ENR000188,24,5
ENR000189,26,5
ENR000190,27,5
ENR000191,28,5
ENR000192,29,5
ENR000193,31,5
ENR000194,32,5
ENR000195,33,5
ENR000196,34,5
ENR000197,35,5
ENR000198,36,5
ENR000199,37,5
ENR000200,38,5
ENR000201,39,5
ENR000202,545,5
ENR000203,697,5
ENR000204,848,5
ENR000205,901,5
ENR000206,1,6
ENR000207,2,6
ENR000208,3,6
ENR000209,4,6
ENR000210,5,6
ENR000211,6,6
ENR000212,7,6
ENR000213,8,6
ENR000214,9,6
ENR000215,10,6
ENR000216,11,6
ENR000217,12,6
ENR000218,13,6
ENR000219,14,6
ENR000220,15,6
ENR000221,16,6
ENR000222,17,6
ENR000223,18,6
ENR000224,19,6
ENR000225,20,6
ENR000226,21,6
ENR000227,22,6
ENR000228,23,6
ENR000229,24,6
ENR000230,26,6
ENR000231,27,6
ENR000232,28,6
ENR000233,29,6
ENR000234,31,6
ENR000235,32,6
ENR000236,33,6
ENR000237,34,6
ENR000238,35,6
ENR000239,36,6
ENR000240,37,6
ENR000241,38,6
ENR000242,39,6
ENR000243,545,6
ENR000244,697,6
ENR000245,848,6
ENR000246,901,6
ENR000247,1,7
ENR000248,2,7
ENR000249,3,7
ENR000250,4,7
ENR000251,5,7
ENR000252,6,7
ENR000253,7,7
ENR000254,8,7
ENR000255,9,7
ENR000256,10,7
ENR000257,11,7
ENR000258,12,7
ENR000259,13,7
ENR000260,14,7
ENR000261,15,7
ENR000262,16,7
ENR000263,17,7
ENR000264,18,7
ENR000265,19,7
ENR000266,20,7
ENR000267,21,7
ENR000268,22,7
ENR000269,23,7
ENR000270,24,7
ENR000271,26,7
ENR000272,27,7
ENR000273,28,7
ENR000274,29,7
ENR000275,31,7
ENR000276,32,7
ENR000277,33,7
ENR000278,34,7
ENR000279,35,7
ENR000280,36,7
ENR000281,37,7
ENR000282,38,7
ENR000283,39,7
ENR000284,545,7
ENR000285,697,7
ENR000286,848,7
ENR000287,901,7
ENR000288,40,8
ENR000289,41,8
ENR000290,43,8
ENR000291,44,8
ENR000292,45,8
ENR000293,48,8
ENR000294,49,8
ENR000295,50,8
ENR000296,51,8
ENR000297,52,8
ENR000298,53,8
ENR000299,54,8
ENR000300,55,8
ENR000301,56,8
ENR000302,57,8
ENR000303,58,8
ENR000304,59,8
ENR000305,60,8
ENR000306,61,8
ENR000307,62,8
ENR000308,63,8
ENR000309,64,8
ENR000310,65,8
ENR000311,66,8
ENR000312,67,8
ENR000313,68,8
ENR000314,69,8
ENR000315,70,8
ENR000316,71,8
ENR000317,73,8
ENR000318,74,8
ENR000319,75,8
ENR000320,76,8
ENR000321,77,8
ENR000322,78,8
ENR000323,543,8
ENR000324,735,8
ENR000325,899,8
ENR000326,903,8
ENR000327,40,9
ENR000328,41,9
ENR000329,43,9
ENR000330,44,9
ENR000331,45,9
ENR000332,48,9
ENR000333,49,9
ENR000334,50,9
ENR000335,51,9
ENR000336,52,9
ENR000337,53,9
ENR000338,54,9
ENR000339,55,9
ENR000340,56,9
ENR000341,57,9
ENR000342,58,9
ENR000343,59,9
ENR000344,60,9
ENR000345,61,9
ENR000346,62,9
ENR000347,63,9
ENR000348,64,9
ENR000349,65,9
ENR000350,66,9
ENR000351,67,9
ENR000352,68,9
ENR000353,69,9
ENR000354,70,9
ENR000355,71,9
ENR000356,73,9
ENR000357,74,9
ENR000358,75,9
ENR000359,76,9
ENR000360,77,9
ENR000361,78,9
ENR000362,543,9
ENR000363,735,9
ENR000364,899,9
ENR000365,903,9
ENR000366,40,10
ENR000367,41,10
ENR000368,43,10
ENR000369,44,10
ENR000370,45,10
ENR000371,48,10
ENR000372,49,10
ENR000373,50,10
ENR000374,51,10
ENR000375,52,10
ENR000376,53,10
ENR000377,54,10
ENR000378,55,10
ENR000379,56,10
ENR000380,57,10
ENR000381,58,10
ENR000382,59,10
ENR000383,60,10
ENR000384,61,10
ENR000385,62,10
ENR000386,63,10
ENR000387,64,10
ENR000388,65,10
ENR000389,66,10
ENR000390,67,10
ENR000391,68,10
ENR000392,69,10
ENR000393,70,10
ENR000394,71,10
ENR000395,73,10
ENR000396,74,10
ENR000397,75,10
ENR000398,76,10
ENR000399,77,10
ENR000400,78,10
ENR000401,543,10
ENR000402,735,10
ENR000403,899,10
ENR000404,903,10
ENR000405,40,11
ENR000406,41,11
ENR000407,43,11
ENR000408,44,11
ENR000409,45,11
ENR000410,48,11
ENR000411,49,11
ENR000412,50,11
ENR000413,51,11
ENR000414,52,11
ENR000415,53,11
ENR000416,54,11
ENR000417,55,11
ENR000418,56,11
ENR000419,57,11
ENR000420,58,11
ENR000421,59,11
ENR000422,60,11
ENR000423,61,11
ENR000424,62,11
ENR000425,63,11
ENR000426,64,11
ENR000427,65,11
ENR000428,66,11
ENR000429,67,11
ENR000430,68,11
ENR000431,69,11
ENR000432,70,11
ENR000433,71,11
ENR000434,73,11
ENR000435,74,11
ENR000436,75,11
ENR000437,76,11
ENR000438,77,11
ENR000439,78,11
ENR000440,543,11
ENR000441,735,11
ENR000442,899,11
ENR000443,903,11
ENR000444,40,12
ENR000445,41,12
ENR000446,43,12
ENR000447,44,12
ENR000448,45,12
ENR000449,48,12
ENR000450,49,12
ENR000451,50,12
ENR000452,51,12
ENR000453,52,12
ENR000454,53,12
ENR000455,54,12
ENR000456,55,12
ENR000457,56,12
ENR000458,57,12
ENR000459,58,12
ENR000460,59,12
ENR000461,60,12
ENR000462,61,12
ENR000463,62,12
ENR000464,63,12
ENR000465,64,12
ENR000466,65,12
ENR000467,66,12
ENR000468,67,12
ENR000469,68,12
ENR000470,69,12
ENR000471,70,12
ENR000472,71,12
ENR000473,73,12
ENR000474,74,12
ENR000475,75,12
ENR000476,76,12
ENR000477,77,12
ENR000478,78,12
ENR000479,543,12
ENR000480,735,12
ENR000481,899,12
ENR000482,903,12
ENR000483,40,13
ENR000484,41,13
ENR000485,43,13
