assignment_id,class_id,title,due_date,points_possible,category,term_id
1,1,Homework 1,2024-02-09,13,Homework,3
2,1,Project 2,2024-03-30,75,Project,4
3,1,Test 3,2023-12-08,93,Test,2
4,1,Quiz 4,2024-02-27,31,Quiz,3
5,1,Project 5,2023-11-28,89,Project,1
6,1,Quiz 6,2023-10-22,49,Quiz,2
7,1,Homework 7,2024-01-12,25,Homework,1
8,1,Homework 8,2023-12-28,19,Homework,3
9,1,Quiz 9,2023-09-18,37,Quiz,4
10,1,Test 10,2024-02-06,100,Test,4
11,1,Homework 11,2023-12-31,15,Homework,3
12,1,Quiz 12,2023-10-17,26,Quiz,4
13,1,Project 13,2024-04-05,54,Project,4
14,1,Quiz 14,2024-05-08,33,Quiz,2
15,1,Quiz 15,2024-04-17,48,Quiz,2
16,1,Participation 16,2023-09-04,18,Participation,3
17,1,Homework 17,2024-01-03,11,Homework,4
18,1,Participation 18,2024-05-30,15,Participation,1
19,1,Quiz 19,2023-11-18,29,Quiz,4
20,1,Participation 20,2024-01-22,15,Participation,2
21,1,Participation 21,2024-02-13,5,Participation,3
22,1,Quiz 22,2024-04-24,41,Quiz,2
23,1,Homework 23,2024-04-28,11,Homework,3
24,1,Homework 24,2023-10-11,21,Homework,2
25,1,Project 25,2023-10-15,92,Project,4
26,1,Quiz 26,2023-09-04,49,Quiz,1
27,1,Participation 27,2024-02-16,18,Participation,1
28,1,Homework 28,2023-10-26,22,Homework,2
29,1,Project 29,2024-06-03,98,Project,4
30,1,Homework 30,2023-09-08,20,Homework,4
31,1,Test 31,2024-04-23,87,Test,1
32,1,Participation 32,2024-01-07,20,Participation,2
33,1,Homework 33,2024-02-27,24,Homework,2
34,1,Quiz 34,2024-03-26,48,Quiz,1
35,1,Test 35,2024-05-08,100,Test,1
36,1,Homework 36,2024-04-17,15,Homework,4
37,1,Quiz 37,2023-09-03,38,Quiz,2
38,1,Homework 38,2023-11-24,23,Homework,1
39,1,Participation 39,2023-12-25,12,Participation,2
40,1,Participation 40,2024-05-22,6,Participation,4
41,1,Homework 41,2024-05-24,23,Homework,3
42,1,Quiz 42,2023-12-28,47,Quiz,4
43,1,Participation 43,2023-08-30,15,Participation,3
44,1,Participation 44,2024-03-21,10,Participation,2
45,1,Project 45,2023-10-03,63,Project,4
46,1,Test 46,2024-04-02,81,Test,1
47,1,Participation 47,2024-04-16,17,Participation,3
48,1,Participation 48,2024-02-02,13,Participation,1
49,1,Participation 49,2024-03-22,8,Participation,4
50,1,Participation 50,2023-12-06,14,Participation,3
51,1,Quiz 51,2023-12-11,36,Quiz,4
52,1,Participation 52,2023-12-28,17,Participation,2
53,1,Homework 53,2024-02-11,17,Homework,4
54,1,Participation 54,2023-12-30,18,Participation,2
55,1,Test 55,2024-05-25,76,Test,2
56,1,Participation 56,2024-02-15,14,Participation,2
57,1,Test 57,2024-05-22,95,Test,1
58,1,Participation 58,2024-05-31,15,Participation,3
59,1,Project 59,2024-03-22,91,Project,2
60,1,Participation 60,2023-09-25,5,Participation,4
61,1,Project 61,2024-06-04,95,Project,1
62,1,Project 62,2024-02-15,90,Project,3
63,1,Test 63,2023-12-06,100,Test,4
64,1,Project 64,2023-12-18,78,Project,4
65,1,Homework 65,2023-11-06,23,Homework,2
66,1,Participation 66,2023-09-08,16,Participation,1
67,1,Participation 67,2023-12-26,20,Participation,1
68,2,Participation 1,2023-12-05,11,Participation,4
69,2,Project 2,2023-09-16,96,Project,3
70,2,Test 3,2024-04-28,97,Test,3
71,2,Participation 4,2024-01-13,5,Participation,1
72,2,Quiz 5,2023-09-27,43,Quiz,1
73,2,Test 6,2024-01-16,99,Test,4
74,2,Project 7,2024-05-20,100,Project,4
75,2,Participation 8,2024-05-10,15,Participation,1
76,2,Homework 9,2023-12-30,10,Homework,3
77,2,Test 10,2024-02-05,83,Test,1
78,2,Participation 11,2024-03-01,5,Participation,1
79,2,Quiz 12,2023-12-12,46,Quiz,3
80,2,Project 13,2023-08-29,95,Project,2
81,2,Homework 14,2024-04-01,19,Homework,4
82,2,Homework 15,2023-11-01,18,Homework,3
83,2,Participation 16,2023-09-13,11,Participation,3
84,2,Homework 17,2023-10-10,20,Homework,1
85,2,Quiz 18,2024-06-04,31,Quiz,2
86,2,Participation 19,2024-01-25,19,Participation,2
87,2,Test 20,2024-05-02,77,Test,4
88,2,Homework 21,2024-03-06,14,Homework,4
89,2,Project 22,2023-12-26,83,Project,4
90,2,Participation 23,2024-04-15,17,Participation,4
91,2,Quiz 24,2024-04-13,27,Quiz,3
92,2,Homework 25,2024-05-15,11,Homework,2
93,2,Participation 26,2023-11-28,19,Participation,4
94,2,Project 27,2023-09-08,81,Project,2
