payment_id,guardian_id,fee_type_id,amount_paid,payment_date
PAY000001,1,4,9005,2023-08-15
PAY000002,1,4,9974,2023-09-15
PAY000003,1,4,9907,2023-10-15
PAY000004,1,4,9519,2023-11-15
PAY000005,1,4,8968,2023-12-15
PAY000006,1,4,10156,2024-01-15
PAY000007,1,4,8854,2024-02-15
PAY000008,1,4,10138,2024-03-15
PAY000009,1,4,8445,2024-04-15
PAY000010,1,1,133,2023-08-21
PAY000011,1,2,46,2023-08-29
PAY000012,2,4,9316,2023-08-15
PAY000013,2,4,8897,2023-09-15
PAY000014,2,4,10029,2023-10-15
PAY000015,2,4,9221,2023-11-15
PAY000016,2,4,8575,2023-12-15
PAY000017,2,4,9902,2024-01-15
PAY000018,2,4,9526,2024-02-15
PAY000019,2,4,8689,2024-03-15
PAY000020,2,4,8759,2024-04-15
PAY000021,2,1,119,2023-08-25
PAY000022,2,2,53,2023-08-13
PAY000023,4,4,8424,2023-08-15
PAY000024,4,4,9515,2023-09-15
PAY000025,4,4,9026,2023-10-15
PAY000026,4,4,9093,2023-11-15
PAY000027,4,4,9413,2023-12-15
PAY000028,4,4,9115,2024-01-15
PAY000029,4,4,9379,2024-02-15
PAY000030,4,4,9361,2024-03-15
PAY000031,4,4,9815,2024-04-15
PAY000032,4,2,51,2023-08-11
PAY000033,6,4,8847,2023-08-15
PAY000034,6,4,9258,2023-09-15
PAY000035,6,4,9202,2023-10-15
PAY000036,6,4,9745,2023-11-15
PAY000037,6,4,8502,2023-12-15
PAY000038,6,4,9620,2024-01-15
PAY000039,6,4,9839,2024-02-15
PAY000040,6,4,9631,2024-03-15
PAY000041,6,4,8887,2024-04-15
PAY000042,6,1,119,2023-08-18
PAY000043,6,2,45,2023-08-16
PAY000044,8,4,10037,2023-08-15
PAY000045,8,4,8529,2023-09-15
PAY000046,8,4,10134,2023-10-15
PAY000047,8,4,9775,2023-11-15
PAY000048,8,4,9910,2023-12-15
PAY000049,8,4,8550,2024-01-15
PAY000050,8,4,9118,2024-02-15
PAY000051,8,4,9453,2024-03-15
PAY000052,8,4,9780,2024-04-15
PAY000053,8,4,9799,2024-05-15
PAY000054,8,4,8930,2024-06-15
PAY000055,8,4,8675,2024-07-15
PAY000056,8,2,52,2023-08-14
PAY000057,9,4,10029,2023-08-15
PAY000058,9,4,9757,2023-09-15
PAY000059,9,4,9709,2023-10-15
PAY000060,9,4,10057,2023-11-15
PAY000061,9,4,8884,2023-12-15
PAY000062,9,4,8319,2024-01-15
PAY000063,9,4,8500,2024-02-15
PAY000064,9,4,10096,2024-03-15
PAY000065,9,4,8820,2024-04-15
PAY000066,9,1,118,2023-08-19
PAY000067,11,4,9056,2023-08-15
PAY000068,11,4,9646,2023-09-15
PAY000069,11,4,9864,2023-10-15
PAY000070,11,4,8485,2023-11-15
PAY000071,11,4,9175,2023-12-15
PAY000072,11,4,10104,2024-01-15
PAY000073,11,4,9180,2024-02-15
PAY000074,11,4,8955,2024-03-15
PAY000075,11,4,9049,2024-04-15
PAY000076,11,1,136,2023-08-20
PAY000077,12,4,9478,2023-08-15
PAY000078,12,1,141,2023-08-13
PAY000079,12,2,46,2023-08-21
PAY000080,14,4,9646,2023-08-15
PAY000081,14,4,9088,2023-09-15
PAY000082,14,4,9299,2023-10-15
PAY000083,14,4,8345,2023-11-15
PAY000084,14,4,8835,2023-12-15
PAY000085,14,4,8402,2024-01-15
PAY000086,14,4,10142,2024-02-15
PAY000087,14,4,9086,2024-03-15
PAY000088,14,4,9342,2024-04-15
PAY000089,14,1,125,2023-08-22
PAY000090,14,2,45,2023-08-10
PAY000091,16,4,8404,2023-08-15
PAY000092,16,4,9509,2023-09-15
PAY000093,16,4,8453,2023-10-15
PAY000094,16,4,8762,2023-11-15
PAY000095,16,4,9192,2023-12-15
PAY000096,16,4,9639,2024-01-15
PAY000097,16,4,9565,2024-02-15
PAY000098,16,4,9656,2024-03-15
PAY000099,16,4,10156,2024-04-15
PAY000100,17,4,8897,2023-08-15
PAY000101,17,4,9357,2023-09-15
PAY000102,17,4,10019,2023-10-15
PAY000103,17,4,9962,2023-11-15
PAY000104,17,4,9515,2023-12-15
PAY000105,17,4,9121,2024-01-15
PAY000106,17,4,9962,2024-02-15
PAY000107,17,4,9402,2024-03-15
PAY000108,17,4,9145,2024-04-15
PAY000109,17,1,129,2023-08-10
PAY000110,17,2,54,2023-08-21
PAY000111,18,4,8389,2023-08-15
PAY000112,18,4,10005,2023-09-15
PAY000113,18,4,8449,2023-10-15
PAY000114,18,4,9420,2023-11-15
PAY000115,18,4,9047,2023-12-15
PAY000116,18,4,9500,2024-01-15
PAY000117,18,4,9149,2024-02-15
PAY000118,18,4,9741,2024-03-15
PAY000119,18,4,9797,2024-04-15
PAY000120,18,1,128,2023-08-21
PAY000121,18,2,53,2023-08-22
PAY000122,19,4,9121,2023-08-15
PAY000123,19,1,138,2023-08-17
PAY000124,19,2,45,2023-08-16
PAY000125,20,4,8454,2023-08-15
PAY000126,20,4,10063,2023-09-15
PAY000127,20,4,8785,2023-10-15
PAY000128,20,4,8841,2023-11-15
PAY000129,20,4,10000,2023-12-15
PAY000130,20,4,9937,2024-01-15
PAY000131,20,4,9507,2024-02-15
PAY000132,20,4,9361,2024-03-15
PAY000133,20,4,9483,2024-04-15
PAY000134,20,1,126,2023-08-13
PAY000135,20,2,54,2023-08-10
PAY000136,22,4,9192,2023-08-15
PAY000137,22,4,9589,2023-09-15
PAY000138,22,4,8448,2023-10-15
PAY000139,22,4,9365,2023-11-15
PAY000140,22,4,9071,2023-12-15
PAY000141,22,4,8912,2024-01-15
PAY000142,22,4,9466,2024-02-15
PAY000143,22,4,8725,2024-03-15
PAY000144,22,4,9300,2024-04-15
PAY000145,22,4,8417,2024-05-15
PAY000146,22,4,9118,2024-06-15
PAY000147,22,4,8784,2024-07-15
PAY000148,22,2,48,2023-08-11
PAY000149,23,4,8611,2023-08-15
PAY000150,23,4,9565,2023-09-15
PAY000151,23,4,8561,2023-10-15
PAY000152,23,4,8341,2023-11-15
PAY000153,23,4,10083,2023-12-15
PAY000154,23,4,10075,2024-01-15
PAY000155,23,4,8346,2024-02-15
PAY000156,23,4,9490,2024-03-15
PAY000157,23,4,10097,2024-04-15
PAY000158,23,4,8805,2024-05-15
PAY000159,23,4,9113,2024-06-15
PAY000160,23,4,9461,2024-07-15
PAY000161,23,1,138,2023-08-16
PAY000162,23,2,49,2023-08-18
PAY000163,24,4,9935,2023-08-15
PAY000164,24,4,9772,2023-09-15
PAY000165,24,4,8385,2023-10-15
PAY000166,24,4,9219,2023-11-15
PAY000167,24,4,8637,2023-12-15
PAY000168,24,4,9768,2024-01-15
PAY000169,24,4,9007,2024-02-15
PAY000170,24,4,9341,2024-03-15
PAY000171,24,4,9749,2024-04-15
PAY000172,24,4,8953,2024-05-15
PAY000173,24,4,9231,2024-06-15
PAY000174,24,4,8935,2024-07-15
PAY000175,24,1,133,2023-08-27
PAY000176,24,2,49,2023-08-10
PAY000177,26,4,8689,2023-08-15
PAY000178,26,4,8847,2023-09-15
PAY000179,26,4,9303,2023-10-15
PAY000180,26,4,8358,2023-11-15
PAY000181,26,4,9944,2023-12-15
PAY000182,26,4,8973,2024-01-15
PAY000183,26,4,8893,2024-02-15
PAY000184,26,4,8533,2024-03-15
PAY000185,26,4,8667,2024-04-15
PAY000186,26,2,47,2023-08-24
PAY000187,28,4,8901,2023-08-15
PAY000188,28,4,8409,2023-09-15
PAY000189,28,4,9030,2023-10-15
PAY000190,28,4,8536,2023-11-15
PAY000191,28,4,8377,2023-12-15
PAY000192,28,4,8829,2024-01-15
PAY000193,28,4,9181,2024-02-15
PAY000194,28,4,8814,2024-03-15
PAY000195,28,4,8727,2024-04-15
PAY000196,28,2,48,2023-08-24
PAY000197,29,4,9390,2023-08-15
PAY000198,29,4,9895,2023-09-15
PAY000199,29,4,8876,2023-10-15
PAY000200,29,4,9270,2023-11-15
PAY000201,29,4,9404,2023-12-15
PAY000202,29,4,9933,2024-01-15
PAY000203,29,4,9356,2024-02-15
PAY000204,29,4,8611,2024-03-15
PAY000205,29,4,8495,2024-04-15
PAY000206,29,1,133,2023-08-14
PAY000207,29,2,46,2023-08-29
PAY000208,30,4,8787,2023-08-15
PAY000209,30,4,9802,2023-09-15
PAY000210,30,4,9256,2023-10-15
PAY000211,30,4,8678,2023-11-15
PAY000212,30,4,9477,2023-12-15
PAY000213,30,4,8770,2024-01-15
PAY000214,30,4,9446,2024-02-15
PAY000215,30,4,8728,2024-03-15
PAY000216,30,4,9521,2024-04-15
PAY000217,30,1,119,2023-08-17
PAY000218,30,2,51,2023-08-11
PAY000219,31,4,9829,2023-08-15
PAY000220,31,1,137,2023-08-17
PAY000221,31,2,47,2023-08-23
PAY000222,32,4,8406,2023-08-15
PAY000223,32,4,9989,2023-09-15
PAY000224,32,4,10093,2023-10-15
PAY000225,32,4,9649,2023-11-15
PAY000226,32,4,10027,2023-12-15
PAY000227,32,4,9094,2024-01-15
PAY000228,32,4,9862,2024-02-15
PAY000229,32,4,9393,2024-03-15
PAY000230,32,4,10060,2024-04-15
PAY000231,32,4,9557,2024-05-15
PAY000232,32,4,9323,2024-06-15
PAY000233,32,4,9678,2024-07-15
