calendar_date,is_school_day,is_holiday,holiday_name,comment,day_type,label
2023-08-01,False,False,,,break,
2023-08-02,False,False,,,break,
2023-08-03,False,False,,,break,
2023-08-04,False,False,,,break,
2023-08-05,False,False,,Weekend,weekend,
2023-08-06,False,False,,Weekend,weekend,
2023-08-07,False,False,,,break,
2023-08-08,False,False,,,break,
2023-08-09,False,False,,,break,
2023-08-10,False,False,,,break,
2023-08-11,False,False,,,break,
2023-08-12,False,False,,Weekend,weekend,
2023-08-13,False,False,,Weekend,weekend,
2023-08-14,False,False,,,break,
2023-08-15,False,False,,,break,
2023-08-16,False,False,,,break,
2023-08-17,False,False,,,break,
2023-08-18,False,False,,,break,
2023-08-19,False,False,,Weekend,weekend,
2023-08-20,False,False,,Weekend,weekend,
2023-08-21,False,False,,,break,
2023-08-22,False,False,,,break,
2023-08-23,False,False,,,break,
2023-08-24,False,False,,,break,
2023-08-25,False,False,,,break,
2023-08-26,False,False,,Weekend,weekend,
2023-08-27,False,False,,Weekend,weekend,
2023-08-28,True,False,,,school_day,
2023-08-29,True,False,,,school_day,
2023-08-30,True,False,,,school_day,
2023-08-31,True,False,,,school_day,
2023-09-01,True,False,,,school_day,
2023-09-02,False,False,,Weekend,weekend,
2023-09-03,False,False,,Weekend,weekend,
2023-09-04,True,False,,,school_day,
2023-09-05,True,False,,,school_day,
2023-09-06,True,False,,,school_day,
2023-09-07,True,False,,,school_day,
2023-09-08,True,False,,,school_day,
2023-09-09,False,False,,Weekend,weekend,
2023-09-10,False,False,,Weekend,weekend,
2023-09-11,True,False,,,school_day,
2023-09-12,True,False,,,school_day,
2023-09-13,True,False,,,school_day,
2023-09-14,True,False,,,school_day,
2023-09-15,True,False,,,school_day,
2023-09-16,False,False,,Weekend,weekend,
2023-09-17,False,False,,Weekend,weekend,
2023-09-18,True,False,,,school_day,
2023-09-19,True,False,,,school_day,
2023-09-20,True,False,,,school_day,
2023-09-21,True,False,,,school_day,
2023-09-22,True,False,,,school_day,
2023-09-23,False,False,,Weekend,weekend,
2023-09-24,False,False,,Weekend,weekend,
2023-09-25,True,False,,,school_day,
2023-09-26,True,False,,,school_day,
2023-09-27,True,False,,,school_day,
2023-09-28,True,False,,,school_day,
2023-09-29,True,False,,,school_day,
2023-09-30,False,False,,Weekend,weekend,
2023-10-01,False,False,,Weekend,weekend,
2023-10-02,True,False,,,school_day,
2023-10-03,True,False,,,school_day,
2023-10-04,True,False,,,school_day,
2023-10-05,True,False,,,school_day,
2023-10-06,True,False,,,school_day,
2023-10-07,False,False,,Weekend,weekend,
2023-10-08,False,False,,Weekend,weekend,
2023-10-09,True,False,,,school_day,
2023-10-10,True,False,,,school_day,
2023-10-11,True,False,,,school_day,
2023-10-12,True,False,,,school_day,
2023-10-13,True,False,,,school_day,
2023-10-14,False,False,,Weekend,weekend,
2023-10-15,False,False,,Weekend,weekend,
2023-10-16,True,False,,,school_day,
2023-10-17,True,False,,,school_day,
2023-10-18,True,False,,,school_day,
2023-10-19,True,False,,,school_day,
2023-10-20,True,False,,,school_day,
2023-10-21,False,False,,Weekend,weekend,
2023-10-22,False,False,,Weekend,weekend,
2023-10-23,True,False,,,school_day,
2023-10-24,True,False,,,school_day,
2023-10-25,True,False,,,school_day,
2023-10-26,True,False,,,school_day,
2023-10-27,True,False,,,school_day,
2023-10-28,False,False,,Weekend,weekend,
2023-10-29,False,False,,Weekend,weekend,
2023-10-30,True,False,,,school_day,
2023-10-31,True,False,,,school_day,
2023-11-01,True,False,,,school_day,
2023-11-02,True,False,,,school_day,
2023-11-03,True,False,,,school_day,
2023-11-04,False,False,,Weekend,weekend,
2023-11-05,False,False,,Weekend,weekend,
2023-11-06,True,False,,,school_day,
2023-11-07,True,False,,,school_day,
2023-11-08,True,False,,,school_day,
2023-11-09,True,False,,,school_day,
2023-11-10,True,False,,,school_day,
2023-11-11,False,False,,Weekend,weekend,
2023-11-12,False,False,,Weekend,weekend,
2023-11-13,True,False,,,school_day,
2023-11-14,True,False,,,school_day,
2023-11-15,True,False,,,school_day,
2023-11-16,True,False,,,school_day,
2023-11-17,True,False,,,school_day,
2023-11-18,False,False,,Weekend,weekend,
2023-11-19,False,False,,Weekend,weekend,
2023-11-20,True,False,,,school_day,
2023-11-21,True,False,,,school_day,
2023-11-22,True,False,,,school_day,
2023-11-23,True,False,,,school_day,
2023-11-24,True,False,,,school_day,
2023-11-25,False,True,,Weekend,weekend,
2023-11-26,False,True,,Weekend,weekend,
2023-11-27,False,True,,Holiday,holiday,
2023-11-28,False,True,,Holiday,holiday,
2023-11-29,False,True,,Holiday,holiday,
2023-11-30,True,False,,,school_day,
2023-12-01,True,False,,,school_day,
2023-12-02,False,False,,Weekend,weekend,
2023-12-03,False,False,,Weekend,weekend,
2023-12-04,True,False,,,school_day,
2023-12-05,True,False,,,school_day,
2023-12-06,True,False,,,school_day,
2023-12-07,True,False,,,school_day,
2023-12-08,True,False,,,school_day,
2023-12-09,False,False,,Weekend,weekend,
2023-12-10,False,False,,Weekend,weekend,
2023-12-11,True,False,,,school_day,
2023-12-12,True,False,,,school_day,
2023-12-13,True,False,,,school_day,
2023-12-14,True,False,,,school_day,
2023-12-15,True,False,,,school_day,
2023-12-16,False,False,,Weekend,weekend,
2023-12-17,False,False,,Weekend,weekend,
2023-12-18,True,False,,,school_day,
2023-12-19,True,False,,,school_day,
2023-12-20,True,False,,,school_day,
2023-12-21,True,False,,,school_day,
2023-12-22,True,False,,,school_day,
2023-12-23,False,True,,Weekend,weekend,
2023-12-24,False,True,,Weekend,weekend,
2023-12-25,False,True,,Holiday,holiday,
2023-12-26,False,True,,Holiday,holiday,
2023-12-27,False,True,,Holiday,holiday,
2023-12-28,False,True,,Holiday,holiday,
2023-12-29,False,True,,Holiday,holiday,
2023-12-30,False,True,,Weekend,weekend,
2023-12-31,False,True,,Weekend,weekend,
2024-01-01,True,False,,,school_day,
2024-01-02,True,False,,,school_day,
2024-01-03,True,False,,,school_day,
2024-01-04,True,False,,,school_day,
2024-01-05,True,False,,,school_day,
2024-01-06,False,False,,Weekend,weekend,
2024-01-07,False,False,,Weekend,weekend,
2024-01-08,True,False,,,school_day,
2024-01-09,True,False,,,school_day,
2024-01-10,True,False,,,school_day,
2024-01-11,True,False,,,school_day,
2024-01-12,True,False,,,school_day,
2024-01-13,False,False,,Weekend,weekend,
2024-01-14,False,False,,Weekend,weekend,
2024-01-15,True,False,,,school_day,
2024-01-16,True,False,,,school_day,
2024-01-17,True,False,,,school_day,
2024-01-18,True,False,,,school_day,
2024-01-19,True,False,,,school_day,
2024-01-20,False,False,,Weekend,weekend,
2024-01-21,False,False,,Weekend,weekend,
2024-01-22,True,False,,,school_day,
2024-01-23,True,False,,,school_day,
2024-01-24,True,False,,,school_day,
2024-01-25,True,False,,,school_day,
2024-01-26,True,False,,,school_day,
2024-01-27,False,False,,Weekend,weekend,
2024-01-28,False,False,,Weekend,weekend,
2024-01-29,True,False,,,school_day,
2024-01-30,True,False,,,school_day,
2024-01-31,True,False,,,school_day,
2024-02-01,True,False,,,school_day,
2024-02-02,True,False,,,school_day,
2024-02-03,False,False,,Weekend,weekend,
2024-02-04,False,False,,Weekend,weekend,
2024-02-05,True,False,,,school_day,
2024-02-06,True,False,,,school_day,
2024-02-07,True,False,,,school_day,
2024-02-08,True,False,,,school_day,
2024-02-09,True,False,,,school_day,
2024-02-10,False,False,,Weekend,weekend,
2024-02-11,False,False,,Weekend,weekend,
2024-02-12,True,False,,,school_day,
2024-02-13,True,False,,,school_day,
2024-02-14,True,False,,,school_day,
2024-02-15,True,False,,,school_day,
2024-02-16,True,False,,,school_day,
2024-02-17,False,False,,Weekend,weekend,
2024-02-18,False,False,,Weekend,weekend,
2024-02-19,True,False,,,school_day,
2024-02-20,True,False,,,school_day,
2024-02-21,True,False,,,school_day,
