grade_id,student_id,assignment_id,score,submitted_on,term_id
1,1,1,16,2024-06-02,4
2,2,1,15,2024-06-02,4
3,3,1,16,2024-06-02,4
4,4,1,16,2024-06-02,4
5,5,1,16,2024-06-02,4
6,7,1,15,2024-06-02,4
7,8,1,15,2024-06-02,4
8,9,1,13,2024-06-02,4
9,10,1,14,2024-06-02,4
10,11,1,16,2024-06-02,4
11,12,1,14,2024-06-02,4
12,13,1,13,2024-06-02,4
13,14,1,14,2024-06-02,4
14,15,1,13,2024-06-02,4
15,16,1,14,2024-06-02,4
16,17,1,12,2024-06-02,4
17,18,1,13,2024-06-02,4
18,19,1,13,2024-06-02,4
19,20,1,13,2024-06-02,4
20,21,1,15,2024-06-02,4
21,22,1,15,2024-06-02,4
22,23,1,13,2024-06-02,4
23,24,1,14,2024-06-02,4
24,26,1,14,2024-06-02,4
25,27,1,13,2024-06-02,4
26,28,1,12,2024-06-02,4
27,29,1,13,2024-06-02,4
28,31,1,15,2024-06-02,4
29,32,1,13,2024-06-02,4
30,33,1,14,2024-06-02,4
31,34,1,11,2024-06-02,4
32,35,1,14,2024-06-02,4
33,36,1,13,2024-06-02,4
34,37,1,5,2024-06-02,4
35,38,1,13,2024-06-02,4
36,39,1,14,2024-06-02,4
37,638,1,16,2024-06-02,4
38,739,1,14,2024-06-02,4
39,844,1,15,2024-06-02,4
40,1,2,22,2024-04-05,4
41,2,2,28,2024-04-05,4
42,3,2,22,2024-04-05,4
43,4,2,29,2024-04-05,4
44,5,2,25,2024-04-05,4
45,7,2,28,2024-04-05,4
46,8,2,26,2024-04-05,4
47,9,2,20,2024-04-05,4
48,10,2,22,2024-04-05,4
49,11,2,22,2024-04-05,4
50,12,2,24,2024-04-05,4
51,13,2,19,2024-04-05,4
52,14,2,20,2024-04-05,4
53,15,2,24,2024-04-05,4
54,16,2,23,2024-04-05,4
55,17,2,27,2024-04-05,4
56,18,2,12,2024-04-05,4
57,19,2,29,2024-04-05,4
58,20,2,26,2024-04-05,4
59,21,2,28,2024-04-05,4
60,22,2,23,2024-04-05,4
61,23,2,27,2024-04-05,4
62,24,2,26,2024-04-05,4
63,26,2,29,2024-04-05,4
64,27,2,25,2024-04-05,4
65,28,2,26,2024-04-05,4
66,29,2,27,2024-04-05,4
67,31,2,22,2024-04-05,4
68,32,2,24,2024-04-05,4
69,33,2,29,2024-04-05,4
70,34,2,27,2024-04-05,4
71,35,2,26,2024-04-05,4
72,36,2,27,2024-04-05,4
73,37,2,24,2024-04-05,4
74,38,2,26,2024-04-05,4
75,39,2,21,2024-04-05,4
76,638,2,29,2024-04-05,4
77,739,2,23,2024-04-05,4
78,844,2,23,2024-04-05,4
79,1,3,48,2023-10-04,1
80,2,3,54,2023-10-04,1
81,3,3,53,2023-10-04,1
82,4,3,55,2023-10-04,1
