attendance_id,student_id,date,status
ATT000001,1,2016-08-26,Present
ATT000002,1,2016-08-29,Present
ATT000003,1,2016-08-30,Present
ATT000004,1,2016-08-31,Present
ATT000005,1,2016-09-01,Present
ATT000006,1,2016-09-02,Present
ATT000007,1,2016-09-05,Present
ATT000008,1,2016-09-06,Present
ATT000009,1,2016-09-07,Excused
ATT000010,1,2016-09-08,Present
ATT000011,1,2016-09-09,Present
ATT000012,1,2016-09-12,Present
ATT000013,1,2016-09-13,Present
ATT000014,1,2016-09-14,Absent
ATT000015,1,2016-09-15,Present
ATT000016,1,2016-09-16,Present
ATT000017,1,2016-09-19,Present
ATT000018,1,2016-09-20,Present
ATT000019,1,2016-09-21,Present
ATT000020,1,2016-09-22,Present
ATT000021,1,2016-09-23,Present
ATT000022,1,2016-09-26,Present
ATT000023,1,2016-09-27,Present
ATT000024,1,2016-09-28,Present
ATT000025,1,2016-09-29,Present
ATT000026,1,2016-09-30,Present
ATT000027,1,2016-10-03,Absent
ATT000028,1,2016-10-04,Present
ATT000029,1,2016-10-05,Present
ATT000030,1,2016-10-06,Present
ATT000031,1,2016-10-07,Present
ATT000032,1,2016-10-10,Present
ATT000033,1,2016-10-11,Present
ATT000034,1,2016-10-12,Present
ATT000035,1,2016-10-13,Absent
ATT000036,1,2016-10-14,Present
ATT000037,1,2016-10-17,Present
ATT000038,1,2016-10-18,Present
ATT000039,1,2016-10-19,Present
ATT000040,1,2016-10-20,Tardy
ATT000041,1,2016-10-21,Present
ATT000042,1,2016-10-24,Present
ATT000043,1,2016-10-25,Present
ATT000044,1,2016-10-26,Present
ATT000045,1,2016-10-27,Present
ATT000046,1,2016-10-28,Present
ATT000047,1,2016-10-31,Present
ATT000048,1,2016-11-01,Tardy
ATT000049,1,2016-11-02,Present
ATT000050,1,2016-11-03,Present
ATT000051,1,2016-11-04,Present
ATT000052,1,2016-11-07,Present
ATT000053,1,2016-11-08,Present
ATT000054,1,2016-11-09,Present
ATT000055,1,2016-11-10,Present
ATT000056,1,2016-11-11,Present
ATT000057,1,2016-11-14,Present
ATT000058,1,2016-11-15,Present
ATT000059,1,2016-11-16,Present
ATT000060,1,2016-11-17,Present
ATT000061,1,2016-11-18,Present
ATT000062,1,2016-11-21,Present
ATT000063,1,2016-11-22,Present
ATT000064,1,2016-11-23,Present
ATT000065,1,2016-11-24,Present
ATT000066,1,2016-11-30,Present
ATT000067,1,2016-12-01,Present
ATT000068,1,2016-12-02,Present
ATT000069,1,2016-12-05,Present
ATT000070,1,2016-12-06,Present
ATT000071,1,2016-12-07,Present
ATT000072,1,2016-12-08,Present
ATT000073,1,2016-12-09,Present
ATT000074,1,2016-12-12,Excused
ATT000075,1,2016-12-13,Present
ATT000076,1,2016-12-14,Excused
ATT000077,1,2016-12-15,Present
ATT000078,1,2016-12-16,Present
ATT000079,1,2016-12-19,Present
ATT000080,1,2016-12-20,Present
ATT000081,1,2016-12-21,Present
ATT000082,1,2016-12-22,Present
