calendar_date,is_school_day,is_holiday,holiday_name,comment,day_type,label
2016-08-26,True,False,,,school_day,
2016-08-27,False,False,,Weekend,weekend,Weekend
2016-08-28,False,False,,Weekend,weekend,Weekend
2016-08-29,True,False,,,school_day,
2016-08-30,True,False,,,school_day,
2016-08-31,True,False,,,school_day,
2016-09-01,True,False,,,school_day,
2016-09-02,False,True,Labor Day,Labor Day,holiday,Labor Day
2016-09-03,False,False,,Weekend,weekend,Weekend
2016-09-04,False,False,,Weekend,weekend,Weekend
2016-09-05,True,False,,,school_day,
2016-09-06,True,False,,,school_day,
2016-09-07,True,False,,,school_day,
2016-09-08,True,False,,,school_day,
2016-09-09,True,False,,,school_day,
2016-09-10,False,False,,Weekend,weekend,Weekend
2016-09-11,False,False,,Weekend,weekend,Weekend
2016-09-12,True,False,,,school_day,
2016-09-13,True,False,,,school_day,
2016-09-14,True,False,,,school_day,
2016-09-15,True,False,,,school_day,
2016-09-16,True,False,,,school_day,
2016-09-17,False,False,,Weekend,weekend,Weekend
2016-09-18,False,False,,Weekend,weekend,Weekend
2016-09-19,True,False,,,school_day,
2016-09-20,True,False,,,school_day,
2016-09-21,True,False,,,school_day,
2016-09-22,True,False,,,school_day,
2016-09-23,True,False,,,school_day,
2016-09-24,False,False,,Weekend,weekend,Weekend
2016-09-25,False,False,,Weekend,weekend,Weekend
2016-09-26,True,False,,,school_day,
2016-09-27,True,False,,,school_day,
2016-09-28,True,False,,,school_day,
2016-09-29,True,False,,,school_day,
2016-09-30,True,False,,,school_day,
2016-10-01,False,False,,Weekend,weekend,Weekend
2016-10-02,False,False,,Weekend,weekend,Weekend
2016-10-03,True,False,,,school_day,
2016-10-04,True,False,,,school_day,
2016-10-05,True,False,,,school_day,
2016-10-06,True,False,,,school_day,
2016-10-07,True,False,,,school_day,
2016-10-08,False,False,,Weekend,weekend,Weekend
2016-10-09,False,False,,Weekend,weekend,Weekend
2016-10-10,True,False,,,school_day,
2016-10-11,True,False,,,school_day,
2016-10-12,True,False,,,school_day,
2016-10-13,True,False,,,school_day,
2016-10-14,False,True,Columbus Day,Columbus Day,holiday,Columbus Day
2016-10-15,False,False,,Weekend,weekend,Weekend
2016-10-16,False,False,,Weekend,weekend,Weekend
2016-10-17,True,False,,,school_day,
2016-10-18,True,False,,,school_day,
2016-10-19,True,False,,,school_day,
2016-10-20,True,False,,,school_day,
2016-10-21,True,False,,,school_day,
2016-10-22,False,False,,Weekend,weekend,Weekend
