payment_id,guardian_id,fee_type_id,amount_paid,payment_date
PAY000001,1,4,7843,2016-08-15
PAY000002,1,4,7870,2016-09-15
PAY000003,1,4,8634,2016-10-15
PAY000004,1,4,8415,2016-11-15
PAY000005,1,4,7973,2016-12-15
PAY000006,1,4,7812,2017-01-15
PAY000007,1,4,7968,2017-02-15
PAY000008,1,4,7674,2017-03-15
PAY000009,1,4,8674,2017-04-15
PAY000010,1,1,102,2016-08-30
PAY000011,1,2,50,2016-08-29
PAY000012,2,4,8269,2016-08-15
PAY000013,2,2,46,2016-08-30
PAY000014,4,4,7798,2016-08-15
PAY000015,4,4,7479,2016-09-15
PAY000016,4,4,7761,2016-10-15
PAY000017,4,4,7379,2016-11-15
PAY000018,4,4,7244,2016-12-15
PAY000019,4,4,7895,2017-01-15
PAY000020,4,4,8426,2017-02-15
PAY000021,4,4,7298,2017-03-15
PAY000022,4,4,7494,2017-04-15
PAY000023,4,4,7938,2017-05-15
PAY000024,4,4,7390,2017-06-15
PAY000025,4,4,7936,2017-07-15
PAY000026,4,1,105,2016-08-26
PAY000027,4,2,45,2016-08-11
PAY000028,6,4,8718,2016-08-15
PAY000029,6,4,7397,2016-09-15
PAY000030,6,4,7951,2016-10-15
PAY000031,6,4,7443,2016-11-15
PAY000032,6,4,8324,2016-12-15
PAY000033,6,4,8003,2017-01-15
PAY000034,6,4,7867,2017-02-15
PAY000035,6,4,7592,2017-03-15
PAY000036,6,4,8206,2017-04-15
PAY000037,6,1,99,2016-08-10
PAY000038,6,2,45,2016-08-26
PAY000039,8,4,7712,2016-08-15
PAY000040,8,4,8749,2016-09-15
PAY000041,8,4,7639,2016-10-15
PAY000042,8,4,7235,2016-11-15
PAY000043,8,4,8420,2016-12-15
PAY000044,8,4,8710,2017-01-15
PAY000045,8,4,8021,2017-02-15
PAY000046,8,4,8551,2017-03-15
PAY000047,8,4,8554,2017-04-15
PAY000048,8,1,96,2016-08-13
PAY000049,9,4,8053,2016-08-15
PAY000050,9,4,8303,2016-09-15
PAY000051,9,4,7248,2016-10-15
PAY000052,9,4,7867,2016-11-15
PAY000053,9,4,7565,2016-12-15
PAY000054,9,4,8686,2017-01-15
PAY000055,9,4,7669,2017-02-15
PAY000056,9,4,7264,2017-03-15
PAY000057,9,4,7895,2017-04-15
PAY000058,9,4,7754,2017-05-15
PAY000059,9,4,8071,2017-06-15
PAY000060,9,4,7521,2017-07-15
PAY000061,9,2,52,2016-08-29
PAY000062,11,4,8556,2016-08-15
PAY000063,11,4,7646,2016-09-15
PAY000064,11,4,7396,2016-10-15
PAY000065,11,4,7510,2016-11-15
PAY000066,11,4,8156,2016-12-15
PAY000067,11,4,8217,2017-01-15
PAY000068,11,4,7546,2017-02-15
PAY000069,11,4,8719,2017-03-15
PAY000070,11,4,7264,2017-04-15
PAY000071,11,1,100,2016-08-25
PAY000072,11,2,45,2016-08-14
PAY000073,12,4,8194,2016-08-15
PAY000074,12,4,7412,2016-09-15
PAY000075,12,4,7360,2016-10-15
PAY000076,12,4,7658,2016-11-15
PAY000077,12,4,8374,2016-12-15
PAY000078,12,4,7943,2017-01-15
PAY000079,12,4,8653,2017-02-15
PAY000080,12,4,8446,2017-03-15
PAY000081,12,4,8397,2017-04-15
PAY000082,12,1,92,2016-08-24
PAY000083,12,2,51,2016-08-13
PAY000084,14,4,8676,2016-08-15
PAY000085,14,4,8551,2016-09-15
PAY000086,14,4,8680,2016-10-15
PAY000087,14,4,8037,2016-11-15
PAY000088,14,4,7275,2016-12-15
PAY000089,14,4,7736,2017-01-15
PAY000090,14,4,8528,2017-02-15
PAY000091,14,4,7749,2017-03-15
PAY000092,14,4,8158,2017-04-15
PAY000093,14,1,106,2016-08-19
PAY000094,16,4,8694,2016-08-15
PAY000095,16,4,7523,2016-09-15
PAY000096,16,4,7647,2016-10-15
PAY000097,16,4,8137,2016-11-15
PAY000098,16,4,8777,2016-12-15
PAY000099,16,4,8318,2017-01-15
PAY000100,16,4,8763,2017-02-15
PAY000101,16,4,8619,2017-03-15
PAY000102,16,4,7825,2017-04-15
PAY000103,17,4,7268,2016-08-15
PAY000104,17,4,7869,2016-09-15
PAY000105,17,4,8159,2016-10-15
PAY000106,17,4,8542,2016-11-15
PAY000107,17,4,8792,2016-12-15
PAY000108,17,4,8345,2017-01-15
PAY000109,17,4,7469,2017-02-15
PAY000110,17,4,8577,2017-03-15
PAY000111,17,4,8106,2017-04-15
PAY000112,17,2,46,2016-08-24
PAY000113,18,4,8474,2016-08-15
PAY000114,18,1,109,2016-08-30
PAY000115,18,2,45,2016-08-27
PAY000116,19,4,7251,2016-08-15
PAY000117,19,4,7247,2016-09-15
PAY000118,19,4,7608,2016-10-15
PAY000119,19,4,8081,2016-11-15
PAY000120,19,4,7203,2016-12-15
PAY000121,19,4,7329,2017-01-15
PAY000122,19,4,7866,2017-02-15
PAY000123,19,4,7657,2017-03-15
PAY000124,19,4,8600,2017-04-15
PAY000125,19,4,7808,2017-05-15
PAY000126,19,4,7624,2017-06-15
PAY000127,19,4,8526,2017-07-15
PAY000128,19,1,97,2016-08-30
PAY000129,20,4,8191,2016-08-15
PAY000130,20,4,8673,2016-09-15
PAY000131,20,4,8067,2016-10-15
PAY000132,20,4,7875,2016-11-15
PAY000133,20,4,7868,2016-12-15
PAY000134,20,4,8037,2017-01-15
PAY000135,20,4,7461,2017-02-15
PAY000136,20,4,8162,2017-03-15
PAY000137,20,4,7808,2017-04-15
PAY000138,20,1,107,2016-08-15
PAY000139,20,2,52,2016-08-13
PAY000140,22,4,8673,2016-08-15
PAY000141,22,4,8228,2016-09-15
PAY000142,22,4,7909,2016-10-15
PAY000143,22,4,7686,2016-11-15
PAY000144,22,4,7252,2016-12-15
PAY000145,22,4,7684,2017-01-15
PAY000146,22,4,7783,2017-02-15
PAY000147,22,4,8074,2017-03-15
PAY000148,22,4,7577,2017-04-15
PAY000149,22,1,107,2016-08-23
PAY000150,22,2,48,2016-08-16
PAY000151,23,4,8093,2016-08-15
PAY000152,23,4,8206,2016-09-15
PAY000153,23,4,8681,2016-10-15
PAY000154,23,4,8789,2016-11-15
PAY000155,23,4,7316,2016-12-15
PAY000156,23,4,7887,2017-01-15
PAY000157,23,4,7725,2017-02-15
PAY000158,23,4,7708,2017-03-15
PAY000159,23,4,7751,2017-04-15
PAY000160,23,2,51,2016-08-10
PAY000161,24,4,8579,2016-08-15
PAY000162,24,4,8416,2016-09-15
PAY000163,24,4,8350,2016-10-15
PAY000164,24,4,8584,2016-11-15
PAY000165,24,4,7960,2016-12-15
PAY000166,24,4,8599,2017-01-15
PAY000167,24,4,7666,2017-02-15
PAY000168,24,4,7533,2017-03-15
PAY000169,24,4,7746,2017-04-15
PAY000170,24,1,109,2016-08-30
PAY000171,26,4,8184,2016-08-15
PAY000172,26,4,7217,2016-09-15
PAY000173,26,4,8298,2016-10-15
PAY000174,26,4,8388,2016-11-15
PAY000175,26,4,8077,2016-12-15
PAY000176,26,4,7905,2017-01-15
PAY000177,26,4,8665,2017-02-15
PAY000178,26,4,7487,2017-03-15
PAY000179,26,4,8615,2017-04-15
PAY000180,26,1,100,2016-08-17
PAY000181,26,2,49,2016-08-16
PAY000182,28,4,8572,2016-08-15
PAY000183,28,4,7719,2016-09-15
PAY000184,28,4,8552,2016-10-15
PAY000185,28,4,8682,2016-11-15
PAY000186,28,4,7783,2016-12-15
PAY000187,28,4,8447,2017-01-15
PAY000188,28,4,8288,2017-02-15
PAY000189,28,4,7740,2017-03-15
PAY000190,28,4,7212,2017-04-15
PAY000191,28,1,107,2016-08-15
PAY000192,28,2,52,2016-08-10
PAY000193,29,4,7806,2016-08-15
PAY000194,29,4,7714,2016-09-15
PAY000195,29,4,7250,2016-10-15
PAY000196,29,4,8323,2016-11-15
PAY000197,29,4,7472,2016-12-15
PAY000198,29,4,8622,2017-01-15
PAY000199,29,4,8587,2017-02-15
PAY000200,29,4,8573,2017-03-15
PAY000201,29,4,8658,2017-04-15
PAY000202,29,1,90,2016-08-17
PAY000203,29,2,49,2016-08-19
PAY000204,30,4,8417,2016-08-15
PAY000205,30,4,7678,2016-09-15
PAY000206,30,4,7764,2016-10-15
PAY000207,30,4,7322,2016-11-15
PAY000208,30,4,7736,2016-12-15
PAY000209,30,4,7672,2017-01-15
PAY000210,30,4,7917,2017-02-15
PAY000211,30,4,8419,2017-03-15
PAY000212,30,4,8796,2017-04-15
PAY000213,30,1,93,2016-08-10
PAY000214,31,4,8451,2016-08-15
PAY000215,31,4,7455,2016-09-15
PAY000216,31,4,8054,2016-10-15
PAY000217,31,4,8231,2016-11-15
PAY000218,31,4,7660,2016-12-15
PAY000219,31,4,8595,2017-01-15
PAY000220,31,4,7208,2017-02-15
PAY000221,31,4,7894,2017-03-15
PAY000222,31,4,8565,2017-04-15
PAY000223,31,1,91,2016-08-30
PAY000224,31,2,46,2016-08-30
PAY000225,32,4,7802,2016-08-15
PAY000226,32,4,8568,2016-09-15
PAY000227,32,4,8259,2016-10-15
PAY000228,32,4,8543,2016-11-15
PAY000229,32,4,7529,2016-12-15
PAY000230,32,4,8655,2017-01-15
PAY000231,32,4,7255,2017-02-15
PAY000232,32,4,7412,2017-03-15
PAY000233,32,4,8694,2017-04-15
PAY000234,32,1,93,2016-08-15
PAY000235,32,2,49,2016-08-30
PAY000236,33,4,7358,2016-08-15
PAY000237,33,4,7306,2016-09-15
PAY000238,33,4,8588,2016-10-15
PAY000239,33,4,7828,2016-11-15
PAY000240,33,4,7575,2016-12-15
PAY000241,33,4,8405,2017-01-15
PAY000242,33,4,8659,2017-02-15
PAY000243,33,4,8238,2017-03-15
PAY000244,33,4,8203,2017-04-15
PAY000245,33,1,99,2016-08-28
PAY000246,33,2,47,2016-08-28
PAY000247,34,4,7827,2016-08-15
PAY000248,34,4,8354,2016-09-15
PAY000249,34,4,8760,2016-10-15
PAY000250,34,4,7849,2016-11-15
PAY000251,34,4,8789,2016-12-15
PAY000252,34,4,7707,2017-01-15
PAY000253,34,4,7973,2017-02-15
PAY000254,34,4,8265,2017-03-15
PAY000255,34,4,7221,2017-04-15
PAY000256,34,2,52,2016-08-29
PAY000257,35,4,7390,2016-08-15
PAY000258,35,4,7821,2016-09-15
PAY000259,35,4,8031,2016-10-15
PAY000260,35,4,7471,2016-11-15
PAY000261,35,4,8343,2016-12-15
PAY000262,35,4,8776,2017-01-15
PAY000263,35,4,7562,2017-02-15
PAY000264,35,4,8469,2017-03-15
PAY000265,35,4,7705,2017-04-15
PAY000266,35,1,109,2016-08-21
PAY000267,35,2,50,2016-08-12
PAY000268,36,4,8558,2016-08-15
PAY000269,36,4,7696,2016-09-15
PAY000270,36,4,7836,2016-10-15
PAY000271,36,4,7887,2016-11-15
PAY000272,36,4,8455,2016-12-15
PAY000273,36,4,8053,2017-01-15
PAY000274,36,4,7922,2017-02-15
PAY000275,36,4,8022,2017-03-15
PAY000276,36,4,7532,2017-04-15
PAY000277,36,4,7254,2017-05-15
PAY000278,36,4,8789,2017-06-15
PAY000279,36,4,8790,2017-07-15
PAY000280,36,1,93,2016-08-13
PAY000281,36,2,46,2016-08-14
PAY000282,37,4,8326,2016-08-15
PAY000283,37,4,8270,2016-09-15
PAY000284,37,4,7926,2016-10-15
PAY000285,37,4,8565,2016-11-15
PAY000286,37,4,8729,2016-12-15
PAY000287,37,4,8062,2017-01-15
PAY000288,37,4,8725,2017-02-15
PAY000289,37,4,7650,2017-03-15
PAY000290,37,4,7831,2017-04-15
PAY000291,37,1,100,2016-08-11
PAY000292,37,2,53,2016-08-12
PAY000293,38,4,7838,2016-08-15
PAY000294,38,4,8475,2016-09-15
PAY000295,38,4,8413,2016-10-15
PAY000296,38,4,8470,2016-11-15
PAY000297,38,4,7290,2016-12-15
PAY000298,38,4,7237,2017-01-15
PAY000299,38,4,7730,2017-02-15
PAY000300,38,4,8631,2017-03-15
PAY000301,38,4,8216,2017-04-15
PAY000302,38,1,98,2016-08-18
PAY000303,38,2,52,2016-08-20
PAY000304,39,4,7680,2016-08-15
PAY000305,39,4,8454,2016-09-15
PAY000306,39,4,7225,2016-10-15
PAY000307,39,4,7864,2016-11-15
PAY000308,39,4,7428,2016-12-15
PAY000309,39,4,8416,2017-01-15
PAY000310,39,4,7922,2017-02-15
PAY000311,39,4,8511,2017-03-15
PAY000312,39,4,8682,2017-04-15
PAY000313,39,1,95,2016-08-14
PAY000314,39,2,48,2016-08-28
PAY000315,40,4,7674,2016-08-15
PAY000316,40,4,7391,2016-09-15
PAY000317,40,4,8048,2016-10-15
PAY000318,40,4,7598,2016-11-15
PAY000319,40,4,8523,2016-12-15
PAY000320,40,4,7579,2017-01-15
PAY000321,40,4,7792,2017-02-15
PAY000322,40,4,7617,2017-03-15
PAY000323,40,4,7387,2017-04-15
PAY000324,40,4,8524,2017-05-15
PAY000325,40,4,7794,2017-06-15
PAY000326,40,4,7436,2017-07-15
PAY000327,41,4,7569,2016-08-15
PAY000328,41,4,8531,2016-09-15
PAY000329,41,4,7536,2016-10-15
PAY000330,41,4,7553,2016-11-15
PAY000331,41,4,7749,2016-12-15
PAY000332,41,4,7215,2017-01-15
PAY000333,41,4,7314,2017-02-15
PAY000334,41,4,8538,2017-03-15
PAY000335,41,4,8693,2017-04-15
PAY000336,41,4,8025,2017-05-15
PAY000337,41,4,7846,2017-06-15
PAY000338,41,4,7245,2017-07-15
PAY000339,41,1,100,2016-08-28
PAY000340,41,2,45,2016-08-20
PAY000341,42,4,8619,2016-08-15
PAY000342,42,4,8537,2016-09-15
PAY000343,42,4,7987,2016-10-15
PAY000344,42,4,7288,2016-11-15
PAY000345,42,4,8400,2016-12-15
PAY000346,42,4,8183,2017-01-15
PAY000347,42,4,7211,2017-02-15
PAY000348,42,4,8090,2017-03-15
PAY000349,42,4,8238,2017-04-15
PAY000350,42,1,98,2016-08-19
PAY000351,42,2,50,2016-08-16
PAY000352,44,4,8590,2016-08-15
PAY000353,44,4,8224,2016-09-15
PAY000354,44,4,7213,2016-10-15
PAY000355,44,4,8735,2016-11-15
PAY000356,44,4,7803,2016-12-15
PAY000357,44,4,8574,2017-01-15
PAY000358,44,4,8334,2017-02-15
PAY000359,44,4,8506,2017-03-15
PAY000360,44,4,7452,2017-04-15
PAY000361,44,1,102,2016-08-28
PAY000362,44,2,52,2016-08-28
PAY000363,46,4,8507,2016-08-15
PAY000364,46,4,8728,2016-09-15
PAY000365,46,4,8650,2016-10-15
PAY000366,46,4,7288,2016-11-15
PAY000367,46,4,8055,2016-12-15
PAY000368,46,4,8451,2017-01-15
PAY000369,46,4,8062,2017-02-15
PAY000370,46,4,7722,2017-03-15
PAY000371,46,4,7577,2017-04-15
PAY000372,46,1,106,2016-08-25
PAY000373,46,2,54,2016-08-18
PAY000374,47,4,8453,2016-08-15
PAY000375,47,4,8128,2016-09-15
PAY000376,47,4,8631,2016-10-15
PAY000377,47,4,8492,2016-11-15
PAY000378,47,4,7648,2016-12-15
PAY000379,47,4,8479,2017-01-15
PAY000380,47,4,7398,2017-02-15
PAY000381,47,4,7545,2017-03-15
PAY000382,47,4,7201,2017-04-15
PAY000383,47,2,52,2016-08-20
PAY000384,48,4,7834,2016-08-15
PAY000385,48,4,8385,2016-09-15
PAY000386,48,4,8726,2016-10-15
PAY000387,48,4,7413,2016-11-15
PAY000388,48,4,7615,2016-12-15
PAY000389,48,4,7862,2017-01-15
PAY000390,48,4,7763,2017-02-15
PAY000391,48,4,8107,2017-03-15
PAY000392,48,4,8292,2017-04-15
PAY000393,48,4,8703,2017-05-15
PAY000394,48,4,7909,2017-06-15
PAY000395,48,4,8479,2017-07-15
PAY000396,48,1,104,2016-08-19
PAY000397,48,2,54,2016-08-28
PAY000398,50,4,8383,2016-08-15
PAY000399,50,4,8353,2016-09-15
PAY000400,50,4,8319,2016-10-15
PAY000401,50,4,7979,2016-11-15
PAY000402,50,4,7374,2016-12-15
PAY000403,50,4,8382,2017-01-15
PAY000404,50,4,7597,2017-02-15
PAY000405,50,4,8776,2017-03-15
PAY000406,50,4,7859,2017-04-15
PAY000407,50,2,46,2016-08-16
PAY000408,52,4,7745,2016-08-15
PAY000409,52,4,7331,2016-09-15
PAY000410,52,4,7887,2016-10-15
PAY000411,52,4,7574,2016-11-15
PAY000412,52,4,8737,2016-12-15
PAY000413,52,4,8647,2017-01-15
PAY000414,52,4,8646,2017-02-15
PAY000415,52,4,8467,2017-03-15
PAY000416,52,4,7845,2017-04-15
PAY000417,52,4,7821,2017-05-15
PAY000418,52,4,7383,2017-06-15
PAY000419,52,4,7211,2017-07-15
PAY000420,52,2,45,2016-08-19
PAY000421,53,4,7321,2016-08-15
PAY000422,53,4,7459,2016-09-15
PAY000423,53,4,8106,2016-10-15
PAY000424,53,4,8119,2016-11-15
PAY000425,53,4,7890,2016-12-15
PAY000426,53,4,7496,2017-01-15
PAY000427,53,4,8112,2017-02-15
PAY000428,53,4,7813,2017-03-15
PAY000429,53,4,8030,2017-04-15
PAY000430,53,2,48,2016-08-20
PAY000431,55,4,8742,2016-08-15
PAY000432,55,4,7797,2016-09-15
PAY000433,55,4,7441,2016-10-15
PAY000434,55,4,8367,2016-11-15
PAY000435,55,4,7322,2016-12-15
PAY000436,55,4,7743,2017-01-15
PAY000437,55,4,7302,2017-02-15
PAY000438,55,4,7984,2017-03-15
PAY000439,55,4,7887,2017-04-15
PAY000440,55,1,92,2016-08-21
PAY000441,55,2,45,2016-08-12
PAY000442,56,4,8219,2016-08-15
PAY000443,56,1,100,2016-08-24
PAY000444,56,2,51,2016-08-23
PAY000445,58,4,8650,2016-08-15
PAY000446,58,4,8664,2016-09-15
PAY000447,58,4,8502,2016-10-15
PAY000448,58,4,8044,2016-11-15
PAY000449,58,4,7364,2016-12-15
PAY000450,58,4,8191,2017-01-15
PAY000451,58,4,8545,2017-02-15
PAY000452,58,4,7388,2017-03-15
PAY000453,58,4,7336,2017-04-15
PAY000454,58,1,108,2016-08-27
PAY000455,58,2,54,2016-08-26
PAY000456,59,4,7355,2016-08-15
PAY000457,59,4,8224,2016-09-15
PAY000458,59,4,7922,2016-10-15
PAY000459,59,4,7577,2016-11-15
PAY000460,59,4,7474,2016-12-15
PAY000461,59,4,7806,2017-01-15
PAY000462,59,4,7220,2017-02-15
PAY000463,59,4,7236,2017-03-15
PAY000464,59,4,8656,2017-04-15
PAY000465,59,1,94,2016-08-13
PAY000466,59,2,45,2016-08-26
PAY000467,60,4,7357,2016-08-15
PAY000468,60,4,8243,2016-09-15
PAY000469,60,4,7821,2016-10-15
PAY000470,60,4,7340,2016-11-15
PAY000471,60,4,8627,2016-12-15
PAY000472,60,4,7989,2017-01-15
PAY000473,60,4,8348,2017-02-15
PAY000474,60,4,8448,2017-03-15
PAY000475,60,4,8453,2017-04-15
PAY000476,60,1,104,2016-08-20
PAY000477,62,4,7700,2016-08-15
PAY000478,62,4,8369,2016-09-15
PAY000479,62,4,7491,2016-10-15
PAY000480,62,4,7218,2016-11-15
PAY000481,62,4,8658,2016-12-15
PAY000482,62,4,7513,2017-01-15
PAY000483,62,4,7285,2017-02-15
PAY000484,62,4,8569,2017-03-15
PAY000485,62,4,7468,2017-04-15
PAY000486,62,1,93,2016-08-24
PAY000487,62,2,53,2016-08-22
PAY000488,63,4,8474,2016-08-15
PAY000489,63,4,7623,2016-09-15
PAY000490,63,4,8735,2016-10-15
PAY000491,63,4,7218,2016-11-15
PAY000492,63,4,8449,2016-12-15
PAY000493,63,4,7350,2017-01-15
PAY000494,63,4,8541,2017-02-15
PAY000495,63,4,8588,2017-03-15
PAY000496,63,4,7582,2017-04-15
PAY000497,63,1,97,2016-08-23
PAY000498,63,2,46,2016-08-28
PAY000499,64,4,8163,2016-08-15
PAY000500,64,1,91,2016-08-28
PAY000501,64,2,53,2016-08-19
PAY000502,66,4,8572,2016-08-15
PAY000503,66,4,7998,2016-09-15
PAY000504,66,4,8587,2016-10-15
PAY000505,66,4,7222,2016-11-15
PAY000506,66,4,7257,2016-12-15
PAY000507,66,4,8268,2017-01-15
PAY000508,66,4,8267,2017-02-15
PAY000509,66,4,8240,2017-03-15
PAY000510,66,4,8010,2017-04-15
PAY000511,66,1,99,2016-08-16
PAY000512,66,2,48,2016-08-14
PAY000513,68,4,8720,2016-08-15
PAY000514,68,4,7482,2016-09-15
PAY000515,68,4,7811,2016-10-15
PAY000516,68,4,8421,2016-11-15
PAY000517,68,4,8152,2016-12-15
PAY000518,68,4,8572,2017-01-15
PAY000519,68,4,8192,2017-02-15
PAY000520,68,4,8678,2017-03-15
PAY000521,68,4,8051,2017-04-15
PAY000522,68,1,101,2016-08-26
PAY000523,68,2,51,2016-08-14
PAY000524,69,4,7390,2016-08-15
PAY000525,69,4,8522,2016-09-15
PAY000526,69,4,8109,2016-10-15
PAY000527,69,4,7503,2016-11-15
PAY000528,69,4,8408,2016-12-15
PAY000529,69,4,7552,2017-01-15
PAY000530,69,4,8125,2017-02-15
PAY000531,69,4,7905,2017-03-15
PAY000532,69,4,8041,2017-04-15
PAY000533,69,4,7294,2017-05-15
PAY000534,69,4,8555,2017-06-15
PAY000535,69,4,7421,2017-07-15
PAY000536,69,1,108,2016-08-23
PAY000537,69,2,51,2016-08-17
PAY000538,70,4,8079,2016-08-15
PAY000539,70,4,7629,2016-09-15
PAY000540,70,4,8275,2016-10-15
PAY000541,70,4,7742,2016-11-15
PAY000542,70,4,7320,2016-12-15
PAY000543,70,4,7852,2017-01-15
PAY000544,70,4,7470,2017-02-15
PAY000545,70,4,8285,2017-03-15
PAY000546,70,4,8196,2017-04-15
PAY000547,70,1,105,2016-08-28
PAY000548,71,4,8650,2016-08-15
PAY000549,71,4,7888,2016-09-15
PAY000550,71,4,8073,2016-10-15
PAY000551,71,4,7653,2016-11-15
PAY000552,71,4,8237,2016-12-15
PAY000553,71,4,8613,2017-01-15
PAY000554,71,4,7370,2017-02-15
PAY000555,71,4,7442,2017-03-15
PAY000556,71,4,7347,2017-04-15
PAY000557,71,1,105,2016-08-19
PAY000558,71,2,51,2016-08-18
PAY000559,72,4,7754,2016-08-15
PAY000560,72,4,7818,2016-09-15
PAY000561,72,4,8474,2016-10-15
PAY000562,72,4,7452,2016-11-15
PAY000563,72,4,7780,2016-12-15
PAY000564,72,4,7667,2017-01-15
PAY000565,72,4,8617,2017-02-15
PAY000566,72,4,8718,2017-03-15
PAY000567,72,4,8623,2017-04-15
PAY000568,72,1,95,2016-08-21
PAY000569,74,4,7700,2016-08-15
PAY000570,74,4,7985,2016-09-15
PAY000571,74,4,7750,2016-10-15
PAY000572,74,4,7439,2016-11-15
PAY000573,74,4,7954,2016-12-15
