assignment_id,class_id,title,due_date,points_possible,category,term_id
1,1,Quiz 1,2017-03-03,30,Quiz,3
2,1,Homework 2,2016-09-12,14,Homework,1
3,1,Participation 3,2016-12-19,17,Participation,3
4,1,Quiz 4,2017-05-06,43,Quiz,2
5,1,Homework 5,2016-11-08,16,Homework,3
6,1,Quiz 6,2016-12-28,50,Quiz,2
7,1,Quiz 7,2017-03-13,48,Quiz,3
8,1,Quiz 8,2016-09-26,29,Quiz,1
9,1,Project 9,2016-10-02,87,Project,4
10,1,Participation 10,2016-10-30,5,Participation,3
11,1,Participation 11,2017-03-22,9,Participation,3
12,1,Participation 12,2017-03-21,13,Participation,2
13,1,Project 13,2016-08-28,65,Project,2
14,1,Homework 14,2017-04-26,15,Homework,1
15,1,Quiz 15,2016-09-20,38,Quiz,1
16,1,Quiz 16,2016-11-15,48,Quiz,4
17,1,Participation 17,2017-05-13,5,Participation,4
18,1,Test 18,2017-04-27,86,Test,4
19,1,Quiz 19,2016-11-16,38,Quiz,3
20,1,Homework 20,2017-05-19,22,Homework,1
21,1,Quiz 21,2017-02-06,41,Quiz,2
22,1,Participation 22,2016-10-05,6,Participation,2
23,1,Quiz 23,2016-11-13,34,Quiz,1
24,1,Test 24,2017-03-22,100,Test,1
25,1,Homework 25,2017-05-25,13,Homework,3
26,1,Homework 26,2017-02-11,15,Homework,1
27,1,Homework 27,2017-05-04,14,Homework,1
28,1,Project 28,2016-09-23,69,Project,3
29,1,Project 29,2017-05-19,58,Project,1
30,1,Project 30,2016-10-24,51,Project,2
31,1,Homework 31,2016-09-04,17,Homework,3
32,1,Project 32,2017-02-20,71,Project,1
33,1,Homework 33,2017-05-31,15,Homework,3
34,1,Project 34,2017-01-01,87,Project,4
35,1,Test 35,2016-09-09,85,Test,1
36,1,Homework 36,2016-09-28,10,Homework,2
37,1,Participation 37,2016-09-23,11,Participation,1
38,1,Project 38,2016-09-16,61,Project,3
39,1,Participation 39,2016-11-03,9,Participation,2
40,1,Quiz 40,2016-12-01,34,Quiz,3
41,1,Homework 41,2017-03-30,17,Homework,1
42,1,Participation 42,2016-09-22,18,Participation,3
43,1,Test 43,2017-04-06,95,Test,4
44,1,Homework 44,2016-11-22,23,Homework,2
45,1,Project 45,2016-12-04,63,Project,3
46,1,Test 46,2017-01-31,75,Test,1
47,1,Homework 47,2017-01-23,12,Homework,4
48,1,Project 48,2017-02-17,63,Project,3
49,1,Project 49,2017-04-27,90,Project,4
50,1,Participation 50,2017-01-30,17,Participation,1
51,1,Homework 51,2017-02-10,19,Homework,3
52,1,Test 52,2016-12-26,90,Test,2
53,1,Quiz 53,2016-09-01,37,Quiz,3
54,1,Homework 54,2017-01-24,18,Homework,4
55,1,Homework 55,2017-05-14,17,Homework,4
56,1,Test 56,2016-10-10,87,Test,4
57,1,Test 57,2017-03-21,78,Test,4
58,1,Participation 58,2016-08-28,10,Participation,2
59,1,Test 59,2017-05-02,78,Test,2
60,1,Test 60,2017-06-01,97,Test,1
61,1,Quiz 61,2017-04-23,31,Quiz,1
62,1,Quiz 62,2016-09-19,31,Quiz,4
63,1,Participation 63,2017-04-10,6,Participation,1
64,1,Project 64,2016-09-12,63,Project,1
65,1,Test 65,2017-05-25,87,Test,1
66,1,Test 66,2016-09-23,96,Test,4
67,2,Participation 1,2017-01-11,18,Participation,2
68,2,Test 2,2017-03-09,98,Test,1
69,2,Test 3,2016-10-06,96,Test,2
70,2,Project 4,2016-12-16,65,Project,3
71,2,Test 5,2017-05-19,99,Test,1
72,2,Test 6,2016-12-21,91,Test,4
73,2,Test 7,2017-04-18,96,Test,3
74,2,Homework 8,2016-09-28,11,Homework,4
75,2,Quiz 9,2016-12-13,43,Quiz,3
76,2,Quiz 10,2017-02-11,40,Quiz,3
77,2,Homework 11,2017-01-21,22,Homework,4
78,2,Quiz 12,2017-01-26,44,Quiz,1
79,2,Participation 13,2017-05-09,11,Participation,2
80,2,Participation 14,2016-09-06,20,Participation,2
81,2,Project 15,2017-02-26,98,Project,4
82,2,Participation 16,2016-10-25,15,Participation,2
83,2,Participation 17,2017-03-21,9,Participation,2
84,2,Test 18,2016-11-19,98,Test,4
85,2,Quiz 19,2016-10-17,49,Quiz,1
86,2,Project 20,2017-01-24,95,Project,1
87,2,Test 21,2017-03-25,100,Test,2
88,2,Project 22,2016-12-18,60,Project,4
89,2,Homework 23,2017-04-29,23,Homework,1
90,2,Test 24,2016-10-20,91,Test,3
91,2,Quiz 25,2016-12-19,34,Quiz,4
92,2,Project 26,2017-05-16,57,Project,2
93,2,Participation 27,2017-06-05,17,Participation,3
94,2,Homework 28,2017-05-04,12,Homework,4
95,2,Homework 29,2017-01-17,17,Homework,2
96,2,Quiz 30,2016-08-30,29,Quiz,2
97,2,Participation 31,2017-03-28,6,Participation,3
98,2,Homework 32,2017-03-29,16,Homework,4
99,2,Test 33,2016-10-19,76,Test,3
100,2,Quiz 34,2016-10-12,34,Quiz,2
101,2,Homework 35,2016-09-11,22,Homework,4
102,2,Project 36,2016-08-27,88,Project,1
103,2,Test 37,2017-04-05,85,Test,3
104,2,Test 38,2017-04-14,76,Test,2
105,2,Test 39,2017-01-26,89,Test,3
106,2,Homework 40,2017-03-22,10,Homework,4
107,2,Test 41,2017-03-26,97,Test,3
108,2,Homework 42,2016-09-28,24,Homework,3
109,2,Test 43,2016-12-22,90,Test,3
110,2,Project 44,2016-11-15,91,Project,4
111,2,Homework 45,2017-06-03,13,Homework,1
112,2,Homework 46,2017-01-06,19,Homework,2
113,2,Homework 47,2016-11-16,17,Homework,1
114,2,Quiz 48,2017-02-02,29,Quiz,3
115,2,Project 49,2017-05-03,51,Project,3
116,2,Test 50,2017-03-13,87,Test,3
117,2,Project 51,2016-10-20,74,Project,1
118,2,Quiz 52,2016-10-27,27,Quiz,3
119,2,Test 53,2016-11-05,93,Test,2
120,2,Homework 54,2016-11-19,10,Homework,1
121,2,Test 55,2017-04-22,87,Test,3
122,2,Test 56,2016-12-02,76,Test,2
123,2,Test 57,2016-11-09,80,Test,2
124,2,Project 58,2016-10-09,60,Project,4
125,2,Participation 59,2016-11-04,16,Participation,4
126,2,Project 60,2017-05-13,64,Project,2
127,2,Test 61,2017-04-03,94,Test,3
128,2,Quiz 62,2016-09-16,46,Quiz,1
129,2,Homework 63,2017-03-27,11,Homework,2
130,2,Test 64,2017-02-21,86,Test,3
131,2,Quiz 65,2017-05-03,26,Quiz,2
132,2,Participation 66,2017-03-27,5,Participation,3
133,2,Participation 67,2016-09-23,13,Participation,3
134,2,Quiz 68,2016-12-16,48,Quiz,3
135,2,Test 69,2017-05-13,85,Test,3
136,2,Project 70,2016-09-21,85,Project,4
137,2,Project 71,2016-12-01,82,Project,3
138,2,Test 72,2016-10-03,87,Test,1
139,3,Quiz 1,2016-11-10,34,Quiz,2
140,3,Homework 2,2017-06-03,12,Homework,2
141,3,Quiz 3,2017-04-08,41,Quiz,2
142,3,Project 4,2017-03-03,50,Project,1
143,3,Project 5,2017-01-01,58,Project,1
144,3,Homework 6,2017-01-11,22,Homework,4
145,3,Test 7,2016-10-14,90,Test,3
146,3,Project 8,2017-05-13,62,Project,2
147,3,Test 9,2017-05-07,95,Test,3
148,3,Participation 10,2016-11-25,13,Participation,3
149,3,Participation 11,2016-10-03,9,Participation,4
150,3,Participation 12,2016-12-14,13,Participation,4
151,3,Participation 13,2017-04-23,10,Participation,3
152,3,Participation 14,2016-09-22,16,Participation,3
153,3,Participation 15,2016-11-09,6,Participation,1
154,3,Test 16,2016-12-27,97,Test,3
155,3,Homework 17,2017-03-02,13,Homework,2
156,3,Homework 18,2017-02-17,24,Homework,4
157,3,Quiz 19,2016-12-31,38,Quiz,2
158,3,Homework 20,2017-04-22,17,Homework,2
159,3,Project 21,2017-05-09,65,Project,2
160,3,Participation 22,2016-12-22,15,Participation,3
161,3,Quiz 23,2017-05-22,47,Quiz,3
162,3,Participation 24,2017-04-09,5,Participation,3
163,3,Quiz 25,2016-10-24,33,Quiz,4
164,3,Test 26,2017-04-02,85,Test,3
165,3,Homework 27,2017-04-03,21,Homework,3
166,3,Homework 28,2017-01-14,12,Homework,3
167,3,Project 29,2016-12-26,90,Project,3
168,3,Quiz 30,2017-02-08,42,Quiz,2
169,3,Homework 31,2016-10-30,25,Homework,4
170,3,Test 32,2016-08-27,75,Test,1
171,3,Participation 33,2016-12-25,5,Participation,2
172,3,Test 34,2016-11-29,81,Test,2
173,3,Participation 35,2016-11-20,5,Participation,4
174,3,Project 36,2017-05-29,53,Project,3
175,3,Participation 37,2017-05-01,8,Participation,4
176,3,Quiz 38,2017-02-11,33,Quiz,2
177,3,Project 39,2016-12-11,81,Project,3
178,3,Participation 40,2017-01-12,10,Participation,4
179,3,Participation 41,2016-10-17,11,Participation,2
180,3,Quiz 42,2017-05-16,41,Quiz,4
181,3,Quiz 43,2017-01-01,38,Quiz,1
182,3,Test 44,2017-02-28,80,Test,1
183,3,Project 45,2017-02-21,64,Project,3
184,3,Homework 46,2017-02-14,14,Homework,2
185,3,Project 47,2017-01-12,85,Project,4
186,3,Participation 48,2016-12-22,15,Participation,2
187,3,Participation 49,2017-03-03,7,Participation,1
188,3,Participation 50,2017-03-28,17,Participation,2
189,3,Quiz 51,2016-10-07,37,Quiz,2
190,3,Participation 52,2016-11-02,13,Participation,4
191,3,Quiz 53,2017-05-03,34,Quiz,4
192,3,Test 54,2017-04-18,84,Test,1
193,3,Homework 55,2016-09-26,17,Homework,1
194,3,Homework 56,2016-12-12,15,Homework,2
195,3,Project 57,2016-10-19,52,Project,1
196,3,Participation 58,2017-03-23,11,Participation,4
197,3,Participation 59,2016-11-10,18,Participation,3
198,3,Project 60,2016-12-06,87,Project,4
199,3,Test 61,2017-04-26,83,Test,1
200,3,Project 62,2016-09-24,73,Project,1
201,3,Project 63,2017-06-04,87,Project,4
202,3,Quiz 64,2016-09-24,27,Quiz,3
203,3,Quiz 65,2016-09-02,36,Quiz,3
204,3,Quiz 66,2017-03-10,31,Quiz,4
205,3,Test 67,2017-04-28,93,Test,4
206,3,Participation 68,2016-09-07,5,Participation,4
207,3,Participation 69,2017-04-08,10,Participation,3
208,3,Project 70,2017-04-07,80,Project,2
209,4,Quiz 1,2017-01-30,32,Quiz,2
210,4,Project 2,2017-04-12,97,Project,1
211,4,Project 3,2016-11-16,68,Project,1
212,4,Test 4,2016-09-09,87,Test,1
213,4,Quiz 5,2017-03-28,50,Quiz,1
214,4,Quiz 6,2016-12-05,40,Quiz,2
215,4,Participation 7,2017-03-25,19,Participation,3
216,4,Project 8,2017-03-23,56,Project,3
217,4,Test 9,2017-02-25,83,Test,3
218,4,Quiz 10,2017-05-06,50,Quiz,2
219,4,Quiz 11,2016-10-22,44,Quiz,4
220,4,Test 12,2017-01-15,76,Test,2
221,4,Project 13,2017-01-25,98,Project,4
222,4,Project 14,2016-11-20,55,Project,2
223,4,Participation 15,2017-04-11,12,Participation,1
224,4,Homework 16,2016-12-17,22,Homework,2
225,4,Homework 17,2016-10-16,10,Homework,3
226,4,Homework 18,2017-02-22,16,Homework,4
227,4,Homework 19,2017-03-08,23,Homework,3
228,4,Homework 20,2017-03-12,22,Homework,2
229,4,Quiz 21,2016-09-30,37,Quiz,3
230,4,Project 22,2017-01-27,92,Project,2
231,4,Quiz 23,2017-01-14,44,Quiz,1
232,4,Homework 24,2017-03-09,14,Homework,1
233,4,Homework 25,2016-08-30,24,Homework,3
234,4,Participation 26,2017-05-10,17,Participation,4
235,4,Test 27,2016-11-26,75,Test,1
236,4,Quiz 28,2017-04-21,47,Quiz,4
237,4,Homework 29,2017-05-18,24,Homework,4
238,4,Participation 30,2016-10-29,17,Participation,1
239,4,Participation 31,2017-03-13,10,Participation,1
240,4,Test 32,2016-10-19,79,Test,3
241,4,Project 33,2017-02-15,87,Project,4
242,4,Quiz 34,2016-10-26,45,Quiz,2
243,4,Homework 35,2016-11-03,16,Homework,2
244,4,Project 36,2017-04-02,96,Project,3
245,4,Project 37,2017-04-02,81,Project,1
246,4,Quiz 38,2017-05-09,47,Quiz,4
247,4,Homework 39,2016-10-21,22,Homework,3
248,4,Project 40,2017-03-01,95,Project,2
249,4,Participation 41,2017-01-12,15,Participation,3
250,4,Test 42,2016-09-10,77,Test,4
251,4,Test 43,2016-11-18,82,Test,3
252,4,Test 44,2017-03-03,78,Test,2
253,4,Project 45,2016-11-24,53,Project,3
254,4,Participation 46,2016-09-19,13,Participation,4
255,4,Participation 47,2016-12-06,9,Participation,4
256,4,Test 48,2017-01-16,76,Test,4
257,4,Participation 49,2016-11-24,18,Participation,3
258,4,Homework 50,2016-09-11,14,Homework,1
259,4,Project 51,2017-05-12,67,Project,4
260,4,Project 52,2016-11-14,79,Project,2
261,4,Project 53,2017-03-15,85,Project,4
262,4,Participation 54,2017-01-13,19,Participation,1
263,4,Homework 55,2017-01-23,20,Homework,1
264,4,Participation 56,2017-02-24,13,Participation,1
265,4,Homework 57,2017-02-18,12,Homework,2
266,4,Project 58,2016-09-13,100,Project,2
267,4,Test 59,2016-09-10,96,Test,1
268,4,Homework 60,2017-05-04,23,Homework,2
269,4,Participation 61,2016-12-29,8,Participation,4
270,4,Test 62,2016-10-05,97,Test,1
271,4,Test 63,2017-05-26,100,Test,2
272,4,Participation 64,2017-03-16,10,Participation,2
273,4,Project 65,2017-04-29,61,Project,4
274,4,Homework 66,2016-12-10,12,Homework,1
275,4,Quiz 67,2016-12-06,28,Quiz,1
276,4,Participation 68,2017-04-07,19,Participation,1
277,4,Test 69,2017-03-25,92,Test,4
278,5,Project 1,2017-04-04,79,Project,2
279,5,Test 2,2016-11-01,95,Test,2
280,5,Test 3,2017-01-19,91,Test,4
281,5,Project 4,2017-05-06,87,Project,4
282,5,Participation 5,2017-01-20,18,Participation,2
283,5,Quiz 6,2017-01-14,33,Quiz,1
284,5,Project 7,2017-04-11,66,Project,4
285,5,Project 8,2017-05-06,50,Project,2
286,5,Homework 9,2016-09-25,11,Homework,1
287,5,Test 10,2017-03-14,82,Test,4
288,5,Participation 11,2016-12-01,13,Participation,3
289,5,Participation 12,2017-01-19,9,Participation,2
290,5,Project 13,2016-11-20,71,Project,3
291,5,Homework 14,2017-03-14,18,Homework,1
292,5,Quiz 15,2017-01-30,26,Quiz,4
293,5,Quiz 16,2017-01-10,46,Quiz,3
294,5,Participation 17,2017-01-06,15,Participation,3
295,5,Test 18,2017-03-03,79,Test,4
296,5,Homework 19,2017-03-01,24,Homework,2
297,5,Quiz 20,2017-04-17,42,Quiz,4
298,5,Quiz 21,2016-08-28,37,Quiz,1
299,5,Homework 22,2017-03-08,19,Homework,4
300,5,Project 23,2016-10-18,95,Project,4
301,5,Test 24,2017-02-12,89,Test,4
302,5,Quiz 25,2016-10-29,43,Quiz,2
303,5,Participation 26,2016-11-23,13,Participation,1
304,5,Homework 27,2016-09-24,12,Homework,4
305,5,Homework 28,2017-03-13,20,Homework,3
306,5,Quiz 29,2017-05-02,40,Quiz,1
307,5,Test 30,2016-12-13,77,Test,2
308,5,Project 31,2016-11-16,99,Project,4
309,5,Homework 32,2016-10-23,11,Homework,4
310,5,Homework 33,2016-11-06,11,Homework,2
311,5,Project 34,2016-10-26,91,Project,1
312,5,Test 35,2017-01-13,89,Test,2
313,5,Homework 36,2017-04-16,17,Homework,3
314,5,Quiz 37,2017-05-31,35,Quiz,2
315,5,Homework 38,2016-10-10,17,Homework,4
316,5,Test 39,2017-05-09,86,Test,3
317,5,Homework 40,2016-11-23,14,Homework,3
318,5,Homework 41,2017-02-03,24,Homework,2
319,5,Project 42,2017-01-01,83,Project,4
320,5,Project 43,2017-06-01,66,Project,1
321,5,Participation 44,2016-10-09,7,Participation,4
322,5,Test 45,2017-03-01,81,Test,1
323,5,Participation 46,2017-05-15,10,Participation,1
324,5,Project 47,2017-02-27,54,Project,4
325,5,Project 48,2017-02-28,64,Project,2
326,5,Test 49,2016-11-15,90,Test,2
327,5,Participation 50,2017-04-12,15,Participation,1
328,5,Test 51,2016-10-27,89,Test,1
329,5,Project 52,2017-05-04,85,Project,3
330,5,Quiz 53,2017-02-01,46,Quiz,2
331,5,Project 54,2016-09-03,66,Project,2
332,5,Test 55,2016-11-28,98,Test,1
333,5,Test 56,2016-09-11,98,Test,1
334,5,Project 57,2016-10-14,91,Project,2
335,5,Test 58,2017-04-05,81,Test,1
336,5,Quiz 59,2017-04-13,34,Quiz,4
337,5,Test 60,2016-10-27,87,Test,4
338,5,Quiz 61,2016-10-17,25,Quiz,3
339,5,Homework 62,2017-04-27,14,Homework,2
340,5,Quiz 63,2017-03-13,45,Quiz,3
341,5,Test 64,2016-09-10,76,Test,2
342,5,Test 65,2017-04-05,87,Test,3
343,5,Participation 66,2016-10-22,9,Participation,2
344,5,Quiz 67,2016-09-16,26,Quiz,3
345,5,Homework 68,2016-10-29,20,Homework,3
346,5,Homework 69,2016-12-04,23,Homework,1
347,5,Quiz 70,2016-11-03,31,Quiz,4
348,5,Test 71,2017-03-14,87,Test,2
349,5,Project 72,2017-01-30,93,Project,2
350,5,Quiz 73,2017-04-15,31,Quiz,3
351,5,Project 74,2017-04-01,71,Project,1
352,6,Homework 1,2017-04-30,10,Homework,1
353,6,Participation 2,2016-09-02,18,Participation,4
354,6,Test 3,2017-06-01,99,Test,1
355,6,Quiz 4,2017-06-04,40,Quiz,3
356,6,Project 5,2017-05-09,74,Project,1
357,6,Project 6,2016-12-14,94,Project,1
358,6,Project 7,2016-09-28,75,Project,1
359,6,Homework 8,2016-11-18,23,Homework,1
360,6,Participation 9,2017-02-16,6,Participation,4
361,6,Quiz 10,2017-04-18,30,Quiz,4
362,6,Homework 11,2017-02-25,13,Homework,4
363,6,Homework 12,2017-03-01,14,Homework,2
364,6,Quiz 13,2016-10-31,35,Quiz,2
365,6,Test 14,2016-11-19,78,Test,1
366,6,Test 15,2017-02-01,94,Test,2
367,6,Participation 16,2017-04-16,15,Participation,4
368,6,Participation 17,2016-10-20,8,Participation,4
369,6,Test 18,2017-04-09,91,Test,1
370,6,Test 19,2016-11-04,84,Test,2
371,6,Quiz 20,2017-04-25,31,Quiz,1
372,6,Quiz 21,2017-05-09,33,Quiz,3
373,6,Test 22,2017-03-12,81,Test,2
374,6,Participation 23,2016-12-06,19,Participation,2
375,6,Project 24,2016-10-30,57,Project,2
376,6,Homework 25,2017-06-03,25,Homework,2
377,6,Test 26,2017-05-19,87,Test,2
378,6,Participation 27,2017-01-06,18,Participation,1
379,6,Test 28,2017-02-18,86,Test,3
380,6,Quiz 29,2017-04-14,29,Quiz,4
381,6,Test 30,2017-04-12,95,Test,3
382,6,Quiz 31,2016-09-21,25,Quiz,2
383,6,Quiz 32,2016-11-23,49,Quiz,1
384,6,Quiz 33,2017-01-19,29,Quiz,1
385,6,Project 34,2017-01-22,93,Project,3
386,6,Test 35,2016-10-16,82,Test,3
387,6,Project 36,2016-10-07,72,Project,3
388,6,Test 37,2016-09-01,77,Test,4
389,6,Project 38,2016-11-12,68,Project,4
390,6,Homework 39,2017-03-17,19,Homework,2
391,6,Quiz 40,2017-03-09,45,Quiz,1
392,6,Test 41,2017-05-18,94,Test,4
393,6,Quiz 42,2017-02-05,28,Quiz,4
394,6,Homework 43,2016-10-23,11,Homework,2
395,6,Homework 44,2017-04-18,25,Homework,3
396,6,Test 45,2016-10-02,82,Test,4
397,6,Quiz 46,2016-11-02,27,Quiz,3
398,6,Participation 47,2017-02-26,6,Participation,2
399,6,Test 48,2017-04-21,99,Test,4
400,6,Project 49,2017-04-15,50,Project,2
401,6,Test 50,2016-09-10,95,Test,3
402,6,Project 51,2017-03-20,78,Project,1
403,6,Quiz 52,2017-03-09,45,Quiz,4
404,6,Participation 53,2016-10-10,18,Participation,4
405,6,Participation 54,2016-10-01,8,Participation,1
406,6,Project 55,2017-03-01,89,Project,2
407,6,Homework 56,2017-05-09,11,Homework,2
408,6,Homework 57,2016-10-15,20,Homework,2
409,6,Participation 58,2017-04-17,6,Participation,4
410,6,Participation 59,2017-03-23,11,Participation,4
411,6,Homework 60,2016-08-26,14,Homework,1
412,6,Homework 61,2017-05-16,22,Homework,4
413,6,Test 62,2017-05-05,100,Test,4
414,6,Homework 63,2017-02-09,23,Homework,4
415,6,Homework 64,2017-03-16,11,Homework,4
416,6,Test 65,2017-02-05,80,Test,3
417,6,Test 66,2017-01-16,86,Test,2
418,6,Test 67,2016-09-11,77,Test,1
