student_grade_history_id,student_id,school_year_id,gpa,grade_level_id
HIST000001,1,2,3.003,2
HIST000002,2,2,3.635,2
HIST000003,3,2,2.944,2
HIST000004,4,2,3.329,2
HIST000005,5,2,3.278,2
HIST000006,6,2,3.45,2
HIST000007,7,2,3.819,2
HIST000008,8,2,2.759,2
HIST000009,9,2,3.588,2
HIST000010,10,2,3.615,2
HIST000011,11,2,3.779,2
HIST000012,12,2,3.227,2
HIST000013,13,2,2.695,2
HIST000014,14,2,3.012,2
HIST000015,15,2,3.309,2
HIST000016,16,2,3.805,2
HIST000017,17,2,2.488,2
HIST000018,18,2,1.564,2
HIST000019,19,2,3.892,2
HIST000020,20,2,3.596,2
HIST000021,21,2,3.571,2
HIST000022,22,2,3.219,2
HIST000023,23,2,3.16,2
HIST000024,24,2,2.775,2
HIST000025,25,2,4.0,2
HIST000026,26,2,3.237,2
HIST000027,27,2,2.946,2
HIST000028,28,2,3.169,2
HIST000029,29,2,2.706,2
HIST000030,31,2,3.324,2
HIST000031,32,2,3.046,2
HIST000032,33,2,2.97,2
HIST000033,34,2,3.03,2
HIST000034,35,2,2.602,2
HIST000035,36,2,3.318,2
HIST000036,37,2,3.222,2
HIST000037,38,2,3.292,2
HIST000038,39,2,3.513,2
HIST000039,40,2,3.772,3
HIST000040,41,2,1.682,3
HIST000041,43,2,3.934,3
HIST000042,44,2,1.954,3
HIST000043,45,2,2.497,3
HIST000044,46,2,3.233,3
HIST000045,47,2,2.83,3
HIST000046,48,2,3.03,3
HIST000047,49,2,1.799,3
HIST000048,50,2,3.771,3
HIST000049,51,2,3.607,3
HIST000050,52,2,3.549,3
HIST000051,53,2,2.518,3
HIST000052,54,2,3.81,3
HIST000053,55,2,3.443,3
HIST000054,56,2,3.95,3
HIST000055,57,2,2.677,3
HIST000056,58,2,3.444,3
HIST000057,59,2,2.729,3
HIST000058,60,2,3.928,3
HIST000059,61,2,3.237,3
HIST000060,62,2,3.093,3
HIST000061,63,2,2.774,3
HIST000062,64,2,3.306,3
HIST000063,65,2,1.608,3
HIST000064,66,2,4.0,3
HIST000065,67,2,3.823,3
HIST000066,68,2,2.565,3
HIST000067,69,2,2.558,3
HIST000068,70,2,4.0,3
HIST000069,71,2,3.28,3
HIST000070,72,2,3.588,3
HIST000071,73,2,3.389,3
HIST000072,74,2,2.285,3
HIST000073,75,2,3.212,3
HIST000074,76,2,2.676,3
HIST000075,77,2,3.47,3
HIST000076,78,2,3.188,3
HIST000077,79,2,3.516,4
HIST000078,80,2,3.459,4
HIST000079,82,2,3.729,4
HIST000080,83,2,3.089,4
HIST000081,84,2,3.118,4
HIST000082,85,2,3.294,4
HIST000083,86,2,3.023,4
HIST000084,87,2,2.996,4
HIST000085,88,2,3.443,4
HIST000086,89,2,3.289,4
HIST000087,90,2,2.887,4
HIST000088,91,2,3.458,4
HIST000089,92,2,3.066,4
HIST000090,93,2,3.424,4
HIST000091,94,2,2.707,4
HIST000092,95,2,3.45,4
HIST000093,96,2,2.151,4
HIST000094,97,2,3.083,4
HIST000095,98,2,3.692,4
HIST000096,99,2,2.606,4
HIST000097,100,2,3.312,4
HIST000098,101,2,2.764,4
HIST000099,102,2,3.035,4
HIST000100,103,2,3.77,4
HIST000101,104,2,2.986,4
HIST000102,105,2,2.529,4
HIST000103,106,2,3.203,4
HIST000104,107,2,3.419,4
HIST000105,108,2,3.006,4
HIST000106,109,2,3.063,4
HIST000107,110,2,3.914,4
HIST000108,111,2,2.56,4
HIST000109,112,2,3.121,4
HIST000110,113,2,3.379,4
